      Event        dEvent  Clock        What     File                                                                            #line Function                                  RSS         dRSS
NEXT: 0            +0      1613.070659  CALL     /Users/paulross/CLionProjects/PythonCppHomogeneousContainers/tests/unit/test_with_pymemtrace.py#  22 _test_new_list_bool                 359923712    359923712
NEXT: 1            +1      1613.070686  CALL     /Users/paulross/pyenvs/cPyCppContainers_3.10/lib/python3.10/site-packages/psutil/__init__.py# 318 __init__                            359940096        16384
PREV: 2            +1      1613.070690  CALL     /Users/paulross/pyenvs/cPyCppContainers_3.10/lib/python3.10/site-packages/psutil/__init__.py# 321 _init                               359940096            0
NEXT: 3            +2      1613.070694  C_CALL   /Users/paulross/pyenvs/cPyCppContainers_3.10/lib/python3.10/site-packages/psutil/__init__.py# 323 getpid                              359944192         4096
PREV: 5            +2      1613.070722  CALL     /Library/Frameworks/Python.framework/Versions/3.10/lib/python3.10/threading.py  #  90 RLock                               359944192            0
NEXT: 6            +3      1613.070736  RETURN   /Library/Frameworks/Python.framework/Versions/3.10/lib/python3.10/threading.py  # 101 RLock                               359960576        16384
PREV: 10           +4      1613.070747  CALL     /Users/paulross/pyenvs/cPyCppContainers_3.10/lib/python3.10/site-packages/psutil/_psosx.py# 346 wrapper                             359960576            0
NEXT: 11           +5      1613.070750  CALL     /Users/paulross/pyenvs/cPyCppContainers_3.10/lib/python3.10/site-packages/psutil/_psosx.py# 475 create_time                         359968768         8192
PREV: 13           +2      1613.070756  CALL     /Users/paulross/pyenvs/cPyCppContainers_3.10/lib/python3.10/site-packages/psutil/_common.py# 498 wrapper                             359968768            0
NEXT: 14           +3      1613.070759  CALL     /Users/paulross/pyenvs/cPyCppContainers_3.10/lib/python3.10/site-packages/psutil/_psosx.py# 371 _get_kinfo_proc                     359972864         4096
PREV: 54           +40     1613.070845  RETURN   /Users/paulross/pyenvs/cPyCppContainers_3.10/lib/python3.10/site-packages/psutil/_common.py# 506 wrapper                             359972864            0
NEXT: 55           +41     1613.070853  C_CALL   /Users/paulross/CLionProjects/PythonCppHomogeneousContainers/tests/unit/test_with_pymemtrace.py#  26 print                               359976960         4096
PREV: 57           +2      1613.070860  CALL     /Users/paulross/CLionProjects/PythonCppHomogeneousContainers/tests/unit/test_with_pymemtrace.py#  29 <listcomp>                          359976960            0
NEXT: 58           +3      1613.438112  RETURN   /Users/paulross/CLionProjects/PythonCppHomogeneousContainers/tests/unit/test_with_pymemtrace.py#  29 <listcomp>                          315641856    -44335104
PREV: 61           +3      1613.438137  C_CALL   /Users/paulross/CLionProjects/PythonCppHomogeneousContainers/tests/unit/test_with_pymemtrace.py#  31 new_list_vector_bool                315641856            0
NEXT: 62           +4      1613.633089  C_RETURN /Users/paulross/CLionProjects/PythonCppHomogeneousContainers/tests/unit/test_with_pymemtrace.py#  31 new_list_vector_bool                480030720    164388864
PREV: 67           +5      1613.668086  CALL     /Users/paulross/CLionProjects/PythonCppHomogeneousContainers/tests/unit/test_with_pymemtrace.py#  29 <listcomp>                          480030720            0
NEXT: 68           +6      1614.190783  RETURN   /Users/paulross/CLionProjects/PythonCppHomogeneousContainers/tests/unit/test_with_pymemtrace.py#  29 <listcomp>                          366424064   -113606656
NEXT: 69           +1      1614.229218  C_CALL   /Users/paulross/CLionProjects/PythonCppHomogeneousContainers/tests/unit/test_with_pymemtrace.py#  30 perf_counter                        282537984    -83886080
PREV: 71           +2      1614.229303  C_CALL   /Users/paulross/CLionProjects/PythonCppHomogeneousContainers/tests/unit/test_with_pymemtrace.py#  31 new_list_vector_bool                282537984            0
