      Event        dEvent  Clock        What     File                                                                            #line Function                                  RSS         dRSS
NEXT: 0            +0      1653.298041  CALL     /Users/paulross/CLionProjects/PythonCppHomogeneousContainers/tests/unit/test_with_pymemtrace.py#  64 _test_new_list_double              1500491776   1500491776
PREV: 57           +57     1653.298213  CALL     /Users/paulross/CLionProjects/PythonCppHomogeneousContainers/tests/unit/test_with_pymemtrace.py#  71 <listcomp>                         1500491776            0
NEXT: 58           +58     1654.306549  RETURN   /Users/paulross/CLionProjects/PythonCppHomogeneousContainers/tests/unit/test_with_pymemtrace.py#  71 <listcomp>                         1716731904    216240128
PREV: 61           +3      1654.306573  C_CALL   /Users/paulross/CLionProjects/PythonCppHomogeneousContainers/tests/unit/test_with_pymemtrace.py#  73 new_list_list_float                1716731904            0
NEXT: 62           +4      1655.320590  C_RETURN /Users/paulross/CLionProjects/PythonCppHomogeneousContainers/tests/unit/test_with_pymemtrace.py#  73 new_list_list_float                2132783104    416051200
NEXT: 63           +1      1655.455647  C_CALL   /Users/paulross/CLionProjects/PythonCppHomogeneousContainers/tests/unit/test_with_pymemtrace.py#  74 perf_counter                       1796190208   -336592896
PREV: 67           +4      1655.455685  CALL     /Users/paulross/CLionProjects/PythonCppHomogeneousContainers/tests/unit/test_with_pymemtrace.py#  71 <listcomp>                         1796190208            0
NEXT: 68           +5      1656.450855  RETURN   /Users/paulross/CLionProjects/PythonCppHomogeneousContainers/tests/unit/test_with_pymemtrace.py#  71 <listcomp>                         2053591040    257400832
NEXT: 69           +1      1656.576467  C_CALL   /Users/paulross/CLionProjects/PythonCppHomogeneousContainers/tests/unit/test_with_pymemtrace.py#  72 perf_counter                       1676103680   -377487360
PREV: 71           +2      1656.576489  C_CALL   /Users/paulross/CLionProjects/PythonCppHomogeneousContainers/tests/unit/test_with_pymemtrace.py#  73 new_list_list_float                1676103680            0
NEXT: 72           +3      1658.121092  C_RETURN /Users/paulross/CLionProjects/PythonCppHomogeneousContainers/tests/unit/test_with_pymemtrace.py#  73 new_list_list_float                2132783104    456679424
NEXT: 73           +1      1658.407505  C_CALL   /Users/paulross/CLionProjects/PythonCppHomogeneousContainers/tests/unit/test_with_pymemtrace.py#  74 perf_counter                       1839181824   -293601280
PREV: 77           +4      1658.407569  CALL     /Users/paulross/CLionProjects/PythonCppHomogeneousContainers/tests/unit/test_with_pymemtrace.py#  71 <listcomp>                         1839181824            0
NEXT: 78           +5      1660.474222  RETURN   /Users/paulross/CLionProjects/PythonCppHomogeneousContainers/tests/unit/test_with_pymemtrace.py#  71 <listcomp>                         2053591040    214409216
NEXT: 79           +1      1660.631332  C_CALL   /Users/paulross/CLionProjects/PythonCppHomogeneousContainers/tests/unit/test_with_pymemtrace.py#  72 perf_counter                       1635209216   -418381824
PREV: 81           +2      1660.631354  C_CALL   /Users/paulross/CLionProjects/PythonCppHomogeneousContainers/tests/unit/test_with_pymemtrace.py#  73 new_list_list_float                1635209216            0
NEXT: 82           +3      1661.732167  C_RETURN /Users/paulross/CLionProjects/PythonCppHomogeneousContainers/tests/unit/test_with_pymemtrace.py#  73 new_list_list_float                2132783104    497573888
NEXT: 83           +1      1661.860478  C_CALL   /Users/paulross/CLionProjects/PythonCppHomogeneousContainers/tests/unit/test_with_pymemtrace.py#  74 perf_counter                       1798287360   -334495744
