      Event        dEvent  Clock        What     File                                                                            #line Function                                  RSS         dRSS
NEXT: 0            +0      1619.985974  CALL     test_with_pymemtrace.py#  22 _test_new_list_bool                 375349248    375349248
PREV: 57           +57     1619.986131  CALL     test_with_pymemtrace.py#  29 <listcomp>                          375349248            0
NEXT: 58           +58     1620.423449  RETURN   test_with_pymemtrace.py#  29 <listcomp>                          301105152    -74244096
PREV: 61           +3      1620.423473  C_CALL   test_with_pymemtrace.py#  31 new_list_list_bool                  301105152            0
NEXT: 62           +4      1621.315318  C_RETURN test_with_pymemtrace.py#  31 new_list_list_bool                  800243712    499138560
PREV: 67           +5      1621.340044  CALL     test_with_pymemtrace.py#  29 <listcomp>                          800243712            0
NEXT: 68           +6      1621.760503  RETURN   test_with_pymemtrace.py#  29 <listcomp>                          726708224    -73535488
NEXT: 69           +1      1621.799043  C_CALL   test_with_pymemtrace.py#  30 perf_counter                        642822144    -83886080
PREV: 71           +2      1621.799054  C_CALL   test_with_pymemtrace.py#  31 new_list_list_bool                  642822144            0
NEXT: 72           +3      1622.704806  C_RETURN test_with_pymemtrace.py#  31 new_list_list_bool                 1132580864    489758720
PREV: 77           +5      1622.736726  CALL     test_with_pymemtrace.py#  29 <listcomp>                         1132580864            0
NEXT: 78           +6      1623.171866  RETURN   test_with_pymemtrace.py#  29 <listcomp>                         1053388800    -79192064
NEXT: 79           +1      1623.206516  C_CALL   test_with_pymemtrace.py#  30 perf_counter                        969502720    -83886080
PREV: 81           +2      1623.206528  C_CALL   test_with_pymemtrace.py#  31 new_list_list_bool                  969502720            0
NEXT: 82           +3      1624.056705  C_RETURN test_with_pymemtrace.py#  31 new_list_list_bool                 1218662400    249159680
PREV: 87           +5      1624.083313  CALL     test_with_pymemtrace.py#  29 <listcomp>                         1218662400            0
NEXT: 88           +6      1624.489348  RETURN   test_with_pymemtrace.py#  29 <listcomp>                         1146384384    -72278016
NEXT: 89           +1      1624.524619  C_CALL   test_with_pymemtrace.py#  30 perf_counter                       1062498304    -83886080
PREV: 91           +2      1624.524629  C_CALL   test_with_pymemtrace.py#  31 new_list_list_bool                 1062498304            0
NEXT: 92           +3      1625.367975  C_RETURN test_with_pymemtrace.py#  31 new_list_list_bool                 1225576448    163078144
PREV: 97           +5      1625.392686  CALL     test_with_pymemtrace.py#  29 <listcomp>                         1225576448            0
NEXT: 98           +6      1625.822733  RETURN   test_with_pymemtrace.py#  29 <listcomp>                         1146384384    -79192064
NEXT: 99           +1      1625.861039  C_CALL   test_with_pymemtrace.py#  30 perf_counter                       1062498304    -83886080
PREV: 101          +2      1625.861054  C_CALL   test_with_pymemtrace.py#  31 new_list_list_bool                 1062498304            0
