      Event        dEvent  Clock        What     File                                                                            #line Function                                  RSS         dRSS
NEXT: 0            +0      2870.419252  C_CALL   test_with_pymemtrace.py# 397 new_dict_from_std_unordered_map_bytes_bytes    575172608    575172608
NEXT: 1            +1      2870.419274  C_RETURN test_with_pymemtrace.py# 397 new_dict_from_std_unordered_map_bytes_bytes    575180800         8192
PREV: 132662       +132661 2870.765656  C_CALL   test_with_pymemtrace.py# 397 new_dict_from_std_unordered_map_bytes_bytes    575180800            0
NEXT: 132663       +132662 2870.765684  C_RETURN test_with_pymemtrace.py# 397 new_dict_from_std_unordered_map_bytes_bytes    575184896         4096
PREV: 132700       +37     2870.765806  C_CALL   test_with_pymemtrace.py# 397 new_dict_from_std_unordered_map_bytes_bytes    575184896            0
NEXT: 132701       +38     2870.765828  C_RETURN test_with_pymemtrace.py# 397 new_dict_from_std_unordered_map_bytes_bytes    575193088         8192
PREV: 354124       +221423 2871.331140  C_CALL   test_with_pymemtrace.py# 397 new_dict_from_std_unordered_map_bytes_bytes    575193088            0
NEXT: 354125       +221424 2871.331163  C_RETURN test_with_pymemtrace.py# 397 new_dict_from_std_unordered_map_bytes_bytes    575197184         4096
PREV: 5706122      +5351997 2885.339863  C_CALL   test_with_pymemtrace.py# 397 new_dict_from_std_unordered_map_bytes_bytes    575197184            0
NEXT: 5706123      +5351998 2885.339946  C_RETURN test_with_pymemtrace.py# 397 new_dict_from_std_unordered_map_bytes_bytes    575205376         8192
PREV: 5708472      +2349   2885.346609  C_CALL   test_with_pymemtrace.py# 397 new_dict_from_std_unordered_map_bytes_bytes    575205376            0
NEXT: 5708473      +2350   2885.346664  C_RETURN test_with_pymemtrace.py# 397 new_dict_from_std_unordered_map_bytes_bytes    575213568         8192
PREV: 5708928      +455    2885.348009  C_CALL   test_with_pymemtrace.py# 397 new_dict_from_std_unordered_map_bytes_bytes    575213568            0
NEXT: 5708929      +456    2885.348058  C_RETURN test_with_pymemtrace.py# 397 new_dict_from_std_unordered_map_bytes_bytes    575217664         4096
PREV: 5709042      +113    2885.348495  C_CALL   test_with_pymemtrace.py# 397 new_dict_from_std_unordered_map_bytes_bytes    575217664            0
NEXT: 5709043      +114    2885.348542  C_RETURN test_with_pymemtrace.py# 397 new_dict_from_std_unordered_map_bytes_bytes    575225856         8192
