      Event        dEvent  Clock        What     File                                                                            #line Function                                  RSS         dRSS
NEXT: 0            +0      1668.466254  CALL     /Users/paulross/CLionProjects/PythonCppHomogeneousContainers/tests/unit/test_with_pymemtrace.py#  64 _test_new_list_double              1426124800   1426124800
PREV: 35           +35     1668.466344  CALL     /Users/paulross/pyenvs/cPyCppContainers_3.8/lib/python3.8/site-packages/psutil/_psosx.py# 346 wrapper                            1426124800            0
NEXT: 36           +36     1668.466354  CALL     /Users/paulross/pyenvs/cPyCppContainers_3.8/lib/python3.8/site-packages/psutil/_common.py# 498 wrapper                            1426128896         4096
PREV: 57           +21     1668.466404  CALL     /Users/paulross/CLionProjects/PythonCppHomogeneousContainers/tests/unit/test_with_pymemtrace.py#  71 <listcomp>                         1426128896            0
NEXT: 58           +22     1669.862067  RETURN   /Users/paulross/CLionProjects/PythonCppHomogeneousContainers/tests/unit/test_with_pymemtrace.py#  71 <listcomp>                         1623449600    197320704
PREV: 61           +3      1669.862092  C_CALL   /Users/paulross/CLionProjects/PythonCppHomogeneousContainers/tests/unit/test_with_pymemtrace.py#  73 new_list_vector_float              1623449600            0
NEXT: 62           +4      1670.305226  C_RETURN /Users/paulross/CLionProjects/PythonCppHomogeneousContainers/tests/unit/test_with_pymemtrace.py#  73 new_list_vector_float              2211614720    588165120
NEXT: 63           +1      1670.401076  C_CALL   /Users/paulross/CLionProjects/PythonCppHomogeneousContainers/tests/unit/test_with_pymemtrace.py#  74 perf_counter                       2211631104        16384
PREV: 67           +4      1670.401119  CALL     /Users/paulross/CLionProjects/PythonCppHomogeneousContainers/tests/unit/test_with_pymemtrace.py#  71 <listcomp>                         2211631104            0
NEXT: 68           +5      1671.676568  RETURN   /Users/paulross/CLionProjects/PythonCppHomogeneousContainers/tests/unit/test_with_pymemtrace.py#  71 <listcomp>                         2157916160    -53714944
NEXT: 69           +1      1671.788075  C_CALL   /Users/paulross/CLionProjects/PythonCppHomogeneousContainers/tests/unit/test_with_pymemtrace.py#  72 perf_counter                       2074030080    -83886080
PREV: 71           +2      1671.788088  C_CALL   /Users/paulross/CLionProjects/PythonCppHomogeneousContainers/tests/unit/test_with_pymemtrace.py#  73 new_list_vector_float              2074030080            0
NEXT: 72           +3      1672.192986  C_RETURN /Users/paulross/CLionProjects/PythonCppHomogeneousContainers/tests/unit/test_with_pymemtrace.py#  73 new_list_vector_float              2446540800    372510720
NEXT: 73           +1      1672.297315  C_CALL   /Users/paulross/CLionProjects/PythonCppHomogeneousContainers/tests/unit/test_with_pymemtrace.py#  74 perf_counter                       2446548992         8192
PREV: 77           +4      1672.297342  CALL     /Users/paulross/CLionProjects/PythonCppHomogeneousContainers/tests/unit/test_with_pymemtrace.py#  71 <listcomp>                         2446548992            0
NEXT: 78           +5      1673.554931  RETURN   /Users/paulross/CLionProjects/PythonCppHomogeneousContainers/tests/unit/test_with_pymemtrace.py#  71 <listcomp>                         2366988288    -79560704
NEXT: 79           +1      1673.666732  C_CALL   /Users/paulross/CLionProjects/PythonCppHomogeneousContainers/tests/unit/test_with_pymemtrace.py#  72 perf_counter                       2290708480    -76279808
PREV: 81           +2      1673.666745  C_CALL   /Users/paulross/CLionProjects/PythonCppHomogeneousContainers/tests/unit/test_with_pymemtrace.py#  73 new_list_vector_float              2290708480            0
NEXT: 82           +3      1673.996594  C_RETURN /Users/paulross/CLionProjects/PythonCppHomogeneousContainers/tests/unit/test_with_pymemtrace.py#  73 new_list_vector_float              2455683072    164974592
PREV: 87           +5      1674.109140  CALL     /Users/paulross/CLionProjects/PythonCppHomogeneousContainers/tests/unit/test_with_pymemtrace.py#  71 <listcomp>                         2455683072            0
NEXT: 88           +6      1675.399748  RETURN   /Users/paulross/CLionProjects/PythonCppHomogeneousContainers/tests/unit/test_with_pymemtrace.py#  71 <listcomp>                         2383912960    -71770112
NEXT: 89           +1      1675.512410  C_CALL   /Users/paulross/CLionProjects/PythonCppHomogeneousContainers/tests/unit/test_with_pymemtrace.py#  72 perf_counter                       2307633152    -76279808
PREV: 91           +2      1675.512424  C_CALL   /Users/paulross/CLionProjects/PythonCppHomogeneousContainers/tests/unit/test_with_pymemtrace.py#  73 new_list_vector_float              2307633152            0
NEXT: 92           +3      1675.828640  C_RETURN /Users/paulross/CLionProjects/PythonCppHomogeneousContainers/tests/unit/test_with_pymemtrace.py#  73 new_list_vector_float              2564808704    257175552
NEXT: 93           +1      1675.937706  C_CALL   /Users/paulross/CLionProjects/PythonCppHomogeneousContainers/tests/unit/test_with_pymemtrace.py#  74 perf_counter                       2564812800         4096
