      Event        dEvent  Clock        What     File                                                                            #line Function                                  RSS         dRSS
NEXT: 0            +0      2618.666322  C_CALL   test_with_pymemtrace.py# 324 new_list_vector_bytes               363757568    363757568
NEXT: 1            +1      2618.666335  C_RETURN test_with_pymemtrace.py# 324 new_list_vector_bytes               363761664         4096
NEXT: 2            +1      2618.666633  C_CALL   test_with_pymemtrace.py# 324 new_list_vector_bytes               355373056     -8388608
PREV: 44110        +44108  2618.745105  C_CALL   test_with_pymemtrace.py# 324 new_list_vector_bytes               355373056            0
NEXT: 44111        +44109  2618.745123  C_RETURN test_with_pymemtrace.py# 324 new_list_vector_bytes               355377152         4096
NEXT: 44112        +1      2618.745502  C_CALL   test_with_pymemtrace.py# 324 new_list_vector_bytes               346988544     -8388608
PREV: 49310        +5198   2618.755089  C_CALL   test_with_pymemtrace.py# 324 new_list_vector_bytes               346988544            0
NEXT: 49311        +5199   2618.755104  C_RETURN test_with_pymemtrace.py# 324 new_list_vector_bytes               346996736         8192
NEXT: 49312        +1      2618.755421  C_CALL   test_with_pymemtrace.py# 324 new_list_vector_bytes               338608128     -8388608
PREV: 206078       +156766 2619.055204  C_CALL   test_with_pymemtrace.py# 324 new_list_vector_bytes               338608128            0
NEXT: 206079       +156767 2619.055246  C_RETURN test_with_pymemtrace.py# 324 new_list_vector_bytes               338612224         4096
PREV: 206152       +73     2619.055623  C_CALL   test_with_pymemtrace.py# 324 new_list_vector_bytes               338612224            0
NEXT: 206153       +74     2619.055649  C_RETURN test_with_pymemtrace.py# 324 new_list_vector_bytes               338620416         8192
PREV: 206212       +59     2619.055801  C_CALL   test_with_pymemtrace.py# 324 new_list_vector_bytes               338620416            0
NEXT: 206213       +60     2619.055842  C_RETURN test_with_pymemtrace.py# 324 new_list_vector_bytes               338628608         8192
PREV: 366844       +160631 2619.397840  C_CALL   test_with_pymemtrace.py# 324 new_list_vector_bytes               338628608            0
NEXT: 366845       +160632 2619.397872  C_RETURN test_with_pymemtrace.py# 324 new_list_vector_bytes               338636800         8192
NEXT: 366846       +1      2619.398286  C_CALL   test_with_pymemtrace.py# 324 new_list_vector_bytes               330248192     -8388608
PREV: 1651971      +1285125 2622.136752  C_RETURN test_with_pymemtrace.py# 324 new_list_vector_bytes               330248192            0
NEXT: 1651972      +1285126 2622.136830  C_CALL   test_with_pymemtrace.py# 324 new_list_vector_bytes               330256384         8192
PREV: 4289342      +2637370 2627.515055  C_CALL   test_with_pymemtrace.py# 324 new_list_vector_bytes               330256384            0
NEXT: 4289343      +2637371 2627.515093  C_RETURN test_with_pymemtrace.py# 324 new_list_vector_bytes               330264576         8192
PREV: 20000000     +15710657 2661.489709  C_CALL   test_with_pymemtrace.py# 326 collect                             330264576            0
NEXT: 20000001     +15710658 2661.499790  C_RETURN test_with_pymemtrace.py# 326 collect                             330293248        28672
