      Event        dEvent  Clock        What     File                                                                            #line Function                                  RSS         dRSS
NEXT: 0            +0      1688.953451  CALL     test_with_pymemtrace.py#  64 _test_new_list_double              2805555200   2805555200
PREV: 57           +57     1688.953603  CALL     test_with_pymemtrace.py#  71 <listcomp>                         2805555200            0
NEXT: 58           +58     1690.252114  RETURN   test_with_pymemtrace.py#  71 <listcomp>                         2724016128    -81539072
PREV: 61           +3      1690.252136  C_CALL   test_with_pymemtrace.py#  73 new_list_list_float                2724016128            0
NEXT: 62           +4      1691.161910  C_RETURN test_with_pymemtrace.py#  73 new_list_list_float                2805542912     81526784
PREV: 67           +5      1691.265608  CALL     test_with_pymemtrace.py#  71 <listcomp>                         2805542912            0
NEXT: 68           +6      1692.567101  RETURN   test_with_pymemtrace.py#  71 <listcomp>                         2715963392    -89579520
NEXT: 69           +1      1692.685282  C_CALL   test_with_pymemtrace.py#  72 perf_counter                       2632077312    -83886080
PREV: 71           +2      1692.685305  C_CALL   test_with_pymemtrace.py#  73 new_list_list_float                2632077312            0
NEXT: 72           +3      1694.281412  C_RETURN test_with_pymemtrace.py#  73 new_list_list_float                2801442816    169365504
PREV: 77           +5      1694.426423  CALL     test_with_pymemtrace.py#  71 <listcomp>                         2801442816            0
NEXT: 78           +6      1695.877463  RETURN   test_with_pymemtrace.py#  71 <listcomp>                         2712809472    -88633344
NEXT: 79           +1      1695.990883  C_CALL   test_with_pymemtrace.py#  72 perf_counter                       2636640256    -76169216
PREV: 81           +2      1695.990897  C_CALL   test_with_pymemtrace.py#  73 new_list_list_float                2636640256            0
NEXT: 82           +3      1696.942960  C_RETURN test_with_pymemtrace.py#  73 new_list_list_float                2802053120    165412864
PREV: 87           +5      1697.043288  CALL     test_with_pymemtrace.py#  71 <listcomp>                         2802053120            0
NEXT: 88           +6      1698.334962  RETURN   test_with_pymemtrace.py#  71 <listcomp>                         2715389952    -86663168
NEXT: 89           +1      1698.450944  C_CALL   test_with_pymemtrace.py#  72 perf_counter                       2631503872    -83886080
PREV: 91           +2      1698.450958  C_CALL   test_with_pymemtrace.py#  73 new_list_list_float                2631503872            0
NEXT: 92           +3      1699.392927  C_RETURN test_with_pymemtrace.py#  73 new_list_list_float                2803335168    171831296
PREV: 97           +5      1699.495324  CALL     test_with_pymemtrace.py#  71 <listcomp>                         2803335168            0
NEXT: 98           +6      1700.794580  RETURN   test_with_pymemtrace.py#  71 <listcomp>                         2704617472    -98717696
NEXT: 99           +1      1700.914953  C_CALL   test_with_pymemtrace.py#  72 perf_counter                       2628333568    -76283904
PREV: 101          +2      1700.914967  C_CALL   test_with_pymemtrace.py#  73 new_list_list_float                2628333568            0
NEXT: 102          +3      1701.853846  C_RETURN test_with_pymemtrace.py#  73 new_list_list_float                2794156032    165822464
PREV: 107          +5      1701.961763  CALL     test_with_pymemtrace.py#  71 <listcomp>                         2794156032            0
NEXT: 108          +6      1703.254979  RETURN   test_with_pymemtrace.py#  71 <listcomp>                         2706190336    -87965696
NEXT: 109          +1      1703.357678  C_CALL   test_with_pymemtrace.py#  72 perf_counter                       2622304256    -83886080
PREV: 111          +2      1703.357692  C_CALL   test_with_pymemtrace.py#  73 new_list_list_float                2622304256            0
NEXT: 112          +3      1704.310771  C_RETURN test_with_pymemtrace.py#  73 new_list_list_float                2787717120    165412864
PREV: 117          +5      1704.414003  CALL     test_with_pymemtrace.py#  71 <listcomp>                         2787717120            0
NEXT: 118          +6      1705.681915  RETURN   test_with_pymemtrace.py#  71 <listcomp>                         2698960896    -88756224
NEXT: 119          +1      1705.804449  C_CALL   test_with_pymemtrace.py#  72 perf_counter                       2615074816    -83886080
PREV: 121          +2      1705.804463  C_CALL   test_with_pymemtrace.py#  73 new_list_list_float                2615074816            0
NEXT: 122          +3      1706.743037  C_RETURN test_with_pymemtrace.py#  73 new_list_list_float                2794803200    179728384
PREV: 127          +5      1706.850981  CALL     test_with_pymemtrace.py#  71 <listcomp>                         2794803200            0
NEXT: 128          +6      1708.342999  RETURN   test_with_pymemtrace.py#  71 <listcomp>                         2699956224    -94846976
NEXT: 129          +1      1708.563300  C_CALL   test_with_pymemtrace.py#  72 perf_counter                       2623676416    -76279808
PREV: 131          +2      1708.563331  C_CALL   test_with_pymemtrace.py#  73 new_list_list_float                2623676416            0
NEXT: 132          +3      1710.316091  C_RETURN test_with_pymemtrace.py#  73 new_list_list_float                2796109824    172433408
PREV: 137          +5      1710.453194  CALL     test_with_pymemtrace.py#  71 <listcomp>                         2796109824            0
NEXT: 138          +6      1711.737079  RETURN   test_with_pymemtrace.py#  71 <listcomp>                         2710962176    -85147648
NEXT: 139          +1      1711.842744  C_CALL   test_with_pymemtrace.py#  72 perf_counter                       2630488064    -80474112
PREV: 141          +2      1711.842757  C_CALL   test_with_pymemtrace.py#  73 new_list_list_float                2630488064            0
NEXT: 142          +3      1712.789520  C_RETURN test_with_pymemtrace.py#  73 new_list_list_float                2795900928    165412864
PREV: 147          +5      1712.887885  CALL     test_with_pymemtrace.py#  71 <listcomp>                         2795900928            0
NEXT: 148          +6      1714.183080  RETURN   test_with_pymemtrace.py#  71 <listcomp>                         2712334336    -83566592
NEXT: 149          +1      1714.302273  C_CALL   test_with_pymemtrace.py#  72 perf_counter                       2631020544    -81313792
PREV: 151          +2      1714.302288  C_CALL   test_with_pymemtrace.py#  73 new_list_list_float                2631020544            0
NEXT: 152          +3      1715.296193  C_RETURN test_with_pymemtrace.py#  73 new_list_list_float                2794872832    163852288
