      Event        dEvent  Clock        What     File                                                                            #line Function                                  RSS         dRSS
NEXT: 0            +0      1645.420286  CALL     test_with_pymemtrace.py#  22 _test_new_list_bool                 358576128    358576128
NEXT: 1            +1      1645.420344  CALL     cPyCppContainers_3.8/lib/python3.8/site-packages/psutil/__init__.py# 318 __init__                            358600704        24576
PREV: 5            +4      1645.420361  CALL     /Library/Frameworks/Python.framework/Versions/3.8/lib/python3.8/threading.py    #  81 RLock                               358600704            0
NEXT: 6            +5      1645.420364  RETURN   /Library/Frameworks/Python.framework/Versions/3.8/lib/python3.8/threading.py    #  92 RLock                               358608896         8192
PREV: 35           +29     1645.420432  CALL     cPyCppContainers_3.8/lib/python3.8/site-packages/psutil/_psosx.py# 346 wrapper                             358608896            0
NEXT: 36           +30     1645.420437  CALL     cPyCppContainers_3.8/lib/python3.8/site-packages/psutil/_common.py# 498 wrapper                             358612992         4096
PREV: 47           +11     1645.420481  CALL     <string>                                                                        #   1 __new__                             358612992            0
NEXT: 48           +12     1645.420486  C_CALL   <string>                                                                        #   1 __new__                             358621184         8192
PREV: 57           +9      1645.420519  CALL     test_with_pymemtrace.py#  29 <listcomp>                          358621184            0
NEXT: 58           +10     1645.769940  RETURN   test_with_pymemtrace.py#  29 <listcomp>                          307073024    -51548160
PREV: 61           +3      1645.769969  C_CALL   test_with_pymemtrace.py#  31 new_list_vector_bool                307073024            0
NEXT: 62           +4      1645.976438  C_RETURN test_with_pymemtrace.py#  31 new_list_vector_bool                472616960    165543936
PREV: 67           +5      1646.009992  CALL     test_with_pymemtrace.py#  29 <listcomp>                          472616960            0
NEXT: 68           +6      1646.407841  RETURN   test_with_pymemtrace.py#  29 <listcomp>                          356880384   -115736576
NEXT: 69           +1      1646.448345  C_CALL   test_with_pymemtrace.py#  30 perf_counter                        272994304    -83886080
PREV: 71           +2      1646.448358  C_CALL   test_with_pymemtrace.py#  31 new_list_vector_bool                272994304            0
NEXT: 72           +3      1646.650971  C_RETURN test_with_pymemtrace.py#  31 new_list_vector_bool                438407168    165412864
PREV: 77           +5      1646.682712  CALL     test_with_pymemtrace.py#  29 <listcomp>                          438407168            0
NEXT: 78           +6      1647.070809  RETURN   test_with_pymemtrace.py#  29 <listcomp>                          364617728    -73789440
NEXT: 79           +1      1647.108881  C_CALL   test_with_pymemtrace.py#  30 perf_counter                        280731648    -83886080
PREV: 81           +2      1647.108970  C_CALL   test_with_pymemtrace.py#  31 new_list_vector_bool                280731648            0
NEXT: 82           +3      1647.292099  C_RETURN test_with_pymemtrace.py#  31 new_list_vector_bool                447193088    166461440
PREV: 87           +5      1647.318712  CALL     test_with_pymemtrace.py#  29 <listcomp>                          447193088            0
NEXT: 88           +6      1647.696184  RETURN   test_with_pymemtrace.py#  29 <listcomp>                          358313984    -88879104
NEXT: 89           +1      1647.740738  C_CALL   test_with_pymemtrace.py#  30 perf_counter                        281899008    -76414976
PREV: 91           +2      1647.740753  C_CALL   test_with_pymemtrace.py#  31 new_list_vector_bool                281899008            0
