      Event        dEvent  Clock        What     File                                                                            #line Function                                  RSS         dRSS
NEXT: 0            +0      2661.500796  C_CALL   test_with_pymemtrace.py# 356 new_set_bytes                       330301440    330301440
NEXT: 1            +1      2661.500839  C_RETURN test_with_pymemtrace.py# 356 new_set_bytes                       330321920        20480
PREV: 21650        +21649  2661.553966  C_CALL   test_with_pymemtrace.py# 356 new_set_bytes                       330321920            0
NEXT: 21651        +21650  2661.554014  C_RETURN test_with_pymemtrace.py# 356 new_set_bytes                       330342400        20480
PREV: 23668        +2017   2661.559007  C_CALL   test_with_pymemtrace.py# 356 new_set_bytes                       330342400            0
NEXT: 23669        +2018   2661.559041  C_RETURN test_with_pymemtrace.py# 356 new_set_bytes                       330362880        20480
PREV: 24820        +1151   2661.561883  C_CALL   test_with_pymemtrace.py# 356 new_set_bytes                       330362880            0
NEXT: 24821        +1152   2661.561909  C_RETURN test_with_pymemtrace.py# 356 new_set_bytes                       330379264        16384
PREV: 4380730      +4355909 2673.201105  C_CALL   test_with_pymemtrace.py# 356 new_set_bytes                       330379264            0
NEXT: 4380731      +4355910 2673.201208  C_RETURN test_with_pymemtrace.py# 356 new_set_bytes                       330391552        12288
PREV: 4380732      +1      2673.201230  C_CALL   test_with_pymemtrace.py# 356 new_set_bytes                       330391552            0
NEXT: 4380733      +2      2673.201247  C_RETURN test_with_pymemtrace.py# 356 new_set_bytes                       330395648         4096
PREV: 4380848      +115    2673.201855  C_CALL   test_with_pymemtrace.py# 356 new_set_bytes                       330395648            0
NEXT: 4380849      +116    2673.201885  C_RETURN test_with_pymemtrace.py# 356 new_set_bytes                       330399744         4096
PREV: 4381076      +227    2673.203069  C_CALL   test_with_pymemtrace.py# 356 new_set_bytes                       330399744            0
NEXT: 4381077      +228    2673.203101  C_RETURN test_with_pymemtrace.py# 356 new_set_bytes                       330407936         8192
PREV: 4381586      +509    2673.205522  C_CALL   test_with_pymemtrace.py# 356 new_set_bytes                       330407936            0
NEXT: 4381587      +510    2673.205576  C_RETURN test_with_pymemtrace.py# 356 new_set_bytes                       330412032         4096
PREV: 4381830      +243    2673.206707  C_CALL   test_with_pymemtrace.py# 356 new_set_bytes                       330412032            0
NEXT: 4381831      +244    2673.206914  C_RETURN test_with_pymemtrace.py# 356 new_set_bytes                       330416128         4096
PREV: 20000000     +15618169 2715.125806  C_CALL   test_with_pymemtrace.py# 358 collect                             330416128            0
NEXT: 20000001     +15618170 2715.136524  C_RETURN test_with_pymemtrace.py# 358 collect                             330420224         4096
