      Event        dEvent  Clock        What     File                                                                            #line Function                                  RSS         dRSS
NEXT: 0            +0      2715.137485  C_CALL   /Users/paulross/CLionProjects/PythonCppHomogeneousContainers/tests/unit/test_with_pymemtrace.py# 397 new_dict_from_std_unordered_map_bytes_bytes    330432512    330432512
NEXT: 1            +1      2715.137514  C_RETURN /Users/paulross/CLionProjects/PythonCppHomogeneousContainers/tests/unit/test_with_pymemtrace.py# 397 new_dict_from_std_unordered_map_bytes_bytes    330440704         8192
PREV: 17418        +17417  2715.183116  C_CALL   /Users/paulross/CLionProjects/PythonCppHomogeneousContainers/tests/unit/test_with_pymemtrace.py# 397 new_dict_from_std_unordered_map_bytes_bytes    330440704            0
NEXT: 17419        +17418  2715.183135  C_RETURN /Users/paulross/CLionProjects/PythonCppHomogeneousContainers/tests/unit/test_with_pymemtrace.py# 397 new_dict_from_std_unordered_map_bytes_bytes    330444800         4096
PREV: 17910        +491    2715.184434  C_CALL   /Users/paulross/CLionProjects/PythonCppHomogeneousContainers/tests/unit/test_with_pymemtrace.py# 397 new_dict_from_std_unordered_map_bytes_bytes    330444800            0
NEXT: 17911        +492    2715.184452  C_RETURN /Users/paulross/CLionProjects/PythonCppHomogeneousContainers/tests/unit/test_with_pymemtrace.py# 397 new_dict_from_std_unordered_map_bytes_bytes    330452992         8192
PREV: 250726       +232815 2715.793140  C_CALL   /Users/paulross/CLionProjects/PythonCppHomogeneousContainers/tests/unit/test_with_pymemtrace.py# 397 new_dict_from_std_unordered_map_bytes_bytes    330452992            0
NEXT: 250727       +232816 2715.793167  C_RETURN /Users/paulross/CLionProjects/PythonCppHomogeneousContainers/tests/unit/test_with_pymemtrace.py# 397 new_dict_from_std_unordered_map_bytes_bytes    330461184         8192
PREV: 1460126      +1209399 2719.282300  C_CALL   /Users/paulross/CLionProjects/PythonCppHomogeneousContainers/tests/unit/test_with_pymemtrace.py# 397 new_dict_from_std_unordered_map_bytes_bytes    330461184            0
NEXT: 1460127      +1209400 2719.282338  C_RETURN /Users/paulross/CLionProjects/PythonCppHomogeneousContainers/tests/unit/test_with_pymemtrace.py# 397 new_dict_from_std_unordered_map_bytes_bytes    330465280         4096
PREV: 1464198      +4071   2719.295211  C_CALL   /Users/paulross/CLionProjects/PythonCppHomogeneousContainers/tests/unit/test_with_pymemtrace.py# 397 new_dict_from_std_unordered_map_bytes_bytes    330465280            0
NEXT: 1464199      +4072   2719.295246  C_RETURN /Users/paulross/CLionProjects/PythonCppHomogeneousContainers/tests/unit/test_with_pymemtrace.py# 397 new_dict_from_std_unordered_map_bytes_bytes    330469376         4096
PREV: 1464258      +59     2719.295589  C_CALL   /Users/paulross/CLionProjects/PythonCppHomogeneousContainers/tests/unit/test_with_pymemtrace.py# 397 new_dict_from_std_unordered_map_bytes_bytes    330469376            0
NEXT: 1464259      +60     2719.295633  C_RETURN /Users/paulross/CLionProjects/PythonCppHomogeneousContainers/tests/unit/test_with_pymemtrace.py# 397 new_dict_from_std_unordered_map_bytes_bytes    330473472         4096
PREV: 1466728      +2469   2719.303541  C_CALL   /Users/paulross/CLionProjects/PythonCppHomogeneousContainers/tests/unit/test_with_pymemtrace.py# 397 new_dict_from_std_unordered_map_bytes_bytes    330473472            0
NEXT: 1466729      +2470   2719.303575  C_RETURN /Users/paulross/CLionProjects/PythonCppHomogeneousContainers/tests/unit/test_with_pymemtrace.py# 397 new_dict_from_std_unordered_map_bytes_bytes    330477568         4096
