/Users/engun/CLionProjects/PythonCppHomogeneousContainers/cmake-build-release/PythonCppHomogeneousContainers
Hello, World!
RSS(Mb): was:      5.230 now:    182.867 diff:   +177.637 Peak was:      5.230 now:   8191.242 diff:  +8186.012 test_perf_py_tuple_string_to_vector
====RSS(Mb): was:      5.230 now:    182.895 diff:   +177.664 Peak was:      5.230 now:   8191.242 diff:  +8186.012 ==== test_performance.cpp
Number of tests: 200
REGEX_HEAD: "HEAD:\s+(\S+)\s+(\S+)\s+(\S+)\s+(\S+)\s+(\S+)\s+(\S+)\s+(\S+)"
REGEX_TEST: "TEST:\s+(\d+)\s+(\d+)\s+([0-9+-.]+)\s+([0-9+-.]+)\s+(\d+)\s+([0-9+-.]+)\s+(\S+)"
REGEX_TAIL: "TAIL:\s+(.+)"
HEAD: Fail   Scale  Repeat         Time(s)     Std.Dev.(s)         Min.(s)         Max.(s)     Count      Rate(/s) Name
TEST:    0    1024       1     0.001230893             N/A             N/A             N/A         1         812.4 test_py_tuple_string_to_vector<std::string[4096]>():[1024]
TEST:    0    2048       1     0.001476904             N/A             N/A             N/A         1         677.1 test_py_tuple_string_to_vector<std::string[4096]>():[2048]
TEST:    0    4096       1     0.002525909             N/A             N/A             N/A         1         395.9 test_py_tuple_string_to_vector<std::string[4096]>():[4096]
TEST:    0    8192       1     0.008628267             N/A             N/A             N/A         1         115.9 test_py_tuple_string_to_vector<std::string[4096]>():[8192]
TEST:    0   16384       1     0.024849073             N/A             N/A             N/A         1          40.2 test_py_tuple_string_to_vector<std::string[4096]>():[16384]
TEST:    0   32768       1     0.068575748             N/A             N/A             N/A         1          14.6 test_py_tuple_string_to_vector<std::string[4096]>():[32768]
TEST:    0   65536       1     0.133775398             N/A             N/A             N/A         1           7.5 test_py_tuple_string_to_vector<std::string[4096]>():[65536]
TEST:    0  131072       1     0.295528530             N/A             N/A             N/A         1           3.4 test_py_tuple_string_to_vector<std::string[4096]>():[131072]
TEST:    0  262144       1     0.620252258             N/A             N/A             N/A         1           1.6 test_py_tuple_string_to_vector<std::string[4096]>():[262144]
TEST:    0  524288       1     1.246181710             N/A             N/A             N/A         1           0.8 test_py_tuple_string_to_vector<std::string[4096]>():[524288]
TEST:    0 1048576       1     4.604623227             N/A             N/A             N/A         1           0.2 test_py_tuple_string_to_vector<std::string[4096]>():[1048576]
TAIL: Passed=200/200 Failed=0/200

Count of unique strings: 0
====RSS(Mb): was:      5.227 now:    163.312 diff:   +158.086 Peak was:      5.227 now:   8191.242 diff:  +8186.016 main.cpp
Total execution time: 49.5 (s)
Bye, bye!

Process finished with exit code 0
