# RSS was 138,039,296 now 193,826,816 diff: +55,787,520
# test_new_list_vector_bytes() Byte length 16
# Size            Count              Min             Mean           Median         Std.Dev.              Max      Max/Min  Min/Size e9
#$1             $2                  $3              $4              $5              $6                  $7          $8          $9
Size            Count              Min             Mean           Median         Std.Dev.              Max      Max/Min  Min/Size e9
2                   5      0.000000500      0.000001500      0.000000541      0.000002190      0.000005417       10.835        250.0
4                   5      0.000000708      0.000000792      0.000000708      0.000000186      0.000001125        1.589        177.0
8                   5      0.000001083      0.000002425      0.000001125      0.000002954      0.000007709        7.118        135.4
16                  5      0.000001833      0.000002341      0.000001833      0.000001137      0.000004375        2.387        114.6
32                  5      0.000003292      0.000004133      0.000003334      0.000001766      0.000007291        2.215        102.9
64                  5      0.000006041      0.000006242      0.000006083      0.000000401      0.000006958        1.152         94.4
128                 5      0.000012083      0.000012508      0.000012083      0.000000882      0.000014083        1.166         94.4
256                 5      0.000023750      0.000024175      0.000023791      0.000000904      0.000025792        1.086         92.8
512                 5      0.000046666      0.000047008      0.000046708      0.000000718      0.000048292        1.035         91.1
1024                5      0.000092583      0.000093091      0.000092625      0.000001021      0.000094916        1.025         90.4
2048                5      0.000186292      0.000189567      0.000187166      0.000005381      0.000199042        1.068         91.0
4096                5      0.000372584      0.000378192      0.000374417      0.000009942      0.000395875        1.063         91.0
8192                5      0.000754167      0.000761209      0.000754667      0.000014958      0.000787959        1.045         92.1
16384               5      0.001495209      0.001510041      0.001499041      0.000018476      0.001533833        1.026         91.3
32768               5      0.002996875      0.003017067      0.003000708      0.000033803      0.003076208        1.026         91.5
65536               5      0.006222583      0.006272775      0.006234791      0.000088284      0.006430125        1.033         94.9
131072              5      0.013362375      0.013405467      0.013394167      0.000045267      0.013479833        1.009        101.9
262144              5      0.028136167      0.029425158      0.029074459      0.001489344      0.031978958        1.137        107.3
524288              5      0.057880333      0.058602408      0.058016000      0.001304400      0.060920958        1.053        110.4
1048576             5      0.118477417      0.131943558      0.122541083      0.024046536      0.174762458        1.475        113.0
