# RSS was 138,039,296 now 322,031,616 diff: +183,992,320
# test_new_list_vector_bytes() Byte length 128
# Size            Count              Min             Mean           Median         Std.Dev.              Max      Max/Min  Min/Size e9
#$1             $2                  $3              $4              $5              $6                  $7          $8          $9
Size            Count              Min             Mean           Median         Std.Dev.              Max      Max/Min  Min/Size e9
2                   5      0.000000500      0.000002741      0.000000541      0.000004897      0.000011500       23.001        250.0
4                   5      0.000000666      0.000001183      0.000000709      0.000001040      0.000003042        4.567        166.5
8                   5      0.000001083      0.000001642      0.000001333      0.000000905      0.000003250        3.001        135.4
16                  5      0.000001916      0.000002217      0.000002000      0.000000533      0.000003166        1.652        119.8
32                  5      0.000003458      0.000003850      0.000003500      0.000000830      0.000005334        1.543        108.1
64                  5      0.000006542      0.000007092      0.000006666      0.000001002      0.000008875        1.357        102.2
128                 5      0.000012458      0.000013983      0.000013209      0.000001846      0.000016625        1.334         97.3
256                 5      0.000025042      0.000026342      0.000025166      0.000001754      0.000028875        1.153         97.8
512                 5      0.000050958      0.000052592      0.000051000      0.000002547      0.000056792        1.114         99.5
1024                5      0.000102291      0.000107808      0.000105708      0.000006320      0.000117875        1.152         99.9
2048                5      0.000203875      0.000235658      0.000204833      0.000068862      0.000358833        1.760         99.5
4096                5      0.000409041      0.000426000      0.000413083      0.000030804      0.000481000        1.176         99.9
8192                5      0.000813292      0.000856258      0.000828917      0.000068245      0.000975292        1.199         99.3
16384               5      0.001625541      0.001717341      0.001678042      0.000136280      0.001955708        1.203         99.2
32768               5      0.003968083      0.004479858      0.004619167      0.000401948      0.004845084        1.221        121.1
65536               5      0.009383875      0.010542608      0.010442000      0.000921346      0.011966667        1.275        143.2
131072              5      0.021321667      0.021702392      0.021446917      0.000626033      0.022810416        1.070        162.7
262144              5      0.044047000      0.044176300      0.044101042      0.000152993      0.044412666        1.008        168.0
524288              5      0.089901250      0.094749700      0.092717166      0.007332148      0.107594917        1.197        171.5
1048576             5      0.182044125      0.189694325      0.182625958      0.014629208      0.215736500        1.185        173.6
