/Users/engun/CLionProjects/PythonCppHomogeneousContainers/cmake-build-release/PythonCppHomogeneousContainers
Hello, World!
RSS(Mb): was:      5.227 now:    173.137 diff:   +167.910 Peak was:      5.227 now:   9187.414 diff:  +9182.188 test_perf_py_tuple_string_to_vector
====RSS(Mb): was:      5.227 now:    173.137 diff:   +167.910 Peak was:      5.227 now:   9187.414 diff:  +9182.188 ==== test_performance.cpp
Number of tests: 200
REGEX_HEAD: "HEAD:\s+(\S+)\s+(\S+)\s+(\S+)\s+(\S+)\s+(\S+)\s+(\S+)\s+(\S+)"
REGEX_TEST: "TEST:\s+(\d+)\s+(\d+)\s+([0-9+-.]+)\s+([0-9+-.]+)\s+(\d+)\s+([0-9+-.]+)\s+(\S+)"
REGEX_TAIL: "TAIL:\s+(.+)"
HEAD: Fail   Scale  Repeat         Time(s)     Std.Dev.(s)         Min.(s)         Max.(s)     Count      Rate(/s) Name
TEST:    0    1024       1     0.001421268             N/A             N/A             N/A         1         703.6 test_py_tuple_string_to_vector<std::string[4096]>():[1024]
TEST:    0    2048       1     0.001139824             N/A             N/A             N/A         1         877.3 test_py_tuple_string_to_vector<std::string[4096]>():[2048]
TEST:    0    4096       1     0.002412467             N/A             N/A             N/A         1         414.5 test_py_tuple_string_to_vector<std::string[4096]>():[4096]
TEST:    0    8192       1     0.006114451             N/A             N/A             N/A         1         163.5 test_py_tuple_string_to_vector<std::string[4096]>():[8192]
TEST:    0   16384       1     0.025138265             N/A             N/A             N/A         1          39.8 test_py_tuple_string_to_vector<std::string[4096]>():[16384]
TEST:    0   32768       1     0.058088043             N/A             N/A             N/A         1          17.2 test_py_tuple_string_to_vector<std::string[4096]>():[32768]
TEST:    0   65536       1     0.128392997             N/A             N/A             N/A         1           7.8 test_py_tuple_string_to_vector<std::string[4096]>():[65536]
TEST:    0  131072       1     0.265416565             N/A             N/A             N/A         1           3.8 test_py_tuple_string_to_vector<std::string[4096]>():[131072]
TEST:    0  262144       1     0.562739708             N/A             N/A             N/A         1           1.8 test_py_tuple_string_to_vector<std::string[4096]>():[262144]
TEST:    0  524288       1     1.195256567             N/A             N/A             N/A         1           0.8 test_py_tuple_string_to_vector<std::string[4096]>():[524288]
TEST:    0 1048576       1     3.261295668             N/A             N/A             N/A         1           0.3 test_py_tuple_string_to_vector<std::string[4096]>():[1048576]
TAIL: Passed=200/200 Failed=0/200

Count of unique strings: 0
====RSS(Mb): was:      5.223 now:    151.375 diff:   +146.152 Peak was:      5.223 now:   9187.414 diff:  +9182.191 main.cpp
Total execution time: 42.6 (s)
Bye, bye!

Process finished with exit code 0
