/Users/engun/CLionProjects/PythonCppHomogeneousContainers/cmake-build-release/PythonCppHomogeneousContainers
Hello, World!
RSS(Mb): was:      5.410 now:     21.488 diff:    +16.078 Peak was:      5.410 now:     21.488 diff:    +16.078 test_perf_vector_to_py_list_multiple<bool>
RSS(Mb): was:     21.488 now:     37.461 diff:    +15.973 Peak was:     21.488 now:     37.500 diff:    +16.012 test_perf_vector_to_py_list_multiple<long>
RSS(Mb): was:     37.461 now:     25.738 diff:    -11.723 Peak was:     37.500 now:     65.926 diff:    +28.426 test_perf_vector_to_py_list_multiple<double>
RSS(Mb): was:     25.738 now:     31.934 diff:     +6.195 Peak was:     65.926 now:     65.926 diff:     +0.000 test_perf_py_list_to_vector_multiple<bool>
RSS(Mb): was:     31.934 now:     25.777 diff:     -6.156 Peak was:     65.926 now:     65.926 diff:     +0.000 test_perf_py_list_to_vector_multiple<long>
RSS(Mb): was:     25.777 now:     25.824 diff:     +0.047 Peak was:     65.926 now:     65.926 diff:     +0.000 test_perf_py_list_to_vector_multiple<double>
RSS(Mb): was:     25.824 now:    183.066 diff:   +157.242 Peak was:     65.926 now:   9303.777 diff:  +9237.852 test_perf_vector_string_to_py_list_multiple
RSS(Mb): was:    183.066 now:    170.711 diff:    -12.355 Peak was:   9303.777 now:   9303.777 diff:     +0.000 test_perf_py_list_to_vector_string_multiple
====RSS(Mb): was:      5.410 now:    170.715 diff:   +165.305 Peak was:      5.410 now:   9303.777 diff:  +9298.367 ==== test_performance.cpp
Number of tests: 294
REGEX_HEAD: "HEAD:\s+(\S+)\s+(\S+)\s+(\S+)\s+(\S+)\s+(\S+)\s+(\S+)\s+(\S+)\s+(\S+)\s+(\S+)\s+(\S+)"
REGEX_TEST: "TEST:\s+(\d+)\s+(\d+)\s+(\d+)\s+([0-9+-.]+)\s+([0-9+-.]+)\s+([0-9+-.]+)\s+([0-9+-.]+)\s+(\d+)\s+([0-9+-.]+)\s+(\S+)"
REGEX_TAIL: "TAIL:\s+(.+)"
HEAD: Fail   Scale  Repeat         Mean(s)     Std.Dev.(s)         Min.(s)         Max.(s)     Count      Rate(/s) Name
TEST:    0    2048       5     0.000038648     0.000014568     0.000021454     0.000057325         5      129371.8 test_vector_to_py_list_multiple<double>[2048]
TEST:    0    4096       5     0.000052757     0.000014128     0.000043215     0.000080090         5       94774.3 test_vector_to_py_list_multiple<double>[4096]
TEST:    0    8192       5     0.000097161     0.000015776     0.000086605     0.000127610         5       51461.0 test_vector_to_py_list_multiple<double>[8192]
TEST:    0   16384       5     0.000192741     0.000013808     0.000174156     0.000211142         5       25941.6 test_vector_to_py_list_multiple<double>[16384]
TEST:    0   32768       5     0.000494431     0.000069918     0.000402809     0.000582049         5       10112.6 test_vector_to_py_list_multiple<double>[32768]
TEST:    0   65536       5     0.001005708     0.000242953     0.000809554     0.001472204         5        4971.6 test_vector_to_py_list_multiple<double>[65536]
TEST:    0  131072       5     0.002130384     0.000952987     0.001595024     0.004032191         5        2347.0 test_vector_to_py_list_multiple<double>[131072]
TEST:    0  262144       5     0.005481958     0.000869633     0.004812765     0.007045460         5         912.1 test_vector_to_py_list_multiple<double>[262144]
TEST:    0  524288       5     0.012372484     0.001226783     0.011081772     0.014172746         5         404.1 test_vector_to_py_list_multiple<double>[524288]
TEST:    0 1048576       5     0.024815726     0.002542720     0.023304536     0.029889681         5         201.5 test_vector_to_py_list_multiple<double>[1048576]
TEST:    0       1       5     0.000001184     0.000002268     0.000000045     0.000005720         5     4223329.7 test_py_list_to_vector_multiple<bool>[1]
TEST:    0       2       5     0.000000075     0.000000039     0.000000054     0.000000152         5    66755674.2 test_py_list_to_vector_multiple<bool>[2]
TEST:    0       4       5     0.000000088     0.000000027     0.000000065     0.000000139         5    56753689.0 test_py_list_to_vector_multiple<bool>[4]
TEST:    0       8       5     0.000000107     0.000000028     0.000000090     0.000000163         5    46772684.8 test_py_list_to_vector_multiple<bool>[8]
TEST:    0      16       5     0.000000163     0.000000034     0.000000139     0.000000232         5    30618493.6 test_py_list_to_vector_multiple<bool>[16]
TEST:    0      32       5     0.000000262     0.000000037     0.000000234     0.000000334         5    19120458.9 test_py_list_to_vector_multiple<bool>[32]
TEST:    0      64       5     0.000000438     0.000000030     0.000000422     0.000000498         5    11412919.4 test_py_list_to_vector_multiple<bool>[64]
TEST:    0     128       5     0.000000856     0.000000036     0.000000797     0.000000908         5     5844535.4 test_py_list_to_vector_multiple<bool>[128]
TEST:    0     256       5     0.000001689     0.000000023     0.000001673     0.000001735         5     2959805.8 test_py_list_to_vector_multiple<bool>[256]
TEST:    0     512       5     0.000003321     0.000000036     0.000003300     0.000003394         5     1505434.6 test_py_list_to_vector_multiple<bool>[512]
TEST:    0    1024       5     0.000006591     0.000000034     0.000006558     0.000006651         5      758644.8 test_py_list_to_vector_multiple<bool>[1024]
TEST:    0    2048       5     0.000013101     0.000000023     0.000013076     0.000013144         5      381664.8 test_py_list_to_vector_multiple<bool>[2048]
TEST:    0    4096       5     0.000026133     0.000000042     0.000026100     0.000026215         5      191331.2 test_py_list_to_vector_multiple<bool>[4096]
TEST:    0    8192       5     0.000052429     0.000000564     0.000052129     0.000053555         5       95367.6 test_py_list_to_vector_multiple<bool>[8192]
TEST:    0   16384       5     0.000104677     0.000000485     0.000104254     0.000105573         5       47765.8 test_py_list_to_vector_multiple<bool>[16384]
TEST:    0   32768       5     0.000209079     0.000000877     0.000208511     0.000210782         5       23914.4 test_py_list_to_vector_multiple<bool>[32768]
TEST:    0   65536       5     0.000419718     0.000004540     0.000417150     0.000428783         5       11912.8 test_py_list_to_vector_multiple<bool>[65536]
TEST:    0  131072       5     0.000854931     0.000015978     0.000834583     0.000877251         5        5848.4 test_py_list_to_vector_multiple<bool>[131072]
TEST:    0  262144       5     0.001709279     0.000051736     0.001631874     0.001780118         5        2925.2 test_py_list_to_vector_multiple<bool>[262144]
TEST:    0  524288       5     0.003449148     0.000213191     0.003235135     0.003828504         5        1449.6 test_py_list_to_vector_multiple<bool>[524288]
