      Event        dEvent  Clock        What     File                                                                            #line Function                                  RSS         dRSS
NEXT: 0            +0      1807.330165  CALL     test_with_pymemtrace.py# 143 _test_new_set_bytes                1563439104   1563439104
PREV: 12604489     +12604489 1839.468982  C_CALL   test_with_pymemtrace.py# 160 add                                2356232192            0
NEXT: 12604490     +12604490 1839.482151  C_RETURN test_with_pymemtrace.py# 160 add                                2389786624     33554432
PREV: 20991791     +8387301 1859.876728  C_CALL   test_with_pymemtrace.py# 167 new_set_bytes                      3036229632            0
NEXT: 20991792     +8387302 1863.043772  C_RETURN test_with_pymemtrace.py# 167 new_set_bytes                      3359117312    322887680
NEXT: 20991793     +1      1863.670286  C_CALL   test_with_pymemtrace.py# 168 perf_counter                       2020724736  -1338392576
PREV: 20991796     +3      1863.670319  C_RETURN test_with_pymemtrace.py# 169 append                             2020745216            0
NEXT: 20991797     +4      1864.523586  C_CALL   test_with_pymemtrace.py# 160 add                                1035431936   -985313280
PREV: 24138097     +3146300 1872.098309  C_CALL   test_with_pymemtrace.py# 160 add                                1120845824         4096
NEXT: 24138098     +3146301 1872.101999  C_RETURN test_with_pymemtrace.py# 160 add                                1124024320      3178496
PREV: 41958573     +17820475 1914.343482  C_CALL   test_with_pymemtrace.py# 167 new_set_bytes                      2482262016        16384
NEXT: 41958574     +17820476 1917.094003  C_RETURN test_with_pymemtrace.py# 167 new_set_bytes                      4986462208   2504200192
NEXT: 41958575     +1      1917.555440  C_CALL   test_with_pymemtrace.py# 168 perf_counter                       2830598144  -2155864064
PREV: 41958578     +3      1917.555465  C_RETURN test_with_pymemtrace.py# 169 append                             2830598144            0
NEXT: 41958579     +4      1918.016656  C_CALL   test_with_pymemtrace.py# 160 add                                1057550336  -1773047808
PREV: 62930085     +20971506 1967.793109  C_CALL   test_with_pymemtrace.py# 167 new_set_bytes                      2501029888            0
NEXT: 62930086     +20971507 1970.577427  C_RETURN test_with_pymemtrace.py# 167 new_set_bytes                      4836962304   2335932416
NEXT: 62930087     +1      1970.987870  C_CALL   test_with_pymemtrace.py# 168 perf_counter                       2798542848  -2038419456
PREV: 62930090     +3      1970.987895  C_RETURN test_with_pymemtrace.py# 169 append                             2798542848            0
NEXT: 62930091     +4      1971.395550  C_CALL   test_with_pymemtrace.py# 160 add                                1109446656  -1689096192
PREV: 66074011     +3143920 1978.897085  C_CALL   test_with_pymemtrace.py# 160 add                                1178177536         4096
NEXT: 66074012     +3143921 1978.898497  C_RETURN test_with_pymemtrace.py# 160 add                                1178308608       131072
PREV: 83901237     +17827225 2021.490208  C_CALL   test_with_pymemtrace.py# 167 new_set_bytes                      2544734208            0
