      Event        dEvent  Clock        What     File                                                                            #line Function                                  RSS         dRSS
NEXT: 0            +0      2991.451676  C_CALL   /Users/paulross/CLionProjects/PythonCppHomogeneousContainers/tests/unit/test_with_pymemtrace.py# 397 new_dict_from_std_unordered_map_bytes_bytes    404496384    404496384
NEXT: 1            +1      2991.451691  C_RETURN /Users/paulross/CLionProjects/PythonCppHomogeneousContainers/tests/unit/test_with_pymemtrace.py# 397 new_dict_from_std_unordered_map_bytes_bytes    404500480         4096
PREV: 20980        +20979  2991.505093  C_CALL   /Users/paulross/CLionProjects/PythonCppHomogeneousContainers/tests/unit/test_with_pymemtrace.py# 397 new_dict_from_std_unordered_map_bytes_bytes    404500480            0
NEXT: 20981        +20980  2991.505135  C_RETURN /Users/paulross/CLionProjects/PythonCppHomogeneousContainers/tests/unit/test_with_pymemtrace.py# 397 new_dict_from_std_unordered_map_bytes_bytes    404504576         4096
PREV: 21120        +139    2991.505521  C_CALL   /Users/paulross/CLionProjects/PythonCppHomogeneousContainers/tests/unit/test_with_pymemtrace.py# 397 new_dict_from_std_unordered_map_bytes_bytes    404504576            0
NEXT: 21121        +140    2991.505541  C_RETURN /Users/paulross/CLionProjects/PythonCppHomogeneousContainers/tests/unit/test_with_pymemtrace.py# 397 new_dict_from_std_unordered_map_bytes_bytes    404512768         8192
PREV: 21270        +149    2991.505961  C_CALL   /Users/paulross/CLionProjects/PythonCppHomogeneousContainers/tests/unit/test_with_pymemtrace.py# 397 new_dict_from_std_unordered_map_bytes_bytes    404512768            0
NEXT: 21271        +150    2991.505973  C_RETURN /Users/paulross/CLionProjects/PythonCppHomogeneousContainers/tests/unit/test_with_pymemtrace.py# 397 new_dict_from_std_unordered_map_bytes_bytes    404516864         4096
PREV: 21706        +435    2991.507199  C_CALL   /Users/paulross/CLionProjects/PythonCppHomogeneousContainers/tests/unit/test_with_pymemtrace.py# 397 new_dict_from_std_unordered_map_bytes_bytes    404516864            0
NEXT: 21707        +436    2991.507238  C_RETURN /Users/paulross/CLionProjects/PythonCppHomogeneousContainers/tests/unit/test_with_pymemtrace.py# 397 new_dict_from_std_unordered_map_bytes_bytes    404525056         8192
PREV: 23096        +1389   2991.511331  C_CALL   /Users/paulross/CLionProjects/PythonCppHomogeneousContainers/tests/unit/test_with_pymemtrace.py# 397 new_dict_from_std_unordered_map_bytes_bytes    404525056            0
NEXT: 23097        +1390   2991.511362  C_RETURN /Users/paulross/CLionProjects/PythonCppHomogeneousContainers/tests/unit/test_with_pymemtrace.py# 397 new_dict_from_std_unordered_map_bytes_bytes    404533248         8192
PREV: 5122258      +5099161 3005.151584  C_CALL   /Users/paulross/CLionProjects/PythonCppHomogeneousContainers/tests/unit/test_with_pymemtrace.py# 397 new_dict_from_std_unordered_map_bytes_bytes    404533248            0
NEXT: 5122259      +5099162 3005.151643  C_RETURN /Users/paulross/CLionProjects/PythonCppHomogeneousContainers/tests/unit/test_with_pymemtrace.py# 397 new_dict_from_std_unordered_map_bytes_bytes    404537344         4096
PREV: 5125618      +3359   3005.163786  C_CALL   /Users/paulross/CLionProjects/PythonCppHomogeneousContainers/tests/unit/test_with_pymemtrace.py# 397 new_dict_from_std_unordered_map_bytes_bytes    404537344            0
NEXT: 5125619      +3360   3005.163870  C_RETURN /Users/paulross/CLionProjects/PythonCppHomogeneousContainers/tests/unit/test_with_pymemtrace.py# 397 new_dict_from_std_unordered_map_bytes_bytes    404541440         4096
PREV: 5125620      +1      3005.163892  C_CALL   /Users/paulross/CLionProjects/PythonCppHomogeneousContainers/tests/unit/test_with_pymemtrace.py# 397 new_dict_from_std_unordered_map_bytes_bytes    404541440            0
NEXT: 5125621      +2      3005.163912  C_RETURN /Users/paulross/CLionProjects/PythonCppHomogeneousContainers/tests/unit/test_with_pymemtrace.py# 397 new_dict_from_std_unordered_map_bytes_bytes    404545536         4096
PREV: 5125624      +3      3005.164051  C_CALL   /Users/paulross/CLionProjects/PythonCppHomogeneousContainers/tests/unit/test_with_pymemtrace.py# 397 new_dict_from_std_unordered_map_bytes_bytes    404545536            0
NEXT: 5125625      +4      3005.164067  C_RETURN /Users/paulross/CLionProjects/PythonCppHomogeneousContainers/tests/unit/test_with_pymemtrace.py# 397 new_dict_from_std_unordered_map_bytes_bytes    404549632         4096
