      Event        dEvent  Clock        What     File                                                                            #line Function                                  RSS         dRSS
NEXT: 0            +0      2889.279525  C_CALL   /Users/paulross/CLionProjects/PythonCppHomogeneousContainers/tests/unit/test_with_pymemtrace.py# 324 new_list_vector_bytes               437784576    437784576
NEXT: 1            +1      2889.279543  C_RETURN /Users/paulross/CLionProjects/PythonCppHomogeneousContainers/tests/unit/test_with_pymemtrace.py# 324 new_list_vector_bytes               437792768         8192
NEXT: 2            +1      2889.279838  C_CALL   /Users/paulross/CLionProjects/PythonCppHomogeneousContainers/tests/unit/test_with_pymemtrace.py# 324 new_list_vector_bytes               429404160     -8388608
PREV: 30272        +30270  2889.336944  C_CALL   /Users/paulross/CLionProjects/PythonCppHomogeneousContainers/tests/unit/test_with_pymemtrace.py# 324 new_list_vector_bytes               429404160            0
NEXT: 30273        +30271  2889.337009  C_RETURN /Users/paulross/CLionProjects/PythonCppHomogeneousContainers/tests/unit/test_with_pymemtrace.py# 324 new_list_vector_bytes               429424640        20480
PREV: 161546       +131273 2889.606931  C_CALL   /Users/paulross/CLionProjects/PythonCppHomogeneousContainers/tests/unit/test_with_pymemtrace.py# 324 new_list_vector_bytes               429424640            0
NEXT: 161547       +131274 2889.606951  C_RETURN /Users/paulross/CLionProjects/PythonCppHomogeneousContainers/tests/unit/test_with_pymemtrace.py# 324 new_list_vector_bytes               429432832         8192
NEXT: 161548       +1      2889.607357  C_CALL   /Users/paulross/CLionProjects/PythonCppHomogeneousContainers/tests/unit/test_with_pymemtrace.py# 324 new_list_vector_bytes               421044224     -8388608
PREV: 164020       +2472   2889.613078  C_CALL   /Users/paulross/CLionProjects/PythonCppHomogeneousContainers/tests/unit/test_with_pymemtrace.py# 324 new_list_vector_bytes               421044224            0
NEXT: 164021       +2473   2889.613097  C_RETURN /Users/paulross/CLionProjects/PythonCppHomogeneousContainers/tests/unit/test_with_pymemtrace.py# 324 new_list_vector_bytes               421052416         8192
NEXT: 164022       +1      2889.613428  C_CALL   /Users/paulross/CLionProjects/PythonCppHomogeneousContainers/tests/unit/test_with_pymemtrace.py# 324 new_list_vector_bytes               412663808     -8388608
PREV: 164054       +32     2889.613522  C_CALL   /Users/paulross/CLionProjects/PythonCppHomogeneousContainers/tests/unit/test_with_pymemtrace.py# 324 new_list_vector_bytes               412663808            0
NEXT: 164055       +33     2889.613541  C_RETURN /Users/paulross/CLionProjects/PythonCppHomogeneousContainers/tests/unit/test_with_pymemtrace.py# 324 new_list_vector_bytes               412672000         8192
NEXT: 164056       +1      2889.613848  C_CALL   /Users/paulross/CLionProjects/PythonCppHomogeneousContainers/tests/unit/test_with_pymemtrace.py# 324 new_list_vector_bytes               404283392     -8388608
PREV: 4524764      +4360708 2899.183376  C_CALL   /Users/paulross/CLionProjects/PythonCppHomogeneousContainers/tests/unit/test_with_pymemtrace.py# 324 new_list_vector_bytes               404283392            0
NEXT: 4524765      +4360709 2899.183422  C_RETURN /Users/paulross/CLionProjects/PythonCppHomogeneousContainers/tests/unit/test_with_pymemtrace.py# 324 new_list_vector_bytes               404291584         8192
NEXT: 4524766      +1      2899.183450  C_CALL   /Users/paulross/CLionProjects/PythonCppHomogeneousContainers/tests/unit/test_with_pymemtrace.py# 324 new_list_vector_bytes               404299776         8192
NEXT: 4524767      +1      2899.183483  C_RETURN /Users/paulross/CLionProjects/PythonCppHomogeneousContainers/tests/unit/test_with_pymemtrace.py# 324 new_list_vector_bytes               404307968         8192
PREV: 4524794      +27     2899.183631  C_CALL   /Users/paulross/CLionProjects/PythonCppHomogeneousContainers/tests/unit/test_with_pymemtrace.py# 324 new_list_vector_bytes               404307968            0
NEXT: 4524795      +28     2899.183751  C_RETURN /Users/paulross/CLionProjects/PythonCppHomogeneousContainers/tests/unit/test_with_pymemtrace.py# 324 new_list_vector_bytes               404340736        32768
PREV: 4527256      +2461   2899.191417  C_CALL   /Users/paulross/CLionProjects/PythonCppHomogeneousContainers/tests/unit/test_with_pymemtrace.py# 324 new_list_vector_bytes               404340736            0
NEXT: 4527257      +2462   2899.191479  C_RETURN /Users/paulross/CLionProjects/PythonCppHomogeneousContainers/tests/unit/test_with_pymemtrace.py# 324 new_list_vector_bytes               404357120        16384
PREV: 4533238      +5981   2899.208343  C_CALL   /Users/paulross/CLionProjects/PythonCppHomogeneousContainers/tests/unit/test_with_pymemtrace.py# 324 new_list_vector_bytes               404357120            0
NEXT: 4533239      +5982   2899.208370  C_RETURN /Users/paulross/CLionProjects/PythonCppHomogeneousContainers/tests/unit/test_with_pymemtrace.py# 324 new_list_vector_bytes               404361216         4096
PREV: 4534358      +1119   2899.211142  C_CALL   /Users/paulross/CLionProjects/PythonCppHomogeneousContainers/tests/unit/test_with_pymemtrace.py# 324 new_list_vector_bytes               404361216            0
NEXT: 4534359      +1120   2899.211160  C_RETURN /Users/paulross/CLionProjects/PythonCppHomogeneousContainers/tests/unit/test_with_pymemtrace.py# 324 new_list_vector_bytes               404365312         4096
