      Event        dEvent  Clock        What     File                                                                            #line Function                                  RSS         dRSS
NEXT: 0            +0      1722.287470  CALL     test_with_pymemtrace.py#  22 _test_new_list_bool                 357216256    357216256
PREV: 56           +56     1722.287634  C_RETURN test_with_pymemtrace.py#  26 print                               357216256            0
NEXT: 57           +57     1722.636355  C_CALL   test_with_pymemtrace.py#  30 perf_counter                        278028288    -79187968
PREV: 59           +2      1722.636370  C_CALL   test_with_pymemtrace.py#  31 new_list_list_bool                  278028288            0
NEXT: 60           +3      1723.607421  C_RETURN test_with_pymemtrace.py#  31 new_list_list_bool                  777150464    499122176
PREV: 64           +4      1723.623896  C_RETURN test_with_pymemtrace.py#  33 append                              777150464            0
NEXT: 65           +5      1723.947874  C_CALL   test_with_pymemtrace.py#  30 perf_counter                        614072320   -163078144
PREV: 67           +2      1723.947888  C_CALL   test_with_pymemtrace.py#  31 new_list_list_bool                  614072320            0
NEXT: 68           +3      1724.885602  C_RETURN test_with_pymemtrace.py#  31 new_list_list_bool                 1106395136    492322816
PREV: 72           +4      1724.900883  C_RETURN test_with_pymemtrace.py#  33 append                             1106395136            0
NEXT: 73           +5      1725.213610  C_CALL   test_with_pymemtrace.py#  30 perf_counter                        943284224   -163110912
PREV: 75           +2      1725.213623  C_CALL   test_with_pymemtrace.py#  31 new_list_list_bool                  943284224            0
NEXT: 76           +3      1726.134757  C_RETURN test_with_pymemtrace.py#  31 new_list_list_bool                 1293209600    349925376
PREV: 80           +4      1726.152651  C_RETURN test_with_pymemtrace.py#  33 append                             1293209600            0
NEXT: 81           +5      1726.460638  C_CALL   test_with_pymemtrace.py#  30 perf_counter                       1136357376   -156852224
PREV: 83           +2      1726.460649  C_CALL   test_with_pymemtrace.py#  31 new_list_list_bool                 1136357376            0
NEXT: 84           +3      1727.375031  C_RETURN test_with_pymemtrace.py#  31 new_list_list_bool                 1465749504    329392128
PREV: 88           +4      1727.392734  C_RETURN test_with_pymemtrace.py#  33 append                             1465749504            0
NEXT: 89           +5      1727.703603  C_CALL   test_with_pymemtrace.py#  30 perf_counter                       1302671360   -163078144
PREV: 91           +2      1727.703669  C_CALL   test_with_pymemtrace.py#  31 new_list_list_bool                 1302671360            0
NEXT: 92           +3      1728.561192  C_RETURN test_with_pymemtrace.py#  31 new_list_list_bool                 1465749504    163078144
PREV: 96           +4      1728.582900  C_RETURN test_with_pymemtrace.py#  33 append                             1465749504            0
NEXT: 97           +5      1728.925328  C_CALL   test_with_pymemtrace.py#  30 perf_counter                       1302671360   -163078144
PREV: 99           +2      1728.925340  C_CALL   test_with_pymemtrace.py#  31 new_list_list_bool                 1302671360            0
NEXT: 100          +3      1729.783918  C_RETURN test_with_pymemtrace.py#  31 new_list_list_bool                 1465749504    163078144
PREV: 104          +4      1729.801670  C_RETURN test_with_pymemtrace.py#  33 append                             1465749504            0
NEXT: 105          +5      1730.141478  C_CALL   test_with_pymemtrace.py#  30 perf_counter                       1302671360   -163078144
PREV: 107          +2      1730.141489  C_CALL   test_with_pymemtrace.py#  31 new_list_list_bool                 1302671360            0
NEXT: 108          +3      1731.071103  C_RETURN test_with_pymemtrace.py#  31 new_list_list_bool                 1465749504    163078144
PREV: 112          +4      1731.102909  C_RETURN test_with_pymemtrace.py#  33 append                             1465749504            0
NEXT: 113          +5      1731.540150  C_CALL   test_with_pymemtrace.py#  30 perf_counter                       1302671360   -163078144
PREV: 115          +2      1731.540170  C_CALL   test_with_pymemtrace.py#  31 new_list_list_bool                 1302671360            0
NEXT: 116          +3      1732.727658  C_RETURN test_with_pymemtrace.py#  31 new_list_list_bool                 1465774080    163102720
PREV: 120          +4      1732.770025  C_RETURN test_with_pymemtrace.py#  33 append                             1465774080            0
NEXT: 121          +5      1733.722006  C_CALL   test_with_pymemtrace.py#  30 perf_counter                       1302695936   -163078144
PREV: 123          +2      1733.722048  C_CALL   test_with_pymemtrace.py#  31 new_list_list_bool                 1302695936            0
NEXT: 124          +3      1735.634530  C_RETURN test_with_pymemtrace.py#  31 new_list_list_bool                 1465819136    163123200
PREV: 128          +4      1735.679329  C_RETURN test_with_pymemtrace.py#  33 append                             1465819136            0
NEXT: 129          +5      1736.263614  C_CALL   test_with_pymemtrace.py#  30 perf_counter                       1308934144   -156884992
PREV: 131          +2      1736.263694  C_CALL   test_with_pymemtrace.py#  31 new_list_list_bool                 1308934144            0
NEXT: 132          +3      1737.248454  C_RETURN test_with_pymemtrace.py#  31 new_list_list_bool                 1472012288    163078144
PREV: 173          +41     1737.266103  RETURN   test_with_pymemtrace.py#  39 _test_new_list_bool                1472012288            0
NEXT: 174          +42     1737.288422  C_CALL   test_with_pymemtrace.py#  57 __exit__                           1388126208    -83886080
