      Event        dEvent  Clock        What     File                                                                            #line Function                                  RSS         dRSS
NEXT: 0            +0      2935.088742  C_CALL   /Users/paulross/CLionProjects/PythonCppHomogeneousContainers/tests/unit/test_with_pymemtrace.py# 356 new_set_bytes                       404381696    404381696
NEXT: 1            +1      2935.088780  C_RETURN /Users/paulross/CLionProjects/PythonCppHomogeneousContainers/tests/unit/test_with_pymemtrace.py# 356 new_set_bytes                       404398080        16384
PREV: 93902        +93901  2935.354900  C_CALL   /Users/paulross/CLionProjects/PythonCppHomogeneousContainers/tests/unit/test_with_pymemtrace.py# 356 new_set_bytes                       404398080            0
NEXT: 93903        +93902  2935.354931  C_RETURN /Users/paulross/CLionProjects/PythonCppHomogeneousContainers/tests/unit/test_with_pymemtrace.py# 356 new_set_bytes                       404410368        12288
PREV: 296132       +202229 2935.884514  C_CALL   /Users/paulross/CLionProjects/PythonCppHomogeneousContainers/tests/unit/test_with_pymemtrace.py# 356 new_set_bytes                       404410368            0
NEXT: 296133       +202230 2935.884555  C_RETURN /Users/paulross/CLionProjects/PythonCppHomogeneousContainers/tests/unit/test_with_pymemtrace.py# 356 new_set_bytes                       404426752        16384
PREV: 381144       +85011  2936.130862  C_CALL   /Users/paulross/CLionProjects/PythonCppHomogeneousContainers/tests/unit/test_with_pymemtrace.py# 356 new_set_bytes                       404426752            0
NEXT: 381145       +85012  2936.130889  C_RETURN /Users/paulross/CLionProjects/PythonCppHomogeneousContainers/tests/unit/test_with_pymemtrace.py# 356 new_set_bytes                       404434944         8192
PREV: 381146       +1      2936.130892  C_CALL   /Users/paulross/CLionProjects/PythonCppHomogeneousContainers/tests/unit/test_with_pymemtrace.py# 356 new_set_bytes                       404434944            0
NEXT: 381147       +2      2936.130902  C_RETURN /Users/paulross/CLionProjects/PythonCppHomogeneousContainers/tests/unit/test_with_pymemtrace.py# 356 new_set_bytes                       404439040         4096
PREV: 3646238      +3265091 2945.150555  C_CALL   /Users/paulross/CLionProjects/PythonCppHomogeneousContainers/tests/unit/test_with_pymemtrace.py# 356 new_set_bytes                       404439040            0
NEXT: 3646239      +3265092 2945.150657  C_RETURN /Users/paulross/CLionProjects/PythonCppHomogeneousContainers/tests/unit/test_with_pymemtrace.py# 356 new_set_bytes                       404447232         8192
PREV: 3669204      +22965  2945.223235  C_CALL   /Users/paulross/CLionProjects/PythonCppHomogeneousContainers/tests/unit/test_with_pymemtrace.py# 356 new_set_bytes                       404447232            0
NEXT: 3669205      +22966  2945.223325  C_RETURN /Users/paulross/CLionProjects/PythonCppHomogeneousContainers/tests/unit/test_with_pymemtrace.py# 356 new_set_bytes                       404459520        12288
PREV: 3678398      +9193   2945.255557  C_CALL   /Users/paulross/CLionProjects/PythonCppHomogeneousContainers/tests/unit/test_with_pymemtrace.py# 356 new_set_bytes                       404459520            0
NEXT: 3678399      +9194   2945.255639  C_RETURN /Users/paulross/CLionProjects/PythonCppHomogeneousContainers/tests/unit/test_with_pymemtrace.py# 356 new_set_bytes                       404471808        12288
PREV: 3678868      +469    2945.257657  C_CALL   /Users/paulross/CLionProjects/PythonCppHomogeneousContainers/tests/unit/test_with_pymemtrace.py# 356 new_set_bytes                       404471808            0
NEXT: 3678869      +470    2945.257733  C_RETURN /Users/paulross/CLionProjects/PythonCppHomogeneousContainers/tests/unit/test_with_pymemtrace.py# 356 new_set_bytes                       404484096        12288
PREV: 3889796      +210927 2946.460375  C_CALL   /Users/paulross/CLionProjects/PythonCppHomogeneousContainers/tests/unit/test_with_pymemtrace.py# 356 new_set_bytes                       404484096            0
NEXT: 3889797      +210928 2946.460544  C_RETURN /Users/paulross/CLionProjects/PythonCppHomogeneousContainers/tests/unit/test_with_pymemtrace.py# 356 new_set_bytes                       404488192         4096
