      Event        dEvent  Clock        What     File                                                                            #line Function                                  RSS         dRSS
NEXT: 0            +0      1728.072568  CALL     test_with_pymemtrace.py# 106 _test_new_list_vector_bytes        1401151488   1401151488
PREV: 57           +57     1728.072719  CALL     test_with_pymemtrace.py# 117 <listcomp>                         1401151488            0
NEXT: 58           +58     1728.152318  RETURN   test_with_pymemtrace.py# 117 <listcomp>                         1402036224       884736
PREV: 61           +3      1728.152345  C_CALL   test_with_pymemtrace.py# 119 new_list_vector_bytes              1402036224            0
NEXT: 62           +4      1729.218573  C_RETURN test_with_pymemtrace.py# 119 new_list_vector_bytes              3262259200   1860222976
NEXT: 63           +1      1729.504867  C_CALL   test_with_pymemtrace.py# 120 perf_counter                       1483886592  -1778372608
PREV: 67           +4      1729.504901  CALL     test_with_pymemtrace.py# 117 <listcomp>                         1483886592            0
NEXT: 68           +5      1729.569167  RETURN   test_with_pymemtrace.py# 117 <listcomp>                         1476378624     -7507968
NEXT: 69           +1      1729.571808  C_CALL   test_with_pymemtrace.py# 118 perf_counter                       1467990016     -8388608
PREV: 71           +2      1729.571817  C_CALL   test_with_pymemtrace.py# 119 new_list_vector_bytes              1467990016            0
NEXT: 72           +3      1730.501049  C_RETURN test_with_pymemtrace.py# 119 new_list_vector_bytes              3642806272   2174816256
NEXT: 73           +1      1730.813999  C_CALL   test_with_pymemtrace.py# 120 perf_counter                       1495326720  -2147479552
PREV: 77           +4      1730.814037  CALL     test_with_pymemtrace.py# 117 <listcomp>                         1495326720            0
NEXT: 78           +5      1730.884703  RETURN   test_with_pymemtrace.py# 117 <listcomp>                         1496211456       884736
NEXT: 79           +1      1730.887499  C_CALL   test_with_pymemtrace.py# 118 perf_counter                       1487822848     -8388608
PREV: 81           +2      1730.887506  C_CALL   test_with_pymemtrace.py# 119 new_list_vector_bytes              1487822848            0
NEXT: 82           +3      1731.789727  C_RETURN test_with_pymemtrace.py# 119 new_list_vector_bytes              3658309632   2170486784
NEXT: 83           +1      1732.106497  C_CALL   test_with_pymemtrace.py# 120 perf_counter                       1510830080  -2147479552
PREV: 87           +4      1732.106527  CALL     test_with_pymemtrace.py# 117 <listcomp>                         1510830080            0
NEXT: 88           +5      1732.172821  RETURN   test_with_pymemtrace.py# 117 <listcomp>                         1503313920     -7516160
NEXT: 89           +1      1732.175658  C_CALL   test_with_pymemtrace.py# 118 perf_counter                       1494925312     -8388608
PREV: 91           +2      1732.175665  C_CALL   test_with_pymemtrace.py# 119 new_list_vector_bytes              1494925312            0
NEXT: 92           +3      1733.106685  C_RETURN test_with_pymemtrace.py# 119 new_list_vector_bytes              3658334208   2163408896
NEXT: 93           +1      1733.410772  C_CALL   test_with_pymemtrace.py# 120 perf_counter                       1510854656  -2147479552
PREV: 97           +4      1733.410801  CALL     test_with_pymemtrace.py# 117 <listcomp>                         1510854656            0
NEXT: 98           +5      1733.474382  RETURN   test_with_pymemtrace.py# 117 <listcomp>                         1495851008    -15003648
NEXT: 99           +1      1733.478338  C_CALL   test_with_pymemtrace.py# 118 perf_counter                       1494966272      -884736
