      Event        dEvent  Clock        What     File                                                                            #line Function                                  RSS         dRSS
NEXT: 0            +0      2596.652712  C_CALL   /Users/paulross/CLionProjects/PythonCppHomogeneousContainers/tests/unit/test_with_pymemtrace.py# 324 new_list_vector_bytes               553168896    553168896
NEXT: 1            +1      2596.652729  C_RETURN /Users/paulross/CLionProjects/PythonCppHomogeneousContainers/tests/unit/test_with_pymemtrace.py# 324 new_list_vector_bytes               553177088         8192
NEXT: 2            +1      2596.653028  C_CALL   /Users/paulross/CLionProjects/PythonCppHomogeneousContainers/tests/unit/test_with_pymemtrace.py# 324 new_list_vector_bytes               544788480     -8388608
PREV: 29482        +29480  2596.705862  C_CALL   /Users/paulross/CLionProjects/PythonCppHomogeneousContainers/tests/unit/test_with_pymemtrace.py# 324 new_list_vector_bytes               544788480            0
NEXT: 29483        +29481  2596.705947  C_RETURN /Users/paulross/CLionProjects/PythonCppHomogeneousContainers/tests/unit/test_with_pymemtrace.py# 324 new_list_vector_bytes               544813056        24576
PREV: 29672        +189    2596.706325  C_CALL   /Users/paulross/CLionProjects/PythonCppHomogeneousContainers/tests/unit/test_with_pymemtrace.py# 324 new_list_vector_bytes               544813056            0
NEXT: 29673        +190    2596.706364  C_RETURN /Users/paulross/CLionProjects/PythonCppHomogeneousContainers/tests/unit/test_with_pymemtrace.py# 324 new_list_vector_bytes               544821248         8192
PREV: 29770        +97     2596.706693  C_CALL   /Users/paulross/CLionProjects/PythonCppHomogeneousContainers/tests/unit/test_with_pymemtrace.py# 324 new_list_vector_bytes               544821248            0
NEXT: 29771        +98     2596.706720  C_RETURN /Users/paulross/CLionProjects/PythonCppHomogeneousContainers/tests/unit/test_with_pymemtrace.py# 324 new_list_vector_bytes               544825344         4096
PREV: 29772        +1      2596.706725  C_CALL   /Users/paulross/CLionProjects/PythonCppHomogeneousContainers/tests/unit/test_with_pymemtrace.py# 324 new_list_vector_bytes               544825344            0
NEXT: 29773        +2      2596.706734  C_RETURN /Users/paulross/CLionProjects/PythonCppHomogeneousContainers/tests/unit/test_with_pymemtrace.py# 324 new_list_vector_bytes               544829440         4096
PREV: 30321        +548    2596.707804  C_RETURN /Users/paulross/CLionProjects/PythonCppHomogeneousContainers/tests/unit/test_with_pymemtrace.py# 324 new_list_vector_bytes               544829440            0
NEXT: 30322        +549    2596.708268  C_CALL   /Users/paulross/CLionProjects/PythonCppHomogeneousContainers/tests/unit/test_with_pymemtrace.py# 324 new_list_vector_bytes               536440832     -8388608
PREV: 30634        +312    2596.708891  C_CALL   /Users/paulross/CLionProjects/PythonCppHomogeneousContainers/tests/unit/test_with_pymemtrace.py# 324 new_list_vector_bytes               536440832            0
NEXT: 30635        +313    2596.708907  C_RETURN /Users/paulross/CLionProjects/PythonCppHomogeneousContainers/tests/unit/test_with_pymemtrace.py# 324 new_list_vector_bytes               536444928         4096
PREV: 30850        +215    2596.709368  C_CALL   /Users/paulross/CLionProjects/PythonCppHomogeneousContainers/tests/unit/test_with_pymemtrace.py# 324 new_list_vector_bytes               536444928            0
NEXT: 30851        +216    2596.709434  C_RETURN /Users/paulross/CLionProjects/PythonCppHomogeneousContainers/tests/unit/test_with_pymemtrace.py# 324 new_list_vector_bytes               536469504        24576
PREV: 32504        +1653   2596.712535  C_CALL   /Users/paulross/CLionProjects/PythonCppHomogeneousContainers/tests/unit/test_with_pymemtrace.py# 324 new_list_vector_bytes               536469504            0
NEXT: 32505        +1654   2596.712571  C_RETURN /Users/paulross/CLionProjects/PythonCppHomogeneousContainers/tests/unit/test_with_pymemtrace.py# 324 new_list_vector_bytes               536477696         8192
NEXT: 32506        +1      2596.713028  C_CALL   /Users/paulross/CLionProjects/PythonCppHomogeneousContainers/tests/unit/test_with_pymemtrace.py# 324 new_list_vector_bytes               528089088     -8388608
PREV: 3726052      +3693546 2604.253257  C_CALL   /Users/paulross/CLionProjects/PythonCppHomogeneousContainers/tests/unit/test_with_pymemtrace.py# 324 new_list_vector_bytes               528089088            0
NEXT: 3726053      +3693547 2604.253319  C_RETURN /Users/paulross/CLionProjects/PythonCppHomogeneousContainers/tests/unit/test_with_pymemtrace.py# 324 new_list_vector_bytes               528093184         4096
PREV: 3728422      +2369   2604.258184  C_CALL   /Users/paulross/CLionProjects/PythonCppHomogeneousContainers/tests/unit/test_with_pymemtrace.py# 324 new_list_vector_bytes               528093184            0
NEXT: 3728423      +2370   2604.258253  C_RETURN /Users/paulross/CLionProjects/PythonCppHomogeneousContainers/tests/unit/test_with_pymemtrace.py# 324 new_list_vector_bytes               528097280         4096
PREV: 20000000     +16271577 2639.180519  C_CALL   /Users/paulross/CLionProjects/PythonCppHomogeneousContainers/tests/unit/test_with_pymemtrace.py# 326 collect                             528097280            0
NEXT: 20000001     +16271578 2639.190386  C_RETURN /Users/paulross/CLionProjects/PythonCppHomogeneousContainers/tests/unit/test_with_pymemtrace.py# 326 collect                             528113664        16384
