      Event        dEvent  Clock        What     File                                                                            #line Function                                  RSS         dRSS
NEXT: 0            +0      1678.496515  CALL     test_with_pymemtrace.py#  64 _test_new_list_double              1393946624   1393946624
PREV: 57           +57     1678.496663  CALL     test_with_pymemtrace.py#  71 <listcomp>                         1393946624            0
NEXT: 58           +58     1679.873196  RETURN   test_with_pymemtrace.py#  71 <listcomp>                         1637974016    244027392
PREV: 61           +3      1679.873223  C_CALL   test_with_pymemtrace.py#  73 new_list_vector_float              1637974016            0
NEXT: 62           +4      1680.352789  C_RETURN test_with_pymemtrace.py#  73 new_list_vector_float              2225856512    587882496
NEXT: 63           +1      1680.491699  C_CALL   test_with_pymemtrace.py#  74 perf_counter                       1885331456   -340525056
PREV: 67           +4      1680.491734  CALL     test_with_pymemtrace.py#  71 <listcomp>                         1885331456            0
NEXT: 68           +5      1681.837499  RETURN   test_with_pymemtrace.py#  71 <listcomp>                         2153795584    268464128
NEXT: 69           +1      1681.940359  C_CALL   test_with_pymemtrace.py#  72 perf_counter                       1746948096   -406847488
PREV: 71           +2      1681.940373  C_CALL   test_with_pymemtrace.py#  73 new_list_vector_float              1746948096            0
NEXT: 72           +3      1682.378050  C_RETURN test_with_pymemtrace.py#  73 new_list_vector_float              2232987648    486039552
NEXT: 73           +1      1682.506356  C_CALL   test_with_pymemtrace.py#  74 perf_counter                       1910288384   -322699264
PREV: 77           +4      1682.506386  CALL     test_with_pymemtrace.py#  71 <listcomp>                         1910288384            0
NEXT: 78           +5      1683.841787  RETURN   test_with_pymemtrace.py#  71 <listcomp>                         2153795584    243507200
NEXT: 79           +1      1683.949394  C_CALL   test_with_pymemtrace.py#  72 perf_counter                       1729646592   -424148992
PREV: 81           +2      1683.949407  C_CALL   test_with_pymemtrace.py#  73 new_list_vector_float              1729646592            0
NEXT: 82           +3      1684.376666  C_RETURN test_with_pymemtrace.py#  73 new_list_vector_float              2232987648    503341056
NEXT: 83           +1      1684.506969  C_CALL   test_with_pymemtrace.py#  74 perf_counter                       1892986880   -340000768
PREV: 87           +4      1684.507002  CALL     test_with_pymemtrace.py#  71 <listcomp>                         1892986880            0
NEXT: 88           +5      1685.848577  RETURN   test_with_pymemtrace.py#  71 <listcomp>                         2153795584    260808704
NEXT: 89           +1      1685.962692  C_CALL   test_with_pymemtrace.py#  72 perf_counter                       1747472384   -406323200
PREV: 91           +2      1685.962707  C_CALL   test_with_pymemtrace.py#  73 new_list_vector_float              1747472384            0
