      Event        dEvent  Clock        What     File                                                                            #line Function                                  RSS         dRSS
NEXT: 0            +0      2694.162336  C_CALL   /Users/paulross/CLionProjects/PythonCppHomogeneousContainers/tests/unit/test_with_pymemtrace.py# 397 new_dict_from_std_unordered_map_bytes_bytes    528244736    528244736
NEXT: 1            +1      2694.162355  C_RETURN /Users/paulross/CLionProjects/PythonCppHomogeneousContainers/tests/unit/test_with_pymemtrace.py# 397 new_dict_from_std_unordered_map_bytes_bytes    528252928         8192
PREV: 89892        +89891  2694.413672  C_CALL   /Users/paulross/CLionProjects/PythonCppHomogeneousContainers/tests/unit/test_with_pymemtrace.py# 397 new_dict_from_std_unordered_map_bytes_bytes    528252928            0
NEXT: 89893        +89892  2694.413692  C_RETURN /Users/paulross/CLionProjects/PythonCppHomogeneousContainers/tests/unit/test_with_pymemtrace.py# 397 new_dict_from_std_unordered_map_bytes_bytes    528257024         4096
PREV: 89962        +69     2694.413927  C_CALL   /Users/paulross/CLionProjects/PythonCppHomogeneousContainers/tests/unit/test_with_pymemtrace.py# 397 new_dict_from_std_unordered_map_bytes_bytes    528257024            0
NEXT: 89963        +70     2694.413948  C_RETURN /Users/paulross/CLionProjects/PythonCppHomogeneousContainers/tests/unit/test_with_pymemtrace.py# 397 new_dict_from_std_unordered_map_bytes_bytes    528265216         8192
PREV: 90244        +281    2694.414922  C_CALL   /Users/paulross/CLionProjects/PythonCppHomogeneousContainers/tests/unit/test_with_pymemtrace.py# 397 new_dict_from_std_unordered_map_bytes_bytes    528265216            0
NEXT: 90245        +282    2694.414944  C_RETURN /Users/paulross/CLionProjects/PythonCppHomogeneousContainers/tests/unit/test_with_pymemtrace.py# 397 new_dict_from_std_unordered_map_bytes_bytes    528273408         8192
PREV: 117134       +26889  2694.494722  C_CALL   /Users/paulross/CLionProjects/PythonCppHomogeneousContainers/tests/unit/test_with_pymemtrace.py# 397 new_dict_from_std_unordered_map_bytes_bytes    528273408            0
NEXT: 117135       +26890  2694.494762  C_RETURN /Users/paulross/CLionProjects/PythonCppHomogeneousContainers/tests/unit/test_with_pymemtrace.py# 397 new_dict_from_std_unordered_map_bytes_bytes    528277504         4096
PREV: 6019454      +5902319 2710.440943  C_CALL   /Users/paulross/CLionProjects/PythonCppHomogeneousContainers/tests/unit/test_with_pymemtrace.py# 397 new_dict_from_std_unordered_map_bytes_bytes    528277504            0
NEXT: 6019455      +5902320 2710.440995  C_RETURN /Users/paulross/CLionProjects/PythonCppHomogeneousContainers/tests/unit/test_with_pymemtrace.py# 397 new_dict_from_std_unordered_map_bytes_bytes    528281600         4096
PREV: 6020026      +571    2710.443185  C_CALL   /Users/paulross/CLionProjects/PythonCppHomogeneousContainers/tests/unit/test_with_pymemtrace.py# 397 new_dict_from_std_unordered_map_bytes_bytes    528281600            0
NEXT: 6020027      +572    2710.443249  C_RETURN /Users/paulross/CLionProjects/PythonCppHomogeneousContainers/tests/unit/test_with_pymemtrace.py# 397 new_dict_from_std_unordered_map_bytes_bytes    528289792         8192
PREV: 6022950      +2923   2710.452855  C_CALL   /Users/paulross/CLionProjects/PythonCppHomogeneousContainers/tests/unit/test_with_pymemtrace.py# 397 new_dict_from_std_unordered_map_bytes_bytes    528289792            0
NEXT: 6022951      +2924   2710.452906  C_RETURN /Users/paulross/CLionProjects/PythonCppHomogeneousContainers/tests/unit/test_with_pymemtrace.py# 397 new_dict_from_std_unordered_map_bytes_bytes    528293888         4096
