      Event        dEvent  Clock        What     File                                                                            line Function                                  RSS         dRSS
NEXT: 22967        +3134   1198.766817  C_RETURN tests/unit/test_with_pymemtrace.py 437 new_set_bytes                       183705600         8192
PREV: 1587011      +1564044 1202.594506  C_RETURN tests/unit/test_with_pymemtrace.py 437 new_set_bytes                       183705600            0
NEXT: 1587012      +1564045 1202.594509  C_CALL   tests/unit/test_with_pymemtrace.py 437 new_set_bytes                       183689216       -16384
NEXT: 1587013      +1      1202.594513  C_RETURN tests/unit/test_with_pymemtrace.py 437 new_set_bytes                       183672832       -16384
NEXT: 1587014      +1      1202.594515  C_CALL   tests/unit/test_with_pymemtrace.py 437 new_set_bytes                       183656448       -16384
NEXT: 1587015      +1      1202.594519  C_RETURN tests/unit/test_with_pymemtrace.py 437 new_set_bytes                       183623680       -32768
NEXT: 1587016      +1      1202.594521  C_CALL   tests/unit/test_with_pymemtrace.py 437 new_set_bytes                       183607296       -16384
NEXT: 1587017      +1      1202.594524  C_RETURN tests/unit/test_with_pymemtrace.py 437 new_set_bytes                       183582720       -24576
NEXT: 1587018      +1      1202.594527  C_CALL   tests/unit/test_with_pymemtrace.py 437 new_set_bytes                       183566336       -16384
NEXT: 1587019      +1      1202.594529  C_RETURN tests/unit/test_with_pymemtrace.py 437 new_set_bytes                       183541760       -24576
NEXT: 1587020      +1      1202.594532  C_CALL   tests/unit/test_with_pymemtrace.py 437 new_set_bytes                       183533568        -8192
NEXT: 1587021      +1      1202.594535  C_RETURN tests/unit/test_with_pymemtrace.py 437 new_set_bytes                       183517184       -16384
NEXT: 1587022      +1      1202.594537  C_CALL   tests/unit/test_with_pymemtrace.py 437 new_set_bytes                       183496704       -20480
NEXT: 1587023      +1      1202.594540  C_RETURN tests/unit/test_with_pymemtrace.py 437 new_set_bytes                       183476224       -20480
NEXT: 1587024      +1      1202.594543  C_CALL   tests/unit/test_with_pymemtrace.py 437 new_set_bytes                       183459840       -16384
NEXT: 1587025      +1      1202.594545  C_RETURN tests/unit/test_with_pymemtrace.py 437 new_set_bytes                       183427072       -32768
NEXT: 1587026      +1      1202.594548  C_CALL   tests/unit/test_with_pymemtrace.py 437 new_set_bytes                       183410688       -16384
NEXT: 1587027      +1      1202.594551  C_RETURN tests/unit/test_with_pymemtrace.py 437 new_set_bytes                       183386112       -24576
NEXT: 1587028      +1      1202.594554  C_CALL   tests/unit/test_with_pymemtrace.py 437 new_set_bytes                       183369728       -16384
NEXT: 1587029      +1      1202.594557  C_RETURN tests/unit/test_with_pymemtrace.py 437 new_set_bytes                       183345152       -24576
NEXT: 1587030      +1      1202.594633  C_CALL   tests/unit/test_with_pymemtrace.py 437 new_set_bytes                       179859456     -3485696
PREV: 1587579      +549    1202.595970  C_RETURN tests/unit/test_with_pymemtrace.py 437 new_set_bytes                       179859456            0
NEXT: 1587580      +550    1202.595972  C_CALL   tests/unit/test_with_pymemtrace.py 437 new_set_bytes                       179843072       -16384
NEXT: 1587581      +1      1202.595976  C_RETURN tests/unit/test_with_pymemtrace.py 437 new_set_bytes                       179822592       -20480
NEXT: 1587582      +1      1202.595978  C_CALL   tests/unit/test_with_pymemtrace.py 437 new_set_bytes                       179802112       -20480
NEXT: 1587583      +1      1202.595981  C_RETURN tests/unit/test_with_pymemtrace.py 437 new_set_bytes                       179769344       -32768
NEXT: 1587584      +1      1202.595984  C_CALL   tests/unit/test_with_pymemtrace.py 437 new_set_bytes                       179744768       -24576
NEXT: 1587585      +1      1202.595987  C_RETURN tests/unit/test_with_pymemtrace.py 437 new_set_bytes                       179712000       -32768
NEXT: 1587586      +1      1202.595990  C_CALL   tests/unit/test_with_pymemtrace.py 437 new_set_bytes                       179695616       -16384
NEXT: 1587587      +1      1202.595992  C_RETURN tests/unit/test_with_pymemtrace.py 437 new_set_bytes                       179662848       -32768
NEXT: 1587588      +1      1202.595995  C_CALL   tests/unit/test_with_pymemtrace.py 437 new_set_bytes                       179646464       -16384
NEXT: 1587589      +1      1202.595999  C_RETURN tests/unit/test_with_pymemtrace.py 437 new_set_bytes                       179613696       -32768
NEXT: 1587590      +1      1202.596000  C_CALL   tests/unit/test_with_pymemtrace.py 437 new_set_bytes                       179597312       -16384
NEXT: 1587591      +1      1202.596004  C_RETURN tests/unit/test_with_pymemtrace.py 437 new_set_bytes                       179564544       -32768
NEXT: 1587592      +1      1202.596006  C_CALL   tests/unit/test_with_pymemtrace.py 437 new_set_bytes                       179548160       -16384
NEXT: 1587593      +1      1202.596009  C_RETURN tests/unit/test_with_pymemtrace.py 437 new_set_bytes                       179531776       -16384
NEXT: 1587594      +1      1202.596011  C_CALL   tests/unit/test_with_pymemtrace.py 437 new_set_bytes                       179507200       -24576
NEXT: 1587595      +1      1202.596015  C_RETURN tests/unit/test_with_pymemtrace.py 437 new_set_bytes                       179482624       -24576
NEXT: 1587596      +1      1202.596016  C_CALL   tests/unit/test_with_pymemtrace.py 437 new_set_bytes                       179458048       -24576
NEXT: 1587597      +1      1202.596038  C_RETURN tests/unit/test_with_pymemtrace.py 437 new_set_bytes                       179318784      -139264
PREV: 1587611      +14     1202.596073  C_RETURN tests/unit/test_with_pymemtrace.py 437 new_set_bytes                       179318784            0
NEXT: 1587612      +15     1202.596075  C_CALL   tests/unit/test_with_pymemtrace.py 437 new_set_bytes                       179302400       -16384
NEXT: 1587613      +1      1202.596078  C_RETURN tests/unit/test_with_pymemtrace.py 437 new_set_bytes                       179269632       -32768
NEXT: 1587614      +1      1202.596081  C_CALL   tests/unit/test_with_pymemtrace.py 437 new_set_bytes                       179253248       -16384
NEXT: 1587615      +1      1202.596083  C_RETURN tests/unit/test_with_pymemtrace.py 437 new_set_bytes                       179220480       -32768
NEXT: 1587616      +1      1202.596086  C_CALL   tests/unit/test_with_pymemtrace.py 437 new_set_bytes                       179204096       -16384
NEXT: 1587617      +1      1202.596089  C_RETURN tests/unit/test_with_pymemtrace.py 437 new_set_bytes                       179171328       -32768
NEXT: 1587618      +1      1202.596091  C_CALL   tests/unit/test_with_pymemtrace.py 437 new_set_bytes                       179154944       -16384
NEXT: 1587619      +1      1202.596094  C_RETURN tests/unit/test_with_pymemtrace.py 437 new_set_bytes                       179130368       -24576
NEXT: 1587620      +1      1202.596097  C_CALL   tests/unit/test_with_pymemtrace.py 437 new_set_bytes                       179109888       -20480
NEXT: 1587621      +1      1202.596099  C_RETURN tests/unit/test_with_pymemtrace.py 437 new_set_bytes                       179089408       -20480
NEXT: 1587622      +1      1202.596102  C_CALL   tests/unit/test_with_pymemtrace.py 437 new_set_bytes                       179073024       -16384
NEXT: 1587623      +1      1202.596105  C_RETURN tests/unit/test_with_pymemtrace.py 437 new_set_bytes                       179040256       -32768
NEXT: 1587624      +1      1202.596108  C_CALL   tests/unit/test_with_pymemtrace.py 437 new_set_bytes                       179023872       -16384
NEXT: 1587625      +1      1202.596110  C_RETURN tests/unit/test_with_pymemtrace.py 437 new_set_bytes                       178991104       -32768
NEXT: 1587626      +1      1202.596113  C_CALL   tests/unit/test_with_pymemtrace.py 437 new_set_bytes                       178966528       -24576
NEXT: 1587627      +1      1202.596116  C_RETURN tests/unit/test_with_pymemtrace.py 437 new_set_bytes                       178941952       -24576
NEXT: 1587628      +1      1202.596118  C_CALL   tests/unit/test_with_pymemtrace.py 437 new_set_bytes                       178925568       -16384
NEXT: 1587629      +1      1202.596121  C_RETURN tests/unit/test_with_pymemtrace.py 437 new_set_bytes                       178892800       -32768
NEXT: 1587630      +1      1202.596130  C_CALL   tests/unit/test_with_pymemtrace.py 437 new_set_bytes                       178810880       -81920
NEXT: 1587631      +1      1202.596134  C_RETURN tests/unit/test_with_pymemtrace.py 437 new_set_bytes                       178778112       -32768
NEXT: 1587632      +1      1202.596136  C_CALL   tests/unit/test_with_pymemtrace.py 437 new_set_bytes                       178761728       -16384
NEXT: 1587633      +1      1202.596140  C_RETURN tests/unit/test_with_pymemtrace.py 437 new_set_bytes                       178728960       -32768
NEXT: 1587634      +1      1202.596141  C_CALL   tests/unit/test_with_pymemtrace.py 437 new_set_bytes                       178712576       -16384
NEXT: 1587635      +1      1202.596145  C_RETURN tests/unit/test_with_pymemtrace.py 437 new_set_bytes                       178679808       -32768
NEXT: 1587636      +1      1202.596147  C_CALL   tests/unit/test_with_pymemtrace.py 437 new_set_bytes                       178663424       -16384
NEXT: 1587637      +1      1202.596151  C_RETURN tests/unit/test_with_pymemtrace.py 437 new_set_bytes                       178630656       -32768
NEXT: 1587638      +1      1202.596152  C_CALL   tests/unit/test_with_pymemtrace.py 437 new_set_bytes                       178614272       -16384
NEXT: 1587639      +1      1202.596156  C_RETURN tests/unit/test_with_pymemtrace.py 437 new_set_bytes                       178581504       -32768
NEXT: 1587640      +1      1202.596158  C_CALL   tests/unit/test_with_pymemtrace.py 437 new_set_bytes                       178565120       -16384
NEXT: 1587641      +1      1202.596161  C_RETURN tests/unit/test_with_pymemtrace.py 437 new_set_bytes                       178532352       -32768
PREV: 1587642      +1      1202.596163  C_CALL   tests/unit/test_with_pymemtrace.py 437 new_set_bytes                       178532352            0
NEXT: 1587643      +2      1202.596167  C_RETURN tests/unit/test_with_pymemtrace.py 437 new_set_bytes                       178499584       -32768
NEXT: 1587644      +1      1202.596168  C_CALL   tests/unit/test_with_pymemtrace.py 437 new_set_bytes                       178483200       -16384
NEXT: 1587645      +1      1202.596172  C_RETURN tests/unit/test_with_pymemtrace.py 437 new_set_bytes                       178450432       -32768
NEXT: 1587646      +1      1202.596174  C_CALL   tests/unit/test_with_pymemtrace.py 437 new_set_bytes                       178434048       -16384
NEXT: 1587647      +1      1202.596177  C_RETURN tests/unit/test_with_pymemtrace.py 437 new_set_bytes                       178401280       -32768
NEXT: 1587648      +1      1202.596179  C_CALL   tests/unit/test_with_pymemtrace.py 437 new_set_bytes                       178384896       -16384
NEXT: 1587649      +1      1202.596183  C_RETURN tests/unit/test_with_pymemtrace.py 437 new_set_bytes                       178352128       -32768
NEXT: 1587650      +1      1202.596208  C_CALL   tests/unit/test_with_pymemtrace.py 437 new_set_bytes                       177401856      -950272
PREV: 1587797      +147    1202.596564  C_RETURN tests/unit/test_with_pymemtrace.py 437 new_set_bytes                       177401856            0
NEXT: 1587798      +148    1202.596567  C_CALL   tests/unit/test_with_pymemtrace.py 437 new_set_bytes                       177385472       -16384
NEXT: 1587799      +1      1202.596570  C_RETURN tests/unit/test_with_pymemtrace.py 437 new_set_bytes                       177352704       -32768
NEXT: 1587800      +1      1202.596573  C_CALL   tests/unit/test_with_pymemtrace.py 437 new_set_bytes                       177336320       -16384
NEXT: 1587801      +1      1202.596576  C_RETURN tests/unit/test_with_pymemtrace.py 437 new_set_bytes                       177303552       -32768
NEXT: 1587802      +1      1202.596578  C_CALL   tests/unit/test_with_pymemtrace.py 437 new_set_bytes                       177274880       -28672
NEXT: 1587803      +1      1202.596581  C_RETURN tests/unit/test_with_pymemtrace.py 437 new_set_bytes                       177246208       -28672
NEXT: 1587804      +1      1202.596584  C_CALL   tests/unit/test_with_pymemtrace.py 437 new_set_bytes                       177221632       -24576
NEXT: 1587805      +1      1202.596586  C_RETURN tests/unit/test_with_pymemtrace.py 437 new_set_bytes                       177205248       -16384
NEXT: 1587806      +1      1202.596589  C_CALL   tests/unit/test_with_pymemtrace.py 437 new_set_bytes                       177180672       -24576
NEXT: 1587807      +1      1202.596593  C_RETURN tests/unit/test_with_pymemtrace.py 437 new_set_bytes                       177156096       -24576
NEXT: 1587808      +1      1202.596594  C_CALL   tests/unit/test_with_pymemtrace.py 437 new_set_bytes                       177139712       -16384
NEXT: 1587809      +1      1202.596598  C_RETURN tests/unit/test_with_pymemtrace.py 437 new_set_bytes                       177106944       -32768
NEXT: 1587810      +1      1202.596600  C_CALL   tests/unit/test_with_pymemtrace.py 437 new_set_bytes                       177074176       -32768
NEXT: 1587811      +1      1202.596603  C_RETURN tests/unit/test_with_pymemtrace.py 437 new_set_bytes                       177041408       -32768
NEXT: 1587812      +1      1202.596605  C_CALL   tests/unit/test_with_pymemtrace.py 437 new_set_bytes                       177025024       -16384
NEXT: 1587813      +1      1202.596609  C_RETURN tests/unit/test_with_pymemtrace.py 437 new_set_bytes                       176992256       -32768
NEXT: 1587814      +1      1202.596610  C_CALL   tests/unit/test_with_pymemtrace.py 437 new_set_bytes                       176975872       -16384
NEXT: 1587815      +1      1202.596622  C_RETURN tests/unit/test_with_pymemtrace.py 437 new_set_bytes                       176910336       -65536
PREV: 1587884      +69     1202.596787  C_CALL   tests/unit/test_with_pymemtrace.py 437 new_set_bytes                       176910336            0
NEXT: 1587885      +70     1202.596791  C_RETURN tests/unit/test_with_pymemtrace.py 437 new_set_bytes                       176893952       -16384
NEXT: 1587886      +1      1202.596792  C_CALL   tests/unit/test_with_pymemtrace.py 437 new_set_bytes                       176869376       -24576
NEXT: 1587887      +1      1202.596796  C_RETURN tests/unit/test_with_pymemtrace.py 437 new_set_bytes                       176840704       -28672
NEXT: 1587888      +1      1202.596798  C_CALL   tests/unit/test_with_pymemtrace.py 437 new_set_bytes                       176812032       -28672
NEXT: 1587889      +1      1202.596802  C_RETURN tests/unit/test_with_pymemtrace.py 437 new_set_bytes                       176787456       -24576
NEXT: 1587890      +1      1202.596804  C_CALL   tests/unit/test_with_pymemtrace.py 437 new_set_bytes                       176762880       -24576
NEXT: 1587891      +1      1202.596807  C_RETURN tests/unit/test_with_pymemtrace.py 437 new_set_bytes                       176738304       -24576
NEXT: 1587892      +1      1202.596809  C_CALL   tests/unit/test_with_pymemtrace.py 437 new_set_bytes                       176713728       -24576
NEXT: 1587893      +1      1202.596812  C_RETURN tests/unit/test_with_pymemtrace.py 437 new_set_bytes                       176680960       -32768
NEXT: 1587894      +1      1202.596815  C_CALL   tests/unit/test_with_pymemtrace.py 437 new_set_bytes                       176664576       -16384
NEXT: 1587895      +1      1202.596817  C_RETURN tests/unit/test_with_pymemtrace.py 437 new_set_bytes                       176631808       -32768
NEXT: 1587896      +1      1202.596820  C_CALL   tests/unit/test_with_pymemtrace.py 437 new_set_bytes                       176615424       -16384
NEXT: 1587897      +1      1202.596823  C_RETURN tests/unit/test_with_pymemtrace.py 437 new_set_bytes                       176582656       -32768
NEXT: 1587898      +1      1202.596825  C_CALL   tests/unit/test_with_pymemtrace.py 437 new_set_bytes                       176566272       -16384
NEXT: 1587899      +1      1202.596829  C_RETURN tests/unit/test_with_pymemtrace.py 437 new_set_bytes                       176533504       -32768
NEXT: 1587900      +1      1202.596831  C_CALL   tests/unit/test_with_pymemtrace.py 437 new_set_bytes                       176517120       -16384
NEXT: 1587901      +1      1202.596835  C_RETURN tests/unit/test_with_pymemtrace.py 437 new_set_bytes                       176484352       -32768
NEXT: 1587902      +1      1202.596836  C_CALL   tests/unit/test_with_pymemtrace.py 437 new_set_bytes                       176455680       -28672
NEXT: 1587903      +1      1202.596845  C_RETURN tests/unit/test_with_pymemtrace.py 437 new_set_bytes                       176369664       -86016
NEXT: 1587904      +1      1202.596847  C_CALL   tests/unit/test_with_pymemtrace.py 437 new_set_bytes                       176353280       -16384
NEXT: 1587905      +1      1202.596851  C_RETURN tests/unit/test_with_pymemtrace.py 437 new_set_bytes                       176320512       -32768
NEXT: 1587906      +1      1202.596852  C_CALL   tests/unit/test_with_pymemtrace.py 437 new_set_bytes                       176304128       -16384
NEXT: 1587907      +1      1202.596856  C_RETURN tests/unit/test_with_pymemtrace.py 437 new_set_bytes                       176271360       -32768
NEXT: 1587908      +1      1202.596859  C_CALL   tests/unit/test_with_pymemtrace.py 437 new_set_bytes                       176254976       -16384
NEXT: 1587909      +1      1202.596862  C_RETURN tests/unit/test_with_pymemtrace.py 437 new_set_bytes                       176222208       -32768
NEXT: 1587910      +1      1202.596864  C_CALL   tests/unit/test_with_pymemtrace.py 437 new_set_bytes                       176197632       -24576
NEXT: 1587911      +1      1202.596867  C_RETURN tests/unit/test_with_pymemtrace.py 437 new_set_bytes                       176164864       -32768
NEXT: 1587912      +1      1202.596870  C_CALL   tests/unit/test_with_pymemtrace.py 437 new_set_bytes                       176148480       -16384
NEXT: 1587913      +1      1202.596872  C_RETURN tests/unit/test_with_pymemtrace.py 437 new_set_bytes                       176119808       -28672
NEXT: 1587914      +1      1202.596875  C_CALL   tests/unit/test_with_pymemtrace.py 437 new_set_bytes                       176091136       -28672
NEXT: 1587915      +1      1202.596879  C_RETURN tests/unit/test_with_pymemtrace.py 437 new_set_bytes                       176058368       -32768
NEXT: 1587916      +1      1202.596880  C_CALL   tests/unit/test_with_pymemtrace.py 437 new_set_bytes                       176041984       -16384
NEXT: 1587917      +1      1202.596884  C_RETURN tests/unit/test_with_pymemtrace.py 437 new_set_bytes                       176009216       -32768
NEXT: 1587918      +1      1202.596886  C_CALL   tests/unit/test_with_pymemtrace.py 437 new_set_bytes                       175992832       -16384
NEXT: 1587919      +1      1202.596889  C_RETURN tests/unit/test_with_pymemtrace.py 437 new_set_bytes                       175960064       -32768
NEXT: 1587920      +1      1202.596891  C_CALL   tests/unit/test_with_pymemtrace.py 437 new_set_bytes                       175943680       -16384
NEXT: 1587921      +1      1202.596895  C_RETURN tests/unit/test_with_pymemtrace.py 437 new_set_bytes                       175927296       -16384
PREV: 1588465      +544    1202.598219  C_RETURN tests/unit/test_with_pymemtrace.py 437 new_set_bytes                       175927296            0
NEXT: 1588466      +545    1202.598221  C_CALL   tests/unit/test_with_pymemtrace.py 437 new_set_bytes                       175910912       -16384
PREV: 1591933      +3467   1202.606517  C_RETURN tests/unit/test_with_pymemtrace.py 437 new_set_bytes                       175910912            0
NEXT: 1591934      +3468   1202.606518  C_CALL   tests/unit/test_with_pymemtrace.py 437 new_set_bytes                       175898624       -12288
NEXT: 1591935      +1      1202.606522  C_RETURN tests/unit/test_with_pymemtrace.py 437 new_set_bytes                       175894528        -4096
PREV: 1592088      +153    1202.606884  C_CALL   tests/unit/test_with_pymemtrace.py 437 new_set_bytes                       175894528            0
NEXT: 1592089      +154    1202.606888  C_RETURN tests/unit/test_with_pymemtrace.py 437 new_set_bytes                       175882240       -12288
NEXT: 1592090      +1      1202.606889  C_CALL   tests/unit/test_with_pymemtrace.py 437 new_set_bytes                       175878144        -4096
PREV: 1592509      +419    1202.607896  C_RETURN tests/unit/test_with_pymemtrace.py 437 new_set_bytes                       175878144            0
NEXT: 1592510      +420    1202.607899  C_CALL   tests/unit/test_with_pymemtrace.py 437 new_set_bytes                       175861760       -16384
NEXT: 1592511      +1      1202.607901  C_RETURN tests/unit/test_with_pymemtrace.py 437 new_set_bytes                       175845376       -16384
NEXT: 1592512      +1      1202.607904  C_CALL   tests/unit/test_with_pymemtrace.py 437 new_set_bytes                       175833088       -12288
NEXT: 1592513      +1      1202.607908  C_RETURN tests/unit/test_with_pymemtrace.py 437 new_set_bytes                       175812608       -20480
NEXT: 1592514      +1      1202.607909  C_CALL   tests/unit/test_with_pymemtrace.py 437 new_set_bytes                       175804416        -8192
NEXT: 1592515      +1      1202.607913  C_RETURN tests/unit/test_with_pymemtrace.py 437 new_set_bytes                       175779840       -24576
NEXT: 1592516      +1      1202.607915  C_CALL   tests/unit/test_with_pymemtrace.py 437 new_set_bytes                       175763456       -16384
NEXT: 1592517      +1      1202.607918  C_RETURN tests/unit/test_with_pymemtrace.py 437 new_set_bytes                       175747072       -16384
NEXT: 1592518      +1      1202.607920  C_CALL   tests/unit/test_with_pymemtrace.py 437 new_set_bytes                       175734784       -12288
NEXT: 1592519      +1      1202.607923  C_RETURN tests/unit/test_with_pymemtrace.py 437 new_set_bytes                       175714304       -20480
NEXT: 1592520      +1      1202.607926  C_CALL   tests/unit/test_with_pymemtrace.py 437 new_set_bytes                       175697920       -16384
NEXT: 1592521      +1      1202.607965  C_RETURN tests/unit/test_with_pymemtrace.py 437 new_set_bytes                       173256704     -2441216
PREV: 6418572      +4826051 1213.819759  C_CALL   tests/unit/test_with_pymemtrace.py 437 new_set_bytes                       173256704            0
NEXT: 6418573      +4826052 1213.819763  C_RETURN tests/unit/test_with_pymemtrace.py 437 new_set_bytes                       173240320       -16384
NEXT: 6418574      +1      1213.819766  C_CALL   tests/unit/test_with_pymemtrace.py 437 new_set_bytes                       173215744       -24576
NEXT: 6418575      +1      1213.819770  C_RETURN tests/unit/test_with_pymemtrace.py 437 new_set_bytes                       173199360       -16384
NEXT: 6418576      +1      1213.819771  C_CALL   tests/unit/test_with_pymemtrace.py 437 new_set_bytes                       173191168        -8192
NEXT: 6418577      +1      1213.819775  C_RETURN tests/unit/test_with_pymemtrace.py 437 new_set_bytes                       173174784       -16384
NEXT: 6418578      +1      1213.819777  C_CALL   tests/unit/test_with_pymemtrace.py 437 new_set_bytes                       173158400       -16384
NEXT: 6418579      +1      1213.819780  C_RETURN tests/unit/test_with_pymemtrace.py 437 new_set_bytes                       173142016       -16384
NEXT: 6418580      +1      1213.819782  C_CALL   tests/unit/test_with_pymemtrace.py 437 new_set_bytes                       173125632       -16384
NEXT: 6418581      +1      1213.819786  C_RETURN tests/unit/test_with_pymemtrace.py 437 new_set_bytes                       173109248       -16384
NEXT: 6418582      +1      1213.819788  C_CALL   tests/unit/test_with_pymemtrace.py 437 new_set_bytes                       173092864       -16384
NEXT: 6418583      +1      1213.819791  C_RETURN tests/unit/test_with_pymemtrace.py 437 new_set_bytes                       173076480       -16384
NEXT: 6418584      +1      1213.819794  C_CALL   tests/unit/test_with_pymemtrace.py 437 new_set_bytes                       173060096       -16384
NEXT: 6418585      +1      1213.819797  C_RETURN tests/unit/test_with_pymemtrace.py 437 new_set_bytes                       173043712       -16384
NEXT: 6418586      +1      1213.819799  C_CALL   tests/unit/test_with_pymemtrace.py 437 new_set_bytes                       173035520        -8192
NEXT: 6418587      +1      1213.819802  C_RETURN tests/unit/test_with_pymemtrace.py 437 new_set_bytes                       173019136       -16384
NEXT: 6418588      +1      1213.819805  C_CALL   tests/unit/test_with_pymemtrace.py 437 new_set_bytes                       173010944        -8192
NEXT: 6418589      +1      1213.819808  C_RETURN tests/unit/test_with_pymemtrace.py 437 new_set_bytes                       172994560       -16384
NEXT: 6418590      +1      1213.819810  C_CALL   tests/unit/test_with_pymemtrace.py 437 new_set_bytes                       172986368        -8192
NEXT: 6418591      +1      1213.819914  C_RETURN tests/unit/test_with_pymemtrace.py 437 new_set_bytes                       170962944     -2023424
PREV: 6418669      +78     1213.820109  C_RETURN tests/unit/test_with_pymemtrace.py 437 new_set_bytes                       170962944            0
NEXT: 6418670      +79     1213.820111  C_CALL   tests/unit/test_with_pymemtrace.py 437 new_set_bytes                       170950656       -12288
NEXT: 6418671      +1      1213.820114  C_RETURN tests/unit/test_with_pymemtrace.py 437 new_set_bytes                       170930176       -20480
NEXT: 6418672      +1      1213.820117  C_CALL   tests/unit/test_with_pymemtrace.py 437 new_set_bytes                       170913792       -16384
NEXT: 6418673      +1      1213.820120  C_RETURN tests/unit/test_with_pymemtrace.py 437 new_set_bytes                       170897408       -16384
NEXT: 6418674      +1      1213.820122  C_CALL   tests/unit/test_with_pymemtrace.py 437 new_set_bytes                       170893312        -4096
NEXT: 6418675      +1      1213.820125  C_RETURN tests/unit/test_with_pymemtrace.py 437 new_set_bytes                       170868736       -24576
NEXT: 6418676      +1      1213.820128  C_CALL   tests/unit/test_with_pymemtrace.py 437 new_set_bytes                       170864640        -4096
NEXT: 6418677      +1      1213.820131  C_RETURN tests/unit/test_with_pymemtrace.py 437 new_set_bytes                       170848256       -16384
NEXT: 6418678      +1      1213.820133  C_CALL   tests/unit/test_with_pymemtrace.py 437 new_set_bytes                       170831872       -16384
NEXT: 6418679      +1      1213.820137  C_RETURN tests/unit/test_with_pymemtrace.py 437 new_set_bytes                       170815488       -16384
NEXT: 6418680      +1      1213.820139  C_CALL   tests/unit/test_with_pymemtrace.py 437 new_set_bytes                       170799104       -16384
NEXT: 6418681      +1      1213.820142  C_RETURN tests/unit/test_with_pymemtrace.py 437 new_set_bytes                       170782720       -16384
NEXT: 6418682      +1      1213.820144  C_CALL   tests/unit/test_with_pymemtrace.py 437 new_set_bytes                       170766336       -16384
NEXT: 6418683      +1      1213.820148  C_RETURN tests/unit/test_with_pymemtrace.py 437 new_set_bytes                       170749952       -16384
NEXT: 6418684      +1      1213.820149  C_CALL   tests/unit/test_with_pymemtrace.py 437 new_set_bytes                       170737664       -12288
NEXT: 6418685      +1      1213.820153  C_RETURN tests/unit/test_with_pymemtrace.py 437 new_set_bytes                       170717184       -20480
NEXT: 6418686      +1      1213.820155  C_CALL   tests/unit/test_with_pymemtrace.py 437 new_set_bytes                       170708992        -8192
NEXT: 6418687      +1      1213.820169  C_RETURN tests/unit/test_with_pymemtrace.py 437 new_set_bytes                       170618880       -90112
NEXT: 6418688      +1      1213.820172  C_CALL   tests/unit/test_with_pymemtrace.py 437 new_set_bytes                       170610688        -8192
NEXT: 6418689      +1      1213.820175  C_RETURN tests/unit/test_with_pymemtrace.py 437 new_set_bytes                       170590208       -20480
NEXT: 6418690      +1      1213.820177  C_CALL   tests/unit/test_with_pymemtrace.py 437 new_set_bytes                       170586112        -4096
NEXT: 6418691      +1      1213.820181  C_RETURN tests/unit/test_with_pymemtrace.py 437 new_set_bytes                       170565632       -20480
NEXT: 6418692      +1      1213.820182  C_CALL   tests/unit/test_with_pymemtrace.py 437 new_set_bytes                       170553344       -12288
NEXT: 6418693      +1      1213.820186  C_RETURN tests/unit/test_with_pymemtrace.py 437 new_set_bytes                       170536960       -16384
