      Event        dEvent  Clock        What     File                                                                            #line Function                                  RSS         dRSS
NEXT: 0            +0      1680.679581  CALL     /Users/paulross/CLionProjects/PythonCppHomogeneousContainers/tests/unit/test_with_pymemtrace.py#  22 _test_new_list_bool                 352980992    352980992
PREV: 56           +56     1680.679750  C_RETURN /Users/paulross/CLionProjects/PythonCppHomogeneousContainers/tests/unit/test_with_pymemtrace.py#  26 print                               352980992            0
NEXT: 57           +57     1681.057188  C_CALL   /Users/paulross/CLionProjects/PythonCppHomogeneousContainers/tests/unit/test_with_pymemtrace.py#  30 perf_counter                        273788928    -79192064
PREV: 59           +2      1681.057205  C_CALL   /Users/paulross/CLionProjects/PythonCppHomogeneousContainers/tests/unit/test_with_pymemtrace.py#  31 new_list_list_bool                  273788928            0
NEXT: 60           +3      1681.981181  C_RETURN /Users/paulross/CLionProjects/PythonCppHomogeneousContainers/tests/unit/test_with_pymemtrace.py#  31 new_list_list_bool                  772923392    499134464
PREV: 64           +4      1681.996545  C_RETURN /Users/paulross/CLionProjects/PythonCppHomogeneousContainers/tests/unit/test_with_pymemtrace.py#  33 append                              772923392            0
NEXT: 65           +5      1682.500787  C_CALL   /Users/paulross/CLionProjects/PythonCppHomogeneousContainers/tests/unit/test_with_pymemtrace.py#  30 perf_counter                        609845248   -163078144
PREV: 67           +2      1682.500809  C_CALL   /Users/paulross/CLionProjects/PythonCppHomogeneousContainers/tests/unit/test_with_pymemtrace.py#  31 new_list_list_bool                  609845248            0
NEXT: 68           +3      1683.600485  C_RETURN /Users/paulross/CLionProjects/PythonCppHomogeneousContainers/tests/unit/test_with_pymemtrace.py#  31 new_list_list_bool                 1098481664    488636416
PREV: 72           +4      1683.623088  C_RETURN /Users/paulross/CLionProjects/PythonCppHomogeneousContainers/tests/unit/test_with_pymemtrace.py#  33 append                             1098481664            0
NEXT: 73           +5      1684.493764  C_CALL   /Users/paulross/CLionProjects/PythonCppHomogeneousContainers/tests/unit/test_with_pymemtrace.py#  30 perf_counter                        943329280   -155152384
PREV: 75           +2      1684.493811  C_CALL   /Users/paulross/CLionProjects/PythonCppHomogeneousContainers/tests/unit/test_with_pymemtrace.py#  31 new_list_list_bool                  943329280            0
NEXT: 76           +3      1686.553933  C_RETURN /Users/paulross/CLionProjects/PythonCppHomogeneousContainers/tests/unit/test_with_pymemtrace.py#  31 new_list_list_bool                 1180536832    237207552
PREV: 80           +4      1686.582529  C_RETURN /Users/paulross/CLionProjects/PythonCppHomogeneousContainers/tests/unit/test_with_pymemtrace.py#  33 append                             1180536832            0
NEXT: 81           +5      1687.323378  C_CALL   /Users/paulross/CLionProjects/PythonCppHomogeneousContainers/tests/unit/test_with_pymemtrace.py#  30 perf_counter                       1025044480   -155492352
PREV: 83           +2      1687.323403  C_CALL   /Users/paulross/CLionProjects/PythonCppHomogeneousContainers/tests/unit/test_with_pymemtrace.py#  31 new_list_list_bool                 1025044480            0
NEXT: 84           +3      1688.318810  C_RETURN /Users/paulross/CLionProjects/PythonCppHomogeneousContainers/tests/unit/test_with_pymemtrace.py#  31 new_list_list_bool                 1189449728    164405248
PREV: 88           +4      1688.334199  C_RETURN /Users/paulross/CLionProjects/PythonCppHomogeneousContainers/tests/unit/test_with_pymemtrace.py#  33 append                             1189449728            0
NEXT: 89           +5      1688.740463  C_CALL   /Users/paulross/CLionProjects/PythonCppHomogeneousContainers/tests/unit/test_with_pymemtrace.py#  30 perf_counter                       1031249920   -158199808
PREV: 91           +2      1688.740544  C_CALL   /Users/paulross/CLionProjects/PythonCppHomogeneousContainers/tests/unit/test_with_pymemtrace.py#  31 new_list_list_bool                 1031249920            0
NEXT: 92           +3      1689.589063  C_RETURN /Users/paulross/CLionProjects/PythonCppHomogeneousContainers/tests/unit/test_with_pymemtrace.py#  31 new_list_list_bool                 1370791936    339542016
PREV: 96           +4      1689.601443  C_RETURN /Users/paulross/CLionProjects/PythonCppHomogeneousContainers/tests/unit/test_with_pymemtrace.py#  33 append                             1370791936            0
NEXT: 97           +5      1689.984209  C_CALL   /Users/paulross/CLionProjects/PythonCppHomogeneousContainers/tests/unit/test_with_pymemtrace.py#  30 perf_counter                       1209970688   -160821248
PREV: 99           +2      1689.984222  C_CALL   /Users/paulross/CLionProjects/PythonCppHomogeneousContainers/tests/unit/test_with_pymemtrace.py#  31 new_list_list_bool                 1209970688            0
NEXT: 100          +3      1690.815329  C_RETURN /Users/paulross/CLionProjects/PythonCppHomogeneousContainers/tests/unit/test_with_pymemtrace.py#  31 new_list_list_bool                 1373372416    163401728
PREV: 104          +4      1690.826381  C_RETURN /Users/paulross/CLionProjects/PythonCppHomogeneousContainers/tests/unit/test_with_pymemtrace.py#  33 append                             1373372416            0
NEXT: 105          +5      1691.198307  C_CALL   /Users/paulross/CLionProjects/PythonCppHomogeneousContainers/tests/unit/test_with_pymemtrace.py#  30 perf_counter                       1210294272   -163078144
PREV: 107          +2      1691.198320  C_CALL   /Users/paulross/CLionProjects/PythonCppHomogeneousContainers/tests/unit/test_with_pymemtrace.py#  31 new_list_list_bool                 1210294272            0
NEXT: 108          +3      1692.051763  C_RETURN /Users/paulross/CLionProjects/PythonCppHomogeneousContainers/tests/unit/test_with_pymemtrace.py#  31 new_list_list_bool                 1477971968    267677696
PREV: 112          +4      1692.061823  C_RETURN /Users/paulross/CLionProjects/PythonCppHomogeneousContainers/tests/unit/test_with_pymemtrace.py#  33 append                             1477971968            0
NEXT: 113          +5      1692.417040  C_CALL   /Users/paulross/CLionProjects/PythonCppHomogeneousContainers/tests/unit/test_with_pymemtrace.py#  30 perf_counter                       1314893824   -163078144
PREV: 115          +2      1692.417053  C_CALL   /Users/paulross/CLionProjects/PythonCppHomogeneousContainers/tests/unit/test_with_pymemtrace.py#  31 new_list_list_bool                 1314893824            0
NEXT: 116          +3      1693.256380  C_RETURN /Users/paulross/CLionProjects/PythonCppHomogeneousContainers/tests/unit/test_with_pymemtrace.py#  31 new_list_list_bool                 1477976064    163082240
PREV: 120          +4      1693.270646  C_RETURN /Users/paulross/CLionProjects/PythonCppHomogeneousContainers/tests/unit/test_with_pymemtrace.py#  33 append                             1477976064            0
NEXT: 121          +5      1693.639283  C_CALL   /Users/paulross/CLionProjects/PythonCppHomogeneousContainers/tests/unit/test_with_pymemtrace.py#  30 perf_counter                       1322422272   -155553792
PREV: 123          +2      1693.639298  C_CALL   /Users/paulross/CLionProjects/PythonCppHomogeneousContainers/tests/unit/test_with_pymemtrace.py#  31 new_list_list_bool                 1322422272            0
NEXT: 124          +3      1694.468966  C_RETURN /Users/paulross/CLionProjects/PythonCppHomogeneousContainers/tests/unit/test_with_pymemtrace.py#  31 new_list_list_bool                 1485500416    163078144
PREV: 128          +4      1694.478524  C_RETURN /Users/paulross/CLionProjects/PythonCppHomogeneousContainers/tests/unit/test_with_pymemtrace.py#  33 append                             1485500416            0
NEXT: 129          +5      1694.871162  C_CALL   /Users/paulross/CLionProjects/PythonCppHomogeneousContainers/tests/unit/test_with_pymemtrace.py#  30 perf_counter                       1322422272   -163078144
PREV: 131          +2      1694.871221  C_CALL   /Users/paulross/CLionProjects/PythonCppHomogeneousContainers/tests/unit/test_with_pymemtrace.py#  31 new_list_list_bool                 1322422272            0
NEXT: 132          +3      1695.669520  C_RETURN /Users/paulross/CLionProjects/PythonCppHomogeneousContainers/tests/unit/test_with_pymemtrace.py#  31 new_list_list_bool                 1485500416    163078144
PREV: 173          +41     1695.680205  RETURN   /Users/paulross/CLionProjects/PythonCppHomogeneousContainers/tests/unit/test_with_pymemtrace.py#  39 _test_new_list_bool                1485500416            0
NEXT: 174          +42     1695.696961  C_CALL   /Users/paulross/CLionProjects/PythonCppHomogeneousContainers/tests/unit/test_with_pymemtrace.py#  57 __exit__                           1401614336    -83886080
