      Event        dEvent  Clock        What     File                                                                            #line Function                                  RSS         dRSS
NEXT: 0            +0      1067.430974  CALL     tests/unit/test_with_pymemtrace.py#  22 _test_new_list_bool                 361660416    361660416
PREV: 56           +56     1067.431122  C_RETURN tests/unit/test_with_pymemtrace.py#  26 print                               361660416            0
NEXT: 57           +57     1067.711491  C_CALL   tests/unit/test_with_pymemtrace.py#  30 perf_counter                        282468352    -79192064
PREV: 59           +2      1067.711508  C_CALL   tests/unit/test_with_pymemtrace.py#  31 new_list_list_bool                  282468352            0
NEXT: 60           +3      1068.483444  C_RETURN tests/unit/test_with_pymemtrace.py#  31 new_list_list_bool                  781565952    499097600
PREV: 64           +4      1068.490156  C_RETURN tests/unit/test_with_pymemtrace.py#  33 append                              781565952            0
NEXT: 65           +5      1068.783194  C_CALL   tests/unit/test_with_pymemtrace.py#  30 perf_counter                        618455040   -163110912
PREV: 67           +2      1068.783207  C_CALL   tests/unit/test_with_pymemtrace.py#  31 new_list_list_bool                  618455040            0
NEXT: 68           +3      1069.546346  C_RETURN tests/unit/test_with_pymemtrace.py#  31 new_list_list_bool                 1107030016    488574976
PREV: 72           +4      1069.555445  C_RETURN tests/unit/test_with_pymemtrace.py#  33 append                             1107030016            0
NEXT: 73           +5      1069.849382  C_CALL   tests/unit/test_with_pymemtrace.py#  30 perf_counter                        950145024   -156884992
PREV: 75           +2      1069.849395  C_CALL   tests/unit/test_with_pymemtrace.py#  31 new_list_list_bool                  950145024            0
NEXT: 76           +3      1070.569702  C_RETURN tests/unit/test_with_pymemtrace.py#  31 new_list_list_bool                 1138855936    188710912
PREV: 80           +4      1070.583769  C_RETURN tests/unit/test_with_pymemtrace.py#  33 append                             1138855936            0
NEXT: 81           +5      1070.888980  C_CALL   tests/unit/test_with_pymemtrace.py#  30 perf_counter                        983302144   -155553792
PREV: 83           +2      1070.888997  C_CALL   tests/unit/test_with_pymemtrace.py#  31 new_list_list_bool                  983302144            0
NEXT: 84           +3      1071.735350  C_RETURN tests/unit/test_with_pymemtrace.py#  31 new_list_list_bool                 1425833984    442531840
PREV: 88           +4      1071.753285  C_RETURN tests/unit/test_with_pymemtrace.py#  33 append                             1425833984            0
NEXT: 89           +5      1072.096371  C_CALL   tests/unit/test_with_pymemtrace.py#  30 perf_counter                       1270272000   -155561984
PREV: 91           +2      1072.096437  C_CALL   tests/unit/test_with_pymemtrace.py#  31 new_list_list_bool                 1270272000            0
NEXT: 92           +3      1072.905052  C_RETURN tests/unit/test_with_pymemtrace.py#  31 new_list_list_bool                 1484115968    213843968
PREV: 96           +4      1072.916507  C_RETURN tests/unit/test_with_pymemtrace.py#  33 append                             1484115968            0
NEXT: 97           +5      1073.211642  C_CALL   tests/unit/test_with_pymemtrace.py#  30 perf_counter                       1321414656   -162701312
PREV: 99           +2      1073.211659  C_CALL   tests/unit/test_with_pymemtrace.py#  31 new_list_list_bool                 1321414656            0
NEXT: 100          +3      1073.898794  C_RETURN tests/unit/test_with_pymemtrace.py#  31 new_list_list_bool                 1484689408    163274752
PREV: 104          +4      1073.910820  C_RETURN tests/unit/test_with_pymemtrace.py#  33 append                             1484689408            0
NEXT: 105          +5      1074.204893  C_CALL   tests/unit/test_with_pymemtrace.py#  30 perf_counter                       1321611264   -163078144
PREV: 107          +2      1074.204905  C_CALL   tests/unit/test_with_pymemtrace.py#  31 new_list_list_bool                 1321611264            0
NEXT: 108          +3      1074.889326  C_RETURN tests/unit/test_with_pymemtrace.py#  31 new_list_list_bool                 1485295616    163684352
PREV: 112          +4      1074.898079  C_RETURN tests/unit/test_with_pymemtrace.py#  33 append                             1485295616            0
NEXT: 113          +5      1075.191913  C_CALL   tests/unit/test_with_pymemtrace.py#  30 perf_counter                       1322217472   -163078144
PREV: 115          +2      1075.191926  C_CALL   tests/unit/test_with_pymemtrace.py#  31 new_list_list_bool                 1322217472            0
NEXT: 116          +3      1075.875278  C_RETURN tests/unit/test_with_pymemtrace.py#  31 new_list_list_bool                 1485570048    163352576
PREV: 120          +4      1075.882521  C_RETURN tests/unit/test_with_pymemtrace.py#  33 append                             1485570048            0
NEXT: 121          +5      1076.176003  C_CALL   tests/unit/test_with_pymemtrace.py#  30 perf_counter                       1322491904   -163078144
PREV: 123          +2      1076.176014  C_CALL   tests/unit/test_with_pymemtrace.py#  31 new_list_list_bool                 1322491904            0
NEXT: 124          +3      1076.859435  C_RETURN tests/unit/test_with_pymemtrace.py#  31 new_list_list_bool                 1485570048    163078144
PREV: 128          +4      1076.866504  C_RETURN tests/unit/test_with_pymemtrace.py#  33 append                             1485570048            0
NEXT: 129          +5      1077.160537  C_CALL   tests/unit/test_with_pymemtrace.py#  30 perf_counter                       1322491904   -163078144
PREV: 131          +2      1077.160590  C_CALL   tests/unit/test_with_pymemtrace.py#  31 new_list_list_bool                 1322491904            0
NEXT: 132          +3      1077.843688  C_RETURN tests/unit/test_with_pymemtrace.py#  31 new_list_list_bool                 1485570048    163078144
PREV: 173          +41     1077.852349  RETURN   tests/unit/test_with_pymemtrace.py#  39 _test_new_list_bool                1485570048            0
NEXT: 174          +42     1077.866400  C_CALL   tests/unit/test_with_pymemtrace.py#  57 __exit__                           1401683968    -83886080
