      Event        dEvent  Clock        What     File                                                                            #line Function                                  RSS         dRSS
NEXT: 0            +0      1769.795843  CALL     /Users/paulross/CLionProjects/PythonCppHomogeneousContainers/tests/unit/test_with_pymemtrace.py# 143 _test_new_set_bytes                1553768448   1553768448
PREV: 12605921     +12605921 1803.518937  C_CALL   /Users/paulross/CLionProjects/PythonCppHomogeneousContainers/tests/unit/test_with_pymemtrace.py# 160 add                                2358947840            0
NEXT: 12605922     +12605922 1803.532068  C_RETURN /Users/paulross/CLionProjects/PythonCppHomogeneousContainers/tests/unit/test_with_pymemtrace.py# 160 add                                2392502272     33554432
PREV: 20993327     +8387405 1825.242804  C_CALL   /Users/paulross/CLionProjects/PythonCppHomogeneousContainers/tests/unit/test_with_pymemtrace.py# 167 new_set_bytes                      3039395840            0
NEXT: 20993328     +8387406 1828.479150  C_RETURN /Users/paulross/CLionProjects/PythonCppHomogeneousContainers/tests/unit/test_with_pymemtrace.py# 167 new_set_bytes                      3521298432    481902592
NEXT: 20993329     +1      1829.142178  C_CALL   /Users/paulross/CLionProjects/PythonCppHomogeneousContainers/tests/unit/test_with_pymemtrace.py# 168 perf_counter                       2563289088   -958009344
PREV: 20993332     +3      1829.142201  C_RETURN /Users/paulross/CLionProjects/PythonCppHomogeneousContainers/tests/unit/test_with_pymemtrace.py# 169 append                             2563289088            0
NEXT: 20993333     +4      1829.728851  C_CALL   /Users/paulross/CLionProjects/PythonCppHomogeneousContainers/tests/unit/test_with_pymemtrace.py# 160 add                                 857686016  -1705603072
PREV: 21386405     +393072 1830.754108  C_CALL   /Users/paulross/CLionProjects/PythonCppHomogeneousContainers/tests/unit/test_with_pymemtrace.py# 160 add                                 857780224            0
NEXT: 21386406     +393073 1830.754885  C_RETURN /Users/paulross/CLionProjects/PythonCppHomogeneousContainers/tests/unit/test_with_pymemtrace.py# 160 add                                 859631616      1851392
PREV: 24140141     +2753735 1837.992206  C_CALL   /Users/paulross/CLionProjects/PythonCppHomogeneousContainers/tests/unit/test_with_pymemtrace.py# 160 add                                 976384000         4096
NEXT: 24140142     +2753736 1837.994071  C_RETURN /Users/paulross/CLionProjects/PythonCppHomogeneousContainers/tests/unit/test_with_pymemtrace.py# 160 add                                 977694720      1310720
PREV: 41963081     +17822939 1884.644433  C_CALL   /Users/paulross/CLionProjects/PythonCppHomogeneousContainers/tests/unit/test_with_pymemtrace.py# 167 new_set_bytes                      2337615872         8192
NEXT: 41963082     +17822940 1887.783573  C_RETURN /Users/paulross/CLionProjects/PythonCppHomogeneousContainers/tests/unit/test_with_pymemtrace.py# 167 new_set_bytes                      3011981312    674365440
NEXT: 41963083     +1      1888.654528  C_CALL   /Users/paulross/CLionProjects/PythonCppHomogeneousContainers/tests/unit/test_with_pymemtrace.py# 168 perf_counter                       2364157952   -647823360
PREV: 41963086     +3      1888.654552  C_RETURN /Users/paulross/CLionProjects/PythonCppHomogeneousContainers/tests/unit/test_with_pymemtrace.py# 169 append                             2364157952            0
NEXT: 41963087     +4      1889.209420  C_CALL   /Users/paulross/CLionProjects/PythonCppHomogeneousContainers/tests/unit/test_with_pymemtrace.py# 160 add                                 880246784  -1483911168
PREV: 43534229     +1571142 1893.345937  C_CALL   /Users/paulross/CLionProjects/PythonCppHomogeneousContainers/tests/unit/test_with_pymemtrace.py# 160 add                                 880246784            0
NEXT: 43534230     +1571143 1893.348033  C_RETURN /Users/paulross/CLionProjects/PythonCppHomogeneousContainers/tests/unit/test_with_pymemtrace.py# 160 add                                 884408320      4161536
PREV: 45106717     +1572487 1897.450607  C_CALL   /Users/paulross/CLionProjects/PythonCppHomogeneousContainers/tests/unit/test_with_pymemtrace.py# 160 add                                 989339648         4096
NEXT: 45106718     +1572488 1897.455035  C_RETURN /Users/paulross/CLionProjects/PythonCppHomogeneousContainers/tests/unit/test_with_pymemtrace.py# 160 add                                 992272384      2932736
PREV: 62926191     +17819473 1943.776965  C_CALL   /Users/paulross/CLionProjects/PythonCppHomogeneousContainers/tests/unit/test_with_pymemtrace.py# 167 new_set_bytes                      2358812672            0
NEXT: 62926192     +17819474 1947.026663  C_RETURN /Users/paulross/CLionProjects/PythonCppHomogeneousContainers/tests/unit/test_with_pymemtrace.py# 167 new_set_bytes                      2693361664    334548992
NEXT: 62926193     +1      1947.738834  C_CALL   /Users/paulross/CLionProjects/PythonCppHomogeneousContainers/tests/unit/test_with_pymemtrace.py# 168 perf_counter                       1587998720  -1105362944
PREV: 62926196     +3      1947.738869  C_RETURN /Users/paulross/CLionProjects/PythonCppHomogeneousContainers/tests/unit/test_with_pymemtrace.py# 169 append                             1588002816            0
NEXT: 62926197     +4      1948.464510  C_CALL   /Users/paulross/CLionProjects/PythonCppHomogeneousContainers/tests/unit/test_with_pymemtrace.py# 160 add                                 426364928  -1161637888
PREV: 62950933     +24736  1948.526564  C_CALL   /Users/paulross/CLionProjects/PythonCppHomogeneousContainers/tests/unit/test_with_pymemtrace.py# 160 add                                 426364928            0
NEXT: 62950934     +24737  1948.526627  C_RETURN /Users/paulross/CLionProjects/PythonCppHomogeneousContainers/tests/unit/test_with_pymemtrace.py# 160 add                                 426479616       114688
PREV: 63024585     +73651  1948.727740  C_CALL   /Users/paulross/CLionProjects/PythonCppHomogeneousContainers/tests/unit/test_with_pymemtrace.py# 160 add                                 426479616            0
NEXT: 63024586     +73652  1948.727908  C_RETURN /Users/paulross/CLionProjects/PythonCppHomogeneousContainers/tests/unit/test_with_pymemtrace.py# 160 add                                 426741760       262144
PREV: 64499685     +1475099 1952.619714  C_CALL   /Users/paulross/CLionProjects/PythonCppHomogeneousContainers/tests/unit/test_with_pymemtrace.py# 160 add                                 426741760            0
NEXT: 64499686     +1475100 1952.621776  C_RETURN /Users/paulross/CLionProjects/PythonCppHomogeneousContainers/tests/unit/test_with_pymemtrace.py# 160 add                                 430936064      4194304
PREV: 83898363     +19398677 2002.769326  C_CALL   /Users/paulross/CLionProjects/PythonCppHomogeneousContainers/tests/unit/test_with_pymemtrace.py# 167 new_set_bytes                      1907617792            0
NEXT: 83898364     +19398678 2005.668516  C_RETURN /Users/paulross/CLionProjects/PythonCppHomogeneousContainers/tests/unit/test_with_pymemtrace.py# 167 new_set_bytes                      3271458816   1363841024
NEXT: 83898365     +1      2006.432247  C_CALL   /Users/paulross/CLionProjects/PythonCppHomogeneousContainers/tests/unit/test_with_pymemtrace.py# 168 perf_counter                       2265014272  -1006444544
PREV: 83898368     +3      2006.432273  C_RETURN /Users/paulross/CLionProjects/PythonCppHomogeneousContainers/tests/unit/test_with_pymemtrace.py# 169 append                             2265014272            0
NEXT: 83898369     +4      2006.917625  C_CALL   /Users/paulross/CLionProjects/PythonCppHomogeneousContainers/tests/unit/test_with_pymemtrace.py# 160 add                                 403423232  -1861591040
PREV: 87045025     +3146656 2015.141331  C_CALL   /Users/paulross/CLionProjects/PythonCppHomogeneousContainers/tests/unit/test_with_pymemtrace.py# 160 add                                 510459904            0
NEXT: 87045026     +3146657 2015.145387  C_RETURN /Users/paulross/CLionProjects/PythonCppHomogeneousContainers/tests/unit/test_with_pymemtrace.py# 160 add                                 518848512      8388608
PREV: 104868443    +17823417 2061.217513  C_CALL   /Users/paulross/CLionProjects/PythonCppHomogeneousContainers/tests/unit/test_with_pymemtrace.py# 167 new_set_bytes                      1888505856            0
NEXT: 104868444    +17823418 2064.455283  C_RETURN /Users/paulross/CLionProjects/PythonCppHomogeneousContainers/tests/unit/test_with_pymemtrace.py# 167 new_set_bytes                      2278617088    390111232
NEXT: 104868445    +1      2065.481954  C_CALL   /Users/paulross/CLionProjects/PythonCppHomogeneousContainers/tests/unit/test_with_pymemtrace.py# 168 perf_counter                       1670352896   -608264192
PREV: 104868448    +3      2065.481977  C_RETURN /Users/paulross/CLionProjects/PythonCppHomogeneousContainers/tests/unit/test_with_pymemtrace.py# 169 append                             1670352896            0
NEXT: 104868449    +4      2066.342841  C_CALL   /Users/paulross/CLionProjects/PythonCppHomogeneousContainers/tests/unit/test_with_pymemtrace.py# 160 add                                 459751424  -1210601472
PREV: 125839263    +20970814 2121.198929  C_CALL   /Users/paulross/CLionProjects/PythonCppHomogeneousContainers/tests/unit/test_with_pymemtrace.py# 167 new_set_bytes                      1936453632            0
NEXT: 125839264    +20970815 2123.927129  C_RETURN /Users/paulross/CLionProjects/PythonCppHomogeneousContainers/tests/unit/test_with_pymemtrace.py# 167 new_set_bytes                      3993415680   2056962048
NEXT: 125839265    +1      2124.322221  C_CALL   /Users/paulross/CLionProjects/PythonCppHomogeneousContainers/tests/unit/test_with_pymemtrace.py# 168 perf_counter                       2298929152  -1694486528
PREV: 125839268    +3      2124.322245  C_RETURN /Users/paulross/CLionProjects/PythonCppHomogeneousContainers/tests/unit/test_with_pymemtrace.py# 169 append                             2298929152            0
NEXT: 125839269    +4      2124.724625  C_CALL   /Users/paulross/CLionProjects/PythonCppHomogeneousContainers/tests/unit/test_with_pymemtrace.py# 160 add                                 509489152  -1789440000
PREV: 146811211    +20971942 2178.997761  C_CALL   /Users/paulross/CLionProjects/PythonCppHomogeneousContainers/tests/unit/test_with_pymemtrace.py# 167 new_set_bytes                      1977786368            0
NEXT: 146811212    +20971943 2181.735362  C_RETURN /Users/paulross/CLionProjects/PythonCppHomogeneousContainers/tests/unit/test_with_pymemtrace.py# 167 new_set_bytes                      3631845376   1654059008
NEXT: 146811213    +1      2182.176600  C_CALL   /Users/paulross/CLionProjects/PythonCppHomogeneousContainers/tests/unit/test_with_pymemtrace.py# 168 perf_counter                       1853517824  -1778327552
