      Event        dEvent  Clock        What     File                                                                            #line Function                                  RSS         dRSS
NEXT: 0            +0      2989.833810  C_CALL   test_with_pymemtrace.py# 356 new_set_bytes                       348647424    348647424
NEXT: 1            +1      2989.833839  C_RETURN test_with_pymemtrace.py# 356 new_set_bytes                       348655616         8192
PREV: 33062        +33061  2989.930347  C_CALL   test_with_pymemtrace.py# 356 new_set_bytes                       348655616            0
NEXT: 33063        +33062  2989.930389  C_RETURN test_with_pymemtrace.py# 356 new_set_bytes                       348667904        12288
PREV: 34506        +1443   2989.934840  C_CALL   test_with_pymemtrace.py# 356 new_set_bytes                       348667904            0
NEXT: 34507        +1444   2989.934865  C_RETURN test_with_pymemtrace.py# 356 new_set_bytes                       348676096         8192
PREV: 34508        +1      2989.934867  C_CALL   test_with_pymemtrace.py# 356 new_set_bytes                       348676096            0
NEXT: 34509        +2      2989.934876  C_RETURN test_with_pymemtrace.py# 356 new_set_bytes                       348680192         4096
PREV: 387426       +352917 2990.885052  C_CALL   test_with_pymemtrace.py# 356 new_set_bytes                       348680192            0
NEXT: 387427       +352918 2990.885088  C_RETURN test_with_pymemtrace.py# 356 new_set_bytes                       348696576        16384
PREV: 387428       +1      2990.885095  C_CALL   test_with_pymemtrace.py# 356 new_set_bytes                       348696576            0
NEXT: 387429       +2      2990.885104  C_RETURN test_with_pymemtrace.py# 356 new_set_bytes                       348700672         4096
PREV: 3462286      +3074857 2999.290675  C_CALL   test_with_pymemtrace.py# 356 new_set_bytes                       348700672            0
NEXT: 3462287      +3074858 2999.290742  C_RETURN test_with_pymemtrace.py# 356 new_set_bytes                       348708864         8192
PREV: 3462288      +1      2999.290760  C_CALL   test_with_pymemtrace.py# 356 new_set_bytes                       348708864            0
NEXT: 3462289      +2      2999.290777  C_RETURN test_with_pymemtrace.py# 356 new_set_bytes                       348712960         4096
PREV: 3462626      +337    2999.292367  C_CALL   test_with_pymemtrace.py# 356 new_set_bytes                       348712960            0
NEXT: 3462627      +338    2999.292422  C_RETURN test_with_pymemtrace.py# 356 new_set_bytes                       348717056         4096
PREV: 3462632      +5      2999.292453  C_CALL   test_with_pymemtrace.py# 356 new_set_bytes                       348717056            0
NEXT: 3462633      +6      2999.292575  C_RETURN test_with_pymemtrace.py# 356 new_set_bytes                       348721152         4096
PREV: 3462702      +69     2999.293005  C_CALL   test_with_pymemtrace.py# 356 new_set_bytes                       348721152            0
NEXT: 3462703      +70     2999.293033  C_RETURN test_with_pymemtrace.py# 356 new_set_bytes                       348725248         4096
PREV: 3463838      +1135   2999.298035  C_CALL   test_with_pymemtrace.py# 356 new_set_bytes                       348725248            0
NEXT: 3463839      +1136   2999.298095  C_RETURN test_with_pymemtrace.py# 356 new_set_bytes                       348729344         4096
PREV: 3471214      +7375   2999.329112  C_CALL   test_with_pymemtrace.py# 356 new_set_bytes                       348729344            0
NEXT: 3471215      +7376   2999.329267  C_RETURN test_with_pymemtrace.py# 356 new_set_bytes                       348733440         4096
PREV: 3594914      +123699 2999.933806  C_CALL   test_with_pymemtrace.py# 356 new_set_bytes                       348733440            0
NEXT: 3594915      +123700 2999.933833  C_RETURN test_with_pymemtrace.py# 356 new_set_bytes                       348737536         4096
