      Event        dEvent  Clock        What     File                                                                            #line Function                                  RSS         dRSS
NEXT: 0            +0      1123.627017  CALL     tests/unit/test_with_pymemtrace.py# 106 _test_new_list_vector_bytes        1405702144   1405702144
PREV: 56           +56     1123.627152  C_RETURN tests/unit/test_with_pymemtrace.py# 113 print                              1405702144            0
NEXT: 57           +57     1123.734063  C_CALL   tests/unit/test_with_pymemtrace.py# 118 perf_counter                       1406582784       880640
PREV: 59           +2      1123.734070  C_CALL   tests/unit/test_with_pymemtrace.py# 119 new_list_vector_bytes              1406582784            0
NEXT: 60           +3      1124.640446  C_RETURN tests/unit/test_with_pymemtrace.py# 119 new_list_vector_bytes              3321032704   1914449920
NEXT: 61           +1      1124.933783  C_CALL   tests/unit/test_with_pymemtrace.py# 120 perf_counter                       1500712960  -1820319744
PREV: 64           +3      1124.933805  C_RETURN tests/unit/test_with_pymemtrace.py# 121 append                             1500712960            0
NEXT: 65           +4      1125.043739  C_CALL   tests/unit/test_with_pymemtrace.py# 118 perf_counter                       1484816384    -15896576
PREV: 67           +2      1125.043749  C_CALL   tests/unit/test_with_pymemtrace.py# 119 new_list_vector_bytes              1484816384            0
NEXT: 68           +3      1125.909102  C_RETURN tests/unit/test_with_pymemtrace.py# 119 new_list_vector_bytes              3632492544   2147676160
NEXT: 69           +1      1126.212592  C_CALL   tests/unit/test_with_pymemtrace.py# 120 perf_counter                       1485008896  -2147483648
PREV: 72           +3      1126.212610  C_RETURN tests/unit/test_with_pymemtrace.py# 121 append                             1485008896            0
NEXT: 73           +4      1126.325411  C_CALL   tests/unit/test_with_pymemtrace.py# 118 perf_counter                       1469112320    -15896576
PREV: 75           +2      1126.325428  C_CALL   tests/unit/test_with_pymemtrace.py# 119 new_list_vector_bytes              1469112320            0
NEXT: 76           +3      1127.183089  C_RETURN tests/unit/test_with_pymemtrace.py# 119 new_list_vector_bytes              3630374912   2161262592
NEXT: 77           +1      1127.494505  C_CALL   tests/unit/test_with_pymemtrace.py# 120 perf_counter                       1482895360  -2147479552
PREV: 80           +3      1127.494529  C_RETURN tests/unit/test_with_pymemtrace.py# 121 append                             1482895360            0
NEXT: 81           +4      1127.603723  C_CALL   tests/unit/test_with_pymemtrace.py# 118 perf_counter                       1466998784    -15896576
PREV: 83           +2      1127.603733  C_CALL   tests/unit/test_with_pymemtrace.py# 119 new_list_vector_bytes              1466998784            0
NEXT: 84           +3      1128.466448  C_RETURN tests/unit/test_with_pymemtrace.py# 119 new_list_vector_bytes              3631775744   2164776960
NEXT: 85           +1      1128.748301  C_CALL   tests/unit/test_with_pymemtrace.py# 120 perf_counter                       1484296192  -2147479552
PREV: 88           +3      1128.748317  C_RETURN tests/unit/test_with_pymemtrace.py# 121 append                             1484296192            0
NEXT: 89           +4      1128.859516  C_CALL   tests/unit/test_with_pymemtrace.py# 118 perf_counter                       1468399616    -15896576
