      Event        dEvent  Clock        What     File                                                                            #line Function                                  RSS         dRSS
NEXT: 0            +0      1674.774229  CALL     test_with_pymemtrace.py#  22 _test_new_list_bool                 349978624    349978624
NEXT: 1            +1      1674.774258  CALL     lib/python3.12/site-packages/psutil/__init__.py# 318 __init__                            349995008        16384
NEXT: 2            +1      1674.774265  CALL     lib/python3.12/site-packages/psutil/__init__.py# 321 _init                               349999104         4096
NEXT: 3            +1      1674.774267  C_CALL   lib/python3.12/site-packages/psutil/__init__.py# 323 getpid                              350007296         8192
PREV: 5            +2      1674.774275  CALL     /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/threading.py  # 124 RLock                               350007296            0
NEXT: 6            +3      1674.774285  RETURN   /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/threading.py  # 135 RLock                               350019584        12288
PREV: 9            +3      1674.774294  CALL     lib/python3.12/site-packages/psutil/__init__.py# 751 create_time                         350019584            0
NEXT: 10           +4      1674.774298  CALL     lib/python3.12/site-packages/psutil/_psosx.py# 346 wrapper                             350027776         8192
NEXT: 11           +1      1674.774302  CALL     lib/python3.12/site-packages/psutil/_psosx.py# 475 create_time                         350031872         4096
PREV: 13           +2      1674.774308  CALL     lib/python3.12/site-packages/psutil/_common.py# 498 wrapper                             350031872            0
NEXT: 14           +3      1674.774314  CALL     lib/python3.12/site-packages/psutil/_psosx.py# 371 _get_kinfo_proc                     350035968         4096
NEXT: 15           +1      1674.774317  C_CALL   lib/python3.12/site-packages/psutil/_psosx.py# 375 proc_kinfo_oneshot                  350040064         4096
PREV: 27           +12     1674.774350  CALL     lib/python3.12/site-packages/psutil/__init__.py# 450 pid                                 350040064            0
NEXT: 28           +13     1674.774351  RETURN   lib/python3.12/site-packages/psutil/__init__.py# 453 pid                                 350044160         4096
PREV: 32           +4      1674.774384  CALL     lib/python3.12/site-packages/psutil/__init__.py#1098 memory_info                         350044160            0
NEXT: 33           +5      1674.774388  CALL     lib/python3.12/site-packages/psutil/_psosx.py# 346 wrapper                             350048256         4096
PREV: 54           +21     1674.774434  RETURN   lib/python3.12/site-packages/psutil/_common.py# 506 wrapper                             350048256            0
NEXT: 55           +22     1674.774444  C_CALL   test_with_pymemtrace.py#  26 print                               350052352         4096
PREV: 56           +1      1674.774449  C_RETURN test_with_pymemtrace.py#  26 print                               350052352            0
NEXT: 57           +2      1675.110123  C_CALL   test_with_pymemtrace.py#  30 perf_counter                        295976960    -54075392
PREV: 59           +2      1675.110181  C_CALL   test_with_pymemtrace.py#  31 new_list_vector_bool                295976960            0
NEXT: 60           +3      1675.304046  C_RETURN test_with_pymemtrace.py#  31 new_list_vector_bool                459055104    163078144
PREV: 64           +4      1675.313032  C_RETURN test_with_pymemtrace.py#  33 append                              459055104            0
NEXT: 65           +5      1675.720863  C_CALL   test_with_pymemtrace.py#  30 perf_counter                        254046208   -205008896
PREV: 67           +2      1675.720878  C_CALL   test_with_pymemtrace.py#  31 new_list_vector_bool                254046208            0
NEXT: 68           +3      1675.941838  C_RETURN test_with_pymemtrace.py#  31 new_list_vector_bool                418443264    164397056
PREV: 72           +4      1675.951654  C_RETURN test_with_pymemtrace.py#  33 append                              418443264            0
NEXT: 73           +5      1676.350094  C_CALL   test_with_pymemtrace.py#  30 perf_counter                        255336448   -163106816
PREV: 75           +2      1676.350109  C_CALL   test_with_pymemtrace.py#  31 new_list_vector_bool                255336448            0
NEXT: 76           +3      1676.534046  C_RETURN test_with_pymemtrace.py#  31 new_list_vector_bool                419725312    164388864
PREV: 80           +4      1676.542301  C_RETURN test_with_pymemtrace.py#  33 append                              419725312            0
NEXT: 81           +5      1676.947874  C_CALL   test_with_pymemtrace.py#  30 perf_counter                        256647168   -163078144
PREV: 83           +2      1676.947888  C_CALL   test_with_pymemtrace.py#  31 new_list_vector_bool                256647168            0
NEXT: 84           +3      1677.144192  C_RETURN test_with_pymemtrace.py#  31 new_list_vector_bool                419725312    163078144
PREV: 88           +4      1677.153148  C_RETURN test_with_pymemtrace.py#  33 append                              419725312            0
NEXT: 89           +5      1677.535970  C_CALL   test_with_pymemtrace.py#  30 perf_counter                        256647168   -163078144
PREV: 91           +2      1677.535982  C_CALL   test_with_pymemtrace.py#  31 new_list_vector_bool                256647168            0
NEXT: 92           +3      1677.710670  C_RETURN test_with_pymemtrace.py#  31 new_list_vector_bool                419725312    163078144
PREV: 96           +4      1677.719610  C_RETURN test_with_pymemtrace.py#  33 append                              419725312            0
NEXT: 97           +5      1678.133415  C_CALL   test_with_pymemtrace.py#  30 perf_counter                        256647168   -163078144
PREV: 99           +2      1678.133428  C_CALL   test_with_pymemtrace.py#  31 new_list_vector_bool                256647168            0
NEXT: 100          +3      1678.318373  C_RETURN test_with_pymemtrace.py#  31 new_list_vector_bool                419725312    163078144
PREV: 104          +4      1678.326640  C_RETURN test_with_pymemtrace.py#  33 append                              419725312            0
NEXT: 105          +5      1678.696984  C_CALL   test_with_pymemtrace.py#  30 perf_counter                        256647168   -163078144
PREV: 107          +2      1678.696996  C_CALL   test_with_pymemtrace.py#  31 new_list_vector_bool                256647168            0
NEXT: 108          +3      1678.891368  C_RETURN test_with_pymemtrace.py#  31 new_list_vector_bool                419725312    163078144
PREV: 112          +4      1678.901144  C_RETURN test_with_pymemtrace.py#  33 append                              419725312            0
NEXT: 113          +5      1679.297022  C_CALL   test_with_pymemtrace.py#  30 perf_counter                        256647168   -163078144
PREV: 115          +2      1679.297034  C_CALL   test_with_pymemtrace.py#  31 new_list_vector_bool                256647168            0
NEXT: 116          +3      1679.477060  C_RETURN test_with_pymemtrace.py#  31 new_list_vector_bool                419725312    163078144
PREV: 120          +4      1679.485334  C_RETURN test_with_pymemtrace.py#  33 append                              419725312            0
NEXT: 121          +5      1679.860441  C_CALL   test_with_pymemtrace.py#  30 perf_counter                        256647168   -163078144
PREV: 123          +2      1679.860453  C_CALL   test_with_pymemtrace.py#  31 new_list_vector_bool                256647168            0
NEXT: 124          +3      1680.061838  C_RETURN test_with_pymemtrace.py#  31 new_list_vector_bool                419725312    163078144
PREV: 128          +4      1680.071663  C_RETURN test_with_pymemtrace.py#  33 append                              419725312            0
NEXT: 129          +5      1680.456604  C_CALL   test_with_pymemtrace.py#  30 perf_counter                        256647168   -163078144
PREV: 131          +2      1680.456617  C_CALL   test_with_pymemtrace.py#  31 new_list_vector_bool                256647168            0
NEXT: 132          +3      1680.632264  C_RETURN test_with_pymemtrace.py#  31 new_list_vector_bool                419725312    163078144
PREV: 136          +4      1680.640531  C_RETURN test_with_pymemtrace.py#  33 append                              419725312            0
NEXT: 137          +5      1680.640579  C_CALL   test_with_pymemtrace.py#  37 min                                 419729408         4096
PREV: 142          +5      1680.640614  C_RETURN test_with_pymemtrace.py#  37 len                                 419729408            0
NEXT: 143          +6      1680.640625  C_CALL   test_with_pymemtrace.py#  37 max                                 419733504         4096
PREV: 173          +30     1680.640745  RETURN   test_with_pymemtrace.py#  39 _test_new_list_bool                 419733504            0
NEXT: 174          +31     1680.655992  C_CALL   test_with_pymemtrace.py#  46 __exit__                            335847424    -83886080
