      Event        dEvent  Clock        What     File                                                                            #line Function                                  RSS         dRSS
PREV: 34           +1      1062.974556  CALL     /venv/lib/python3.12/site-packages/psutil/_psosx.py# 448 memory_info                         349065216            0
NEXT: 35           +2      1062.974557  CALL     /venv/lib/python3.12/site-packages/psutil/_psosx.py# 346 wrapper                             349069312         4096
PREV: 54           +19     1062.974596  RETURN   /venv/lib/python3.12/site-packages/psutil/_common.py# 506 wrapper                             349069312            0
NEXT: 55           +20     1062.974608  C_CALL   tests/unit/test_with_pymemtrace.py#  26 print                               349077504         8192
PREV: 56           +1      1062.974613  C_RETURN tests/unit/test_with_pymemtrace.py#  26 print                               349077504            0
NEXT: 57           +2      1063.268881  C_CALL   tests/unit/test_with_pymemtrace.py#  30 perf_counter                        297308160    -51769344
PREV: 59           +2      1063.268939  C_CALL   tests/unit/test_with_pymemtrace.py#  31 new_list_vector_bool                297308160            0
NEXT: 60           +3      1063.411284  C_RETURN tests/unit/test_with_pymemtrace.py#  31 new_list_vector_bool                460386304    163078144
PREV: 64           +4      1063.418009  C_RETURN tests/unit/test_with_pymemtrace.py#  33 append                              460386304            0
NEXT: 65           +5      1063.716180  C_CALL   tests/unit/test_with_pymemtrace.py#  30 perf_counter                        255365120   -205021184
PREV: 67           +2      1063.716192  C_CALL   tests/unit/test_with_pymemtrace.py#  31 new_list_vector_bool                255365120            0
NEXT: 68           +3      1063.856261  C_RETURN tests/unit/test_with_pymemtrace.py#  31 new_list_vector_bool                418443264    163078144
PREV: 72           +4      1063.862950  C_RETURN tests/unit/test_with_pymemtrace.py#  33 append                              418443264            0
NEXT: 73           +5      1064.159243  C_CALL   tests/unit/test_with_pymemtrace.py#  30 perf_counter                        255369216   -163074048
PREV: 75           +2      1064.159254  C_CALL   tests/unit/test_with_pymemtrace.py#  31 new_list_vector_bool                255369216            0
NEXT: 76           +3      1064.300630  C_RETURN tests/unit/test_with_pymemtrace.py#  31 new_list_vector_bool                418447360    163078144
PREV: 80           +4      1064.307341  C_RETURN tests/unit/test_with_pymemtrace.py#  33 append                              418447360            0
NEXT: 81           +5      1064.600263  C_CALL   tests/unit/test_with_pymemtrace.py#  30 perf_counter                        262909952   -155537408
PREV: 83           +2      1064.600275  C_CALL   tests/unit/test_with_pymemtrace.py#  31 new_list_vector_bool                262909952            0
NEXT: 84           +3      1064.740785  C_RETURN tests/unit/test_with_pymemtrace.py#  31 new_list_vector_bool                427298816    164388864
PREV: 88           +4      1064.747485  C_RETURN tests/unit/test_with_pymemtrace.py#  33 append                              427298816            0
NEXT: 89           +5      1065.042264  C_CALL   tests/unit/test_with_pymemtrace.py#  30 perf_counter                        264220672   -163078144
PREV: 91           +2      1065.042276  C_CALL   tests/unit/test_with_pymemtrace.py#  31 new_list_vector_bool                264220672            0
NEXT: 92           +3      1065.182497  C_RETURN tests/unit/test_with_pymemtrace.py#  31 new_list_vector_bool                427298816    163078144
PREV: 96           +4      1065.189183  C_RETURN tests/unit/test_with_pymemtrace.py#  33 append                              427298816            0
NEXT: 97           +5      1065.485480  C_CALL   tests/unit/test_with_pymemtrace.py#  30 perf_counter                        264220672   -163078144
PREV: 99           +2      1065.485497  C_CALL   tests/unit/test_with_pymemtrace.py#  31 new_list_vector_bool                264220672            0
NEXT: 100          +3      1065.625767  C_RETURN tests/unit/test_with_pymemtrace.py#  31 new_list_vector_bool                428625920    164405248
PREV: 104          +4      1065.632463  C_RETURN tests/unit/test_with_pymemtrace.py#  33 append                              428625920            0
NEXT: 105          +5      1065.925824  C_CALL   tests/unit/test_with_pymemtrace.py#  30 perf_counter                        265277440   -163348480
PREV: 107          +2      1065.925836  C_CALL   tests/unit/test_with_pymemtrace.py#  31 new_list_vector_bool                265277440            0
NEXT: 108          +3      1066.066015  C_RETURN tests/unit/test_with_pymemtrace.py#  31 new_list_vector_bool                428453888    163176448
PREV: 112          +4      1066.072704  C_RETURN tests/unit/test_with_pymemtrace.py#  33 append                              428453888            0
NEXT: 113          +5      1066.368134  C_CALL   tests/unit/test_with_pymemtrace.py#  30 perf_counter                        265441280   -163012608
PREV: 115          +2      1066.368147  C_CALL   tests/unit/test_with_pymemtrace.py#  31 new_list_vector_bool                265441280            0
NEXT: 116          +3      1066.508103  C_RETURN tests/unit/test_with_pymemtrace.py#  31 new_list_vector_bool                428519424    163078144
PREV: 120          +4      1066.514806  C_RETURN tests/unit/test_with_pymemtrace.py#  33 append                              428519424            0
NEXT: 121          +5      1066.808067  C_CALL   tests/unit/test_with_pymemtrace.py#  30 perf_counter                        265441280   -163078144
PREV: 123          +2      1066.808078  C_CALL   tests/unit/test_with_pymemtrace.py#  31 new_list_vector_bool                265441280            0
NEXT: 124          +3      1066.949068  C_RETURN tests/unit/test_with_pymemtrace.py#  31 new_list_vector_bool                428519424    163078144
PREV: 128          +4      1066.955758  C_RETURN tests/unit/test_with_pymemtrace.py#  33 append                              428519424            0
NEXT: 129          +5      1067.251363  C_CALL   tests/unit/test_with_pymemtrace.py#  30 perf_counter                        265441280   -163078144
PREV: 131          +2      1067.251374  C_CALL   tests/unit/test_with_pymemtrace.py#  31 new_list_vector_bool                265441280            0
NEXT: 132          +3      1067.393348  C_RETURN tests/unit/test_with_pymemtrace.py#  31 new_list_vector_bool                428519424    163078144
PREV: 136          +4      1067.400068  C_RETURN tests/unit/test_with_pymemtrace.py#  33 append                              428519424            0
NEXT: 137          +5      1067.400116  C_CALL   tests/unit/test_with_pymemtrace.py#  37 min                                 428527616         8192
PREV: 140          +3      1067.400142  C_RETURN tests/unit/test_with_pymemtrace.py#  37 sum                                 428527616            0
NEXT: 141          +4      1067.400150  C_CALL   tests/unit/test_with_pymemtrace.py#  37 len                                 428531712         4096
PREV: 142          +1      1067.400152  C_RETURN tests/unit/test_with_pymemtrace.py#  37 len                                 428531712            0
NEXT: 143          +2      1067.400161  C_CALL   tests/unit/test_with_pymemtrace.py#  37 max                                 428535808         4096
PREV: 173          +30     1067.400261  RETURN   tests/unit/test_with_pymemtrace.py#  39 _test_new_list_bool                 428535808            0
NEXT: 174          +31     1067.413047  C_CALL   tests/unit/test_with_pymemtrace.py#  46 __exit__                            344649728    -83886080
