      Event        dEvent  Clock        What     File                                                                            line Function                                  RSS         dRSS
NEXT: 7384004      +1      1262.293772  C_CALL   tests/unit/test_with_pymemtrace.py 478 new_dict_from_std_unordered_map_bytes_bytes    117161984       -16384
NEXT: 7384005      +1      1262.293776  C_RETURN tests/unit/test_with_pymemtrace.py 478 new_dict_from_std_unordered_map_bytes_bytes    117129216       -32768
NEXT: 7384006      +1      1262.293778  C_CALL   tests/unit/test_with_pymemtrace.py 478 new_dict_from_std_unordered_map_bytes_bytes    117112832       -16384
NEXT: 7384007      +1      1262.293781  C_RETURN tests/unit/test_with_pymemtrace.py 478 new_dict_from_std_unordered_map_bytes_bytes    117096448       -16384
NEXT: 7384008      +1      1262.293783  C_CALL   tests/unit/test_with_pymemtrace.py 478 new_dict_from_std_unordered_map_bytes_bytes    117080064       -16384
NEXT: 7384009      +1      1262.293790  C_RETURN tests/unit/test_with_pymemtrace.py 478 new_dict_from_std_unordered_map_bytes_bytes    117047296       -32768
NEXT: 7384010      +1      1262.293791  C_CALL   tests/unit/test_with_pymemtrace.py 478 new_dict_from_std_unordered_map_bytes_bytes    117030912       -16384
NEXT: 7384011      +1      1262.293795  C_RETURN tests/unit/test_with_pymemtrace.py 478 new_dict_from_std_unordered_map_bytes_bytes    116998144       -32768
NEXT: 7384012      +1      1262.293797  C_CALL   tests/unit/test_with_pymemtrace.py 478 new_dict_from_std_unordered_map_bytes_bytes    116981760       -16384
NEXT: 7384013      +1      1262.293800  C_RETURN tests/unit/test_with_pymemtrace.py 478 new_dict_from_std_unordered_map_bytes_bytes    116965376       -16384
NEXT: 7384014      +1      1262.293802  C_CALL   tests/unit/test_with_pymemtrace.py 478 new_dict_from_std_unordered_map_bytes_bytes    116948992       -16384
NEXT: 7384015      +1      1262.293806  C_RETURN tests/unit/test_with_pymemtrace.py 478 new_dict_from_std_unordered_map_bytes_bytes    116916224       -32768
NEXT: 7384016      +1      1262.293807  C_CALL   tests/unit/test_with_pymemtrace.py 478 new_dict_from_std_unordered_map_bytes_bytes    116899840       -16384
NEXT: 7384017      +1      1262.293811  C_RETURN tests/unit/test_with_pymemtrace.py 478 new_dict_from_std_unordered_map_bytes_bytes    116867072       -32768
NEXT: 7384018      +1      1262.293813  C_CALL   tests/unit/test_with_pymemtrace.py 478 new_dict_from_std_unordered_map_bytes_bytes    116850688       -16384
NEXT: 7384019      +1      1262.293816  C_RETURN tests/unit/test_with_pymemtrace.py 478 new_dict_from_std_unordered_map_bytes_bytes    116826112       -24576
NEXT: 7384020      +1      1262.293819  C_CALL   tests/unit/test_with_pymemtrace.py 478 new_dict_from_std_unordered_map_bytes_bytes    116817920        -8192
NEXT: 7384021      +1      1262.293821  C_RETURN tests/unit/test_with_pymemtrace.py 478 new_dict_from_std_unordered_map_bytes_bytes    116785152       -32768
NEXT: 7384022      +1      1262.293824  C_CALL   tests/unit/test_with_pymemtrace.py 478 new_dict_from_std_unordered_map_bytes_bytes    116768768       -16384
NEXT: 7384023      +1      1262.293826  C_RETURN tests/unit/test_with_pymemtrace.py 478 new_dict_from_std_unordered_map_bytes_bytes    116752384       -16384
NEXT: 7384024      +1      1262.293829  C_CALL   tests/unit/test_with_pymemtrace.py 478 new_dict_from_std_unordered_map_bytes_bytes    116736000       -16384
NEXT: 7384025      +1      1262.293831  C_RETURN tests/unit/test_with_pymemtrace.py 478 new_dict_from_std_unordered_map_bytes_bytes    116703232       -32768
NEXT: 7384026      +1      1262.293834  C_CALL   tests/unit/test_with_pymemtrace.py 478 new_dict_from_std_unordered_map_bytes_bytes    116686848       -16384
NEXT: 7384027      +1      1262.293837  C_RETURN tests/unit/test_with_pymemtrace.py 478 new_dict_from_std_unordered_map_bytes_bytes    116654080       -32768
NEXT: 7384028      +1      1262.293842  C_CALL   tests/unit/test_with_pymemtrace.py 478 new_dict_from_std_unordered_map_bytes_bytes    116621312       -32768
NEXT: 7384029      +1      1262.293844  C_RETURN tests/unit/test_with_pymemtrace.py 478 new_dict_from_std_unordered_map_bytes_bytes    116592640       -28672
NEXT: 7384030      +1      1262.293847  C_CALL   tests/unit/test_with_pymemtrace.py 478 new_dict_from_std_unordered_map_bytes_bytes    116572160       -20480
NEXT: 7384031      +1      1262.293849  C_RETURN tests/unit/test_with_pymemtrace.py 478 new_dict_from_std_unordered_map_bytes_bytes    116547584       -24576
NEXT: 7384032      +1      1262.293852  C_CALL   tests/unit/test_with_pymemtrace.py 478 new_dict_from_std_unordered_map_bytes_bytes    116523008       -24576
NEXT: 7384033      +1      1262.293856  C_RETURN tests/unit/test_with_pymemtrace.py 478 new_dict_from_std_unordered_map_bytes_bytes    116506624       -16384
NEXT: 7384034      +1      1262.293857  C_CALL   tests/unit/test_with_pymemtrace.py 478 new_dict_from_std_unordered_map_bytes_bytes    116490240       -16384
NEXT: 7384035      +1      1262.293861  C_RETURN tests/unit/test_with_pymemtrace.py 478 new_dict_from_std_unordered_map_bytes_bytes    116457472       -32768
NEXT: 7384036      +1      1262.293862  C_CALL   tests/unit/test_with_pymemtrace.py 478 new_dict_from_std_unordered_map_bytes_bytes    116441088       -16384
NEXT: 7384037      +1      1262.293866  C_RETURN tests/unit/test_with_pymemtrace.py 478 new_dict_from_std_unordered_map_bytes_bytes    116408320       -32768
NEXT: 7384038      +1      1262.293868  C_CALL   tests/unit/test_with_pymemtrace.py 478 new_dict_from_std_unordered_map_bytes_bytes    116391936       -16384
NEXT: 7384039      +1      1262.293871  C_RETURN tests/unit/test_with_pymemtrace.py 478 new_dict_from_std_unordered_map_bytes_bytes    116375552       -16384
NEXT: 7384040      +1      1262.293873  C_CALL   tests/unit/test_with_pymemtrace.py 478 new_dict_from_std_unordered_map_bytes_bytes    116359168       -16384
NEXT: 7384041      +1      1262.293876  C_RETURN tests/unit/test_with_pymemtrace.py 478 new_dict_from_std_unordered_map_bytes_bytes    116326400       -32768
NEXT: 7384042      +1      1262.293878  C_CALL   tests/unit/test_with_pymemtrace.py 478 new_dict_from_std_unordered_map_bytes_bytes    116310016       -16384
NEXT: 7384043      +1      1262.293881  C_RETURN tests/unit/test_with_pymemtrace.py 478 new_dict_from_std_unordered_map_bytes_bytes    116285440       -24576
NEXT: 7384044      +1      1262.293883  C_CALL   tests/unit/test_with_pymemtrace.py 478 new_dict_from_std_unordered_map_bytes_bytes    116264960       -20480
NEXT: 7384045      +1      1262.293887  C_RETURN tests/unit/test_with_pymemtrace.py 478 new_dict_from_std_unordered_map_bytes_bytes    116244480       -20480
NEXT: 7384046      +1      1262.293891  C_CALL   tests/unit/test_with_pymemtrace.py 478 new_dict_from_std_unordered_map_bytes_bytes    116211712       -32768
NEXT: 7384047      +1      1262.293893  C_RETURN tests/unit/test_with_pymemtrace.py 478 new_dict_from_std_unordered_map_bytes_bytes    116195328       -16384
NEXT: 7384048      +1      1262.293896  C_CALL   tests/unit/test_with_pymemtrace.py 478 new_dict_from_std_unordered_map_bytes_bytes    116178944       -16384
NEXT: 7384049      +1      1262.293898  C_RETURN tests/unit/test_with_pymemtrace.py 478 new_dict_from_std_unordered_map_bytes_bytes    116162560       -16384
NEXT: 7384050      +1      1262.293901  C_CALL   tests/unit/test_with_pymemtrace.py 478 new_dict_from_std_unordered_map_bytes_bytes    116146176       -16384
NEXT: 7384051      +1      1262.293905  C_RETURN tests/unit/test_with_pymemtrace.py 478 new_dict_from_std_unordered_map_bytes_bytes    116113408       -32768
NEXT: 7384052      +1      1262.293906  C_CALL   tests/unit/test_with_pymemtrace.py 478 new_dict_from_std_unordered_map_bytes_bytes    116097024       -16384
NEXT: 7384053      +1      1262.293910  C_RETURN tests/unit/test_with_pymemtrace.py 478 new_dict_from_std_unordered_map_bytes_bytes    116064256       -32768
NEXT: 7384054      +1      1262.293912  C_CALL   tests/unit/test_with_pymemtrace.py 478 new_dict_from_std_unordered_map_bytes_bytes    116047872       -16384
NEXT: 7384055      +1      1262.293915  C_RETURN tests/unit/test_with_pymemtrace.py 478 new_dict_from_std_unordered_map_bytes_bytes    116027392       -20480
NEXT: 7384056      +1      1262.293917  C_CALL   tests/unit/test_with_pymemtrace.py 478 new_dict_from_std_unordered_map_bytes_bytes    116006912       -20480
NEXT: 7384057      +1      1262.293920  C_RETURN tests/unit/test_with_pymemtrace.py 478 new_dict_from_std_unordered_map_bytes_bytes    115982336       -24576
NEXT: 7384058      +1      1262.293922  C_CALL   tests/unit/test_with_pymemtrace.py 478 new_dict_from_std_unordered_map_bytes_bytes    115965952       -16384
NEXT: 7384059      +1      1262.293925  C_RETURN tests/unit/test_with_pymemtrace.py 478 new_dict_from_std_unordered_map_bytes_bytes    115933184       -32768
NEXT: 7384060      +1      1262.293927  C_CALL   tests/unit/test_with_pymemtrace.py 478 new_dict_from_std_unordered_map_bytes_bytes    115916800       -16384
NEXT: 7384061      +1      1262.293931  C_RETURN tests/unit/test_with_pymemtrace.py 478 new_dict_from_std_unordered_map_bytes_bytes    115884032       -32768
NEXT: 7384062      +1      1262.293932  C_CALL   tests/unit/test_with_pymemtrace.py 478 new_dict_from_std_unordered_map_bytes_bytes    115867648       -16384
NEXT: 7384063      +1      1262.293936  C_RETURN tests/unit/test_with_pymemtrace.py 478 new_dict_from_std_unordered_map_bytes_bytes    115843072       -24576
NEXT: 7384064      +1      1262.293938  C_CALL   tests/unit/test_with_pymemtrace.py 478 new_dict_from_std_unordered_map_bytes_bytes    115818496       -24576
NEXT: 7384065      +1      1262.293966  C_RETURN tests/unit/test_with_pymemtrace.py 478 new_dict_from_std_unordered_map_bytes_bytes    115408896      -409600
PREV: 7384066      +1      1262.293968  C_CALL   tests/unit/test_with_pymemtrace.py 478 new_dict_from_std_unordered_map_bytes_bytes    115408896            0
NEXT: 7384067      +2      1262.293971  C_RETURN tests/unit/test_with_pymemtrace.py 478 new_dict_from_std_unordered_map_bytes_bytes    115392512       -16384
NEXT: 7384068      +1      1262.293974  C_CALL   tests/unit/test_with_pymemtrace.py 478 new_dict_from_std_unordered_map_bytes_bytes    115376128       -16384
NEXT: 7384069      +1      1262.293977  C_RETURN tests/unit/test_with_pymemtrace.py 478 new_dict_from_std_unordered_map_bytes_bytes    115343360       -32768
NEXT: 7384070      +1      1262.293979  C_CALL   tests/unit/test_with_pymemtrace.py 478 new_dict_from_std_unordered_map_bytes_bytes    115326976       -16384
NEXT: 7384071      +1      1262.293982  C_RETURN tests/unit/test_with_pymemtrace.py 478 new_dict_from_std_unordered_map_bytes_bytes    115294208       -32768
NEXT: 7384072      +1      1262.293985  C_CALL   tests/unit/test_with_pymemtrace.py 478 new_dict_from_std_unordered_map_bytes_bytes    115277824       -16384
NEXT: 7384073      +1      1262.293987  C_RETURN tests/unit/test_with_pymemtrace.py 478 new_dict_from_std_unordered_map_bytes_bytes    115253248       -24576
NEXT: 7384074      +1      1262.293990  C_CALL   tests/unit/test_with_pymemtrace.py 478 new_dict_from_std_unordered_map_bytes_bytes    115236864       -16384
NEXT: 7384075      +1      1262.293993  C_RETURN tests/unit/test_with_pymemtrace.py 478 new_dict_from_std_unordered_map_bytes_bytes    115212288       -24576
NEXT: 7384076      +1      1262.293995  C_CALL   tests/unit/test_with_pymemtrace.py 478 new_dict_from_std_unordered_map_bytes_bytes    115195904       -16384
NEXT: 7384077      +1      1262.293998  C_RETURN tests/unit/test_with_pymemtrace.py 478 new_dict_from_std_unordered_map_bytes_bytes    115163136       -32768
NEXT: 7384078      +1      1262.294000  C_CALL   tests/unit/test_with_pymemtrace.py 478 new_dict_from_std_unordered_map_bytes_bytes    115146752       -16384
NEXT: 7384079      +1      1262.294004  C_RETURN tests/unit/test_with_pymemtrace.py 478 new_dict_from_std_unordered_map_bytes_bytes    115113984       -32768
NEXT: 7384080      +1      1262.294005  C_CALL   tests/unit/test_with_pymemtrace.py 478 new_dict_from_std_unordered_map_bytes_bytes    115097600       -16384
NEXT: 7384081      +1      1262.294009  C_RETURN tests/unit/test_with_pymemtrace.py 478 new_dict_from_std_unordered_map_bytes_bytes    115081216       -16384
NEXT: 7384082      +1      1262.294011  C_CALL   tests/unit/test_with_pymemtrace.py 478 new_dict_from_std_unordered_map_bytes_bytes    115064832       -16384
NEXT: 7384083      +1      1262.294017  C_RETURN tests/unit/test_with_pymemtrace.py 478 new_dict_from_std_unordered_map_bytes_bytes    115015680       -49152
NEXT: 7384084      +1      1262.294019  C_CALL   tests/unit/test_with_pymemtrace.py 478 new_dict_from_std_unordered_map_bytes_bytes    114991104       -24576
NEXT: 7384085      +1      1262.294023  C_RETURN tests/unit/test_with_pymemtrace.py 478 new_dict_from_std_unordered_map_bytes_bytes    114966528       -24576
NEXT: 7384086      +1      1262.294024  C_CALL   tests/unit/test_with_pymemtrace.py 478 new_dict_from_std_unordered_map_bytes_bytes    114950144       -16384
NEXT: 7384087      +1      1262.294028  C_RETURN tests/unit/test_with_pymemtrace.py 478 new_dict_from_std_unordered_map_bytes_bytes    114917376       -32768
NEXT: 7384088      +1      1262.294030  C_CALL   tests/unit/test_with_pymemtrace.py 478 new_dict_from_std_unordered_map_bytes_bytes    114900992       -16384
NEXT: 7384089      +1      1262.294033  C_RETURN tests/unit/test_with_pymemtrace.py 478 new_dict_from_std_unordered_map_bytes_bytes    114868224       -32768
NEXT: 7384090      +1      1262.294035  C_CALL   tests/unit/test_with_pymemtrace.py 478 new_dict_from_std_unordered_map_bytes_bytes    114851840       -16384
NEXT: 7384091      +1      1262.294039  C_RETURN tests/unit/test_with_pymemtrace.py 478 new_dict_from_std_unordered_map_bytes_bytes    114819072       -32768
NEXT: 7384092      +1      1262.294041  C_CALL   tests/unit/test_with_pymemtrace.py 478 new_dict_from_std_unordered_map_bytes_bytes    114802688       -16384
NEXT: 7384093      +1      1262.294044  C_RETURN tests/unit/test_with_pymemtrace.py 478 new_dict_from_std_unordered_map_bytes_bytes    114786304       -16384
NEXT: 7384094      +1      1262.294045  C_CALL   tests/unit/test_with_pymemtrace.py 478 new_dict_from_std_unordered_map_bytes_bytes    114769920       -16384
NEXT: 7384095      +1      1262.294049  C_RETURN tests/unit/test_with_pymemtrace.py 478 new_dict_from_std_unordered_map_bytes_bytes    114737152       -32768
NEXT: 7384096      +1      1262.294052  C_CALL   tests/unit/test_with_pymemtrace.py 478 new_dict_from_std_unordered_map_bytes_bytes    114720768       -16384
NEXT: 7384097      +1      1262.294054  C_RETURN tests/unit/test_with_pymemtrace.py 478 new_dict_from_std_unordered_map_bytes_bytes    114688000       -32768
NEXT: 7384098      +1      1262.294057  C_CALL   tests/unit/test_with_pymemtrace.py 478 new_dict_from_std_unordered_map_bytes_bytes    114671616       -16384
NEXT: 7384099      +1      1262.294059  C_RETURN tests/unit/test_with_pymemtrace.py 478 new_dict_from_std_unordered_map_bytes_bytes    114642944       -28672
NEXT: 7384100      +1      1262.294062  C_CALL   tests/unit/test_with_pymemtrace.py 478 new_dict_from_std_unordered_map_bytes_bytes    114638848        -4096
NEXT: 7384101      +1      1262.294064  C_RETURN tests/unit/test_with_pymemtrace.py 478 new_dict_from_std_unordered_map_bytes_bytes    114622464       -16384
NEXT: 7384102      +1      1262.294070  C_CALL   tests/unit/test_with_pymemtrace.py 478 new_dict_from_std_unordered_map_bytes_bytes    114589696       -32768
NEXT: 7384103      +1      1262.294072  C_RETURN tests/unit/test_with_pymemtrace.py 478 new_dict_from_std_unordered_map_bytes_bytes    114556928       -32768
NEXT: 7384104      +1      1262.294075  C_CALL   tests/unit/test_with_pymemtrace.py 478 new_dict_from_std_unordered_map_bytes_bytes    114540544       -16384
NEXT: 7384105      +1      1262.294077  C_RETURN tests/unit/test_with_pymemtrace.py 478 new_dict_from_std_unordered_map_bytes_bytes    114511872       -28672
NEXT: 7384106      +1      1262.294080  C_CALL   tests/unit/test_with_pymemtrace.py 478 new_dict_from_std_unordered_map_bytes_bytes    114499584       -12288
NEXT: 7384107      +1      1262.294083  C_RETURN tests/unit/test_with_pymemtrace.py 478 new_dict_from_std_unordered_map_bytes_bytes    114483200       -16384
NEXT: 7384108      +1      1262.294085  C_CALL   tests/unit/test_with_pymemtrace.py 478 new_dict_from_std_unordered_map_bytes_bytes    114466816       -16384
NEXT: 7384109      +1      1262.294089  C_RETURN tests/unit/test_with_pymemtrace.py 478 new_dict_from_std_unordered_map_bytes_bytes    114442240       -24576
NEXT: 7384110      +1      1262.294090  C_CALL   tests/unit/test_with_pymemtrace.py 478 new_dict_from_std_unordered_map_bytes_bytes    114425856       -16384
NEXT: 7384111      +1      1262.294094  C_RETURN tests/unit/test_with_pymemtrace.py 478 new_dict_from_std_unordered_map_bytes_bytes    114409472       -16384
NEXT: 7384112      +1      1262.294095  C_CALL   tests/unit/test_with_pymemtrace.py 478 new_dict_from_std_unordered_map_bytes_bytes    114393088       -16384
NEXT: 7384113      +1      1262.294099  C_RETURN tests/unit/test_with_pymemtrace.py 478 new_dict_from_std_unordered_map_bytes_bytes    114376704       -16384
NEXT: 7384114      +1      1262.294101  C_CALL   tests/unit/test_with_pymemtrace.py 478 new_dict_from_std_unordered_map_bytes_bytes    114360320       -16384
NEXT: 7384115      +1      1262.294104  C_RETURN tests/unit/test_with_pymemtrace.py 478 new_dict_from_std_unordered_map_bytes_bytes    114335744       -24576
NEXT: 7384116      +1      1262.294107  C_CALL   tests/unit/test_with_pymemtrace.py 478 new_dict_from_std_unordered_map_bytes_bytes    114311168       -24576
NEXT: 7384117      +1      1262.294109  C_RETURN tests/unit/test_with_pymemtrace.py 478 new_dict_from_std_unordered_map_bytes_bytes    114294784       -16384
NEXT: 7384118      +1      1262.294112  C_CALL   tests/unit/test_with_pymemtrace.py 478 new_dict_from_std_unordered_map_bytes_bytes    114278400       -16384
NEXT: 7384119      +1      1262.294115  C_RETURN tests/unit/test_with_pymemtrace.py 478 new_dict_from_std_unordered_map_bytes_bytes    114245632       -32768
NEXT: 7384120      +1      1262.294117  C_CALL   tests/unit/test_with_pymemtrace.py 478 new_dict_from_std_unordered_map_bytes_bytes    114229248       -16384
NEXT: 7384121      +1      1262.294123  C_RETURN tests/unit/test_with_pymemtrace.py 478 new_dict_from_std_unordered_map_bytes_bytes    114184192       -45056
NEXT: 7384122      +1      1262.294125  C_CALL   tests/unit/test_with_pymemtrace.py 478 new_dict_from_std_unordered_map_bytes_bytes    114163712       -20480
NEXT: 7384123      +1      1262.294128  C_RETURN tests/unit/test_with_pymemtrace.py 478 new_dict_from_std_unordered_map_bytes_bytes    114147328       -16384
NEXT: 7384124      +1      1262.294131  C_CALL   tests/unit/test_with_pymemtrace.py 478 new_dict_from_std_unordered_map_bytes_bytes    114130944       -16384
NEXT: 7384125      +1      1262.294133  C_RETURN tests/unit/test_with_pymemtrace.py 478 new_dict_from_std_unordered_map_bytes_bytes    114098176       -32768
NEXT: 7384126      +1      1262.294136  C_CALL   tests/unit/test_with_pymemtrace.py 478 new_dict_from_std_unordered_map_bytes_bytes    114081792       -16384
NEXT: 7384127      +1      1262.294139  C_RETURN tests/unit/test_with_pymemtrace.py 478 new_dict_from_std_unordered_map_bytes_bytes    114057216       -24576
NEXT: 7384128      +1      1262.294141  C_CALL   tests/unit/test_with_pymemtrace.py 478 new_dict_from_std_unordered_map_bytes_bytes    114049024        -8192
NEXT: 7384129      +1      1262.294145  C_RETURN tests/unit/test_with_pymemtrace.py 478 new_dict_from_std_unordered_map_bytes_bytes    114016256       -32768
NEXT: 7384130      +1      1262.294146  C_CALL   tests/unit/test_with_pymemtrace.py 478 new_dict_from_std_unordered_map_bytes_bytes    114003968       -12288
NEXT: 7384131      +1      1262.294150  C_RETURN tests/unit/test_with_pymemtrace.py 478 new_dict_from_std_unordered_map_bytes_bytes    113983488       -20480
NEXT: 7384132      +1      1262.294152  C_CALL   tests/unit/test_with_pymemtrace.py 478 new_dict_from_std_unordered_map_bytes_bytes    113967104       -16384
NEXT: 7384133      +1      1262.294156  C_RETURN tests/unit/test_with_pymemtrace.py 478 new_dict_from_std_unordered_map_bytes_bytes    113934336       -32768
NEXT: 7384134      +1      1262.294157  C_CALL   tests/unit/test_with_pymemtrace.py 478 new_dict_from_std_unordered_map_bytes_bytes    113917952       -16384
NEXT: 7384135      +1      1262.294161  C_RETURN tests/unit/test_with_pymemtrace.py 478 new_dict_from_std_unordered_map_bytes_bytes    113885184       -32768
NEXT: 7384136      +1      1262.294163  C_CALL   tests/unit/test_with_pymemtrace.py 478 new_dict_from_std_unordered_map_bytes_bytes    113872896       -12288
NEXT: 7384137      +1      1262.294166  C_RETURN tests/unit/test_with_pymemtrace.py 478 new_dict_from_std_unordered_map_bytes_bytes    113852416       -20480
NEXT: 7384138      +1      1262.294169  C_CALL   tests/unit/test_with_pymemtrace.py 478 new_dict_from_std_unordered_map_bytes_bytes    113836032       -16384
NEXT: 7384139      +1      1262.294191  C_RETURN tests/unit/test_with_pymemtrace.py 478 new_dict_from_std_unordered_map_bytes_bytes    112787456     -1048576
NEXT: 7384140      +1      1262.294194  C_CALL   tests/unit/test_with_pymemtrace.py 478 new_dict_from_std_unordered_map_bytes_bytes    112771072       -16384
NEXT: 7384141      +1      1262.294197  C_RETURN tests/unit/test_with_pymemtrace.py 478 new_dict_from_std_unordered_map_bytes_bytes    112738304       -32768
NEXT: 7384142      +1      1262.294200  C_CALL   tests/unit/test_with_pymemtrace.py 478 new_dict_from_std_unordered_map_bytes_bytes    112721920       -16384
NEXT: 7384143      +1      1262.294203  C_RETURN tests/unit/test_with_pymemtrace.py 478 new_dict_from_std_unordered_map_bytes_bytes    112689152       -32768
NEXT: 7384144      +1      1262.294205  C_CALL   tests/unit/test_with_pymemtrace.py 478 new_dict_from_std_unordered_map_bytes_bytes    112672768       -16384
NEXT: 7384145      +1      1262.294208  C_RETURN tests/unit/test_with_pymemtrace.py 478 new_dict_from_std_unordered_map_bytes_bytes    112656384       -16384
NEXT: 7384146      +1      1262.294210  C_CALL   tests/unit/test_with_pymemtrace.py 478 new_dict_from_std_unordered_map_bytes_bytes    112631808       -24576
NEXT: 7384147      +1      1262.294213  C_RETURN tests/unit/test_with_pymemtrace.py 478 new_dict_from_std_unordered_map_bytes_bytes    112607232       -24576
NEXT: 7384148      +1      1262.294216  C_CALL   tests/unit/test_with_pymemtrace.py 478 new_dict_from_std_unordered_map_bytes_bytes    112590848       -16384
NEXT: 7384149      +1      1262.294218  C_RETURN tests/unit/test_with_pymemtrace.py 478 new_dict_from_std_unordered_map_bytes_bytes    112558080       -32768
NEXT: 7384150      +1      1262.294221  C_CALL   tests/unit/test_with_pymemtrace.py 478 new_dict_from_std_unordered_map_bytes_bytes    112541696       -16384
NEXT: 7384151      +1      1262.294223  C_RETURN tests/unit/test_with_pymemtrace.py 478 new_dict_from_std_unordered_map_bytes_bytes    112517120       -24576
NEXT: 7384152      +1      1262.294226  C_CALL   tests/unit/test_with_pymemtrace.py 478 new_dict_from_std_unordered_map_bytes_bytes    112492544       -24576
NEXT: 7384153      +1      1262.294230  C_RETURN tests/unit/test_with_pymemtrace.py 478 new_dict_from_std_unordered_map_bytes_bytes    112476160       -16384
NEXT: 7384154      +1      1262.294231  C_CALL   tests/unit/test_with_pymemtrace.py 478 new_dict_from_std_unordered_map_bytes_bytes    112459776       -16384
NEXT: 7384155      +1      1262.294235  C_RETURN tests/unit/test_with_pymemtrace.py 478 new_dict_from_std_unordered_map_bytes_bytes    112427008       -32768
NEXT: 7384156      +1      1262.294236  C_CALL   tests/unit/test_with_pymemtrace.py 478 new_dict_from_std_unordered_map_bytes_bytes    112410624       -16384
NEXT: 7384157      +1      1262.294240  C_RETURN tests/unit/test_with_pymemtrace.py 478 new_dict_from_std_unordered_map_bytes_bytes    112394240       -16384
NEXT: 7384158      +1      1262.294245  C_CALL   tests/unit/test_with_pymemtrace.py 478 new_dict_from_std_unordered_map_bytes_bytes    112345088       -49152
NEXT: 7384159      +1      1262.294248  C_RETURN tests/unit/test_with_pymemtrace.py 478 new_dict_from_std_unordered_map_bytes_bytes    112312320       -32768
NEXT: 7384160      +1      1262.294251  C_CALL   tests/unit/test_with_pymemtrace.py 478 new_dict_from_std_unordered_map_bytes_bytes    112295936       -16384
NEXT: 7384161      +1      1262.294253  C_RETURN tests/unit/test_with_pymemtrace.py 478 new_dict_from_std_unordered_map_bytes_bytes    112279552       -16384
NEXT: 7384162      +1      1262.294256  C_CALL   tests/unit/test_with_pymemtrace.py 478 new_dict_from_std_unordered_map_bytes_bytes    112263168       -16384
NEXT: 7384163      +1      1262.294259  C_RETURN tests/unit/test_with_pymemtrace.py 478 new_dict_from_std_unordered_map_bytes_bytes    112230400       -32768
NEXT: 7384164      +1      1262.294261  C_CALL   tests/unit/test_with_pymemtrace.py 478 new_dict_from_std_unordered_map_bytes_bytes    112214016       -16384
NEXT: 7384165      +1      1262.294265  C_RETURN tests/unit/test_with_pymemtrace.py 478 new_dict_from_std_unordered_map_bytes_bytes    112181248       -32768
NEXT: 7384166      +1      1262.294266  C_CALL   tests/unit/test_with_pymemtrace.py 478 new_dict_from_std_unordered_map_bytes_bytes    112164864       -16384
NEXT: 7384167      +1      1262.294270  C_RETURN tests/unit/test_with_pymemtrace.py 478 new_dict_from_std_unordered_map_bytes_bytes    112148480       -16384
NEXT: 7384168      +1      1262.294271  C_CALL   tests/unit/test_with_pymemtrace.py 478 new_dict_from_std_unordered_map_bytes_bytes    112132096       -16384
NEXT: 7384169      +1      1262.294275  C_RETURN tests/unit/test_with_pymemtrace.py 478 new_dict_from_std_unordered_map_bytes_bytes    112099328       -32768
NEXT: 7384170      +1      1262.294277  C_CALL   tests/unit/test_with_pymemtrace.py 478 new_dict_from_std_unordered_map_bytes_bytes    112082944       -16384
NEXT: 7384171      +1      1262.294280  C_RETURN tests/unit/test_with_pymemtrace.py 478 new_dict_from_std_unordered_map_bytes_bytes    112050176       -32768
NEXT: 7384172      +1      1262.294282  C_CALL   tests/unit/test_with_pymemtrace.py 478 new_dict_from_std_unordered_map_bytes_bytes    112033792       -16384
NEXT: 7384173      +1      1262.294285  C_RETURN tests/unit/test_with_pymemtrace.py 478 new_dict_from_std_unordered_map_bytes_bytes    112017408       -16384
NEXT: 7384174      +1      1262.294287  C_CALL   tests/unit/test_with_pymemtrace.py 478 new_dict_from_std_unordered_map_bytes_bytes    112001024       -16384
NEXT: 7384175      +1      1262.294291  C_RETURN tests/unit/test_with_pymemtrace.py 478 new_dict_from_std_unordered_map_bytes_bytes    111984640       -16384
NEXT: 7384176      +1      1262.294292  C_CALL   tests/unit/test_with_pymemtrace.py 478 new_dict_from_std_unordered_map_bytes_bytes    111968256       -16384
NEXT: 7384177      +1      1262.294298  C_RETURN tests/unit/test_with_pymemtrace.py 478 new_dict_from_std_unordered_map_bytes_bytes    111935488       -32768
NEXT: 7384178      +1      1262.294300  C_CALL   tests/unit/test_with_pymemtrace.py 478 new_dict_from_std_unordered_map_bytes_bytes    111919104       -16384
NEXT: 7384179      +1      1262.294304  C_RETURN tests/unit/test_with_pymemtrace.py 478 new_dict_from_std_unordered_map_bytes_bytes    111886336       -32768
NEXT: 7384180      +1      1262.294306  C_CALL   tests/unit/test_with_pymemtrace.py 478 new_dict_from_std_unordered_map_bytes_bytes    111869952       -16384
NEXT: 7384181      +1      1262.294309  C_RETURN tests/unit/test_with_pymemtrace.py 478 new_dict_from_std_unordered_map_bytes_bytes    111853568       -16384
NEXT: 7384182      +1      1262.294312  C_CALL   tests/unit/test_with_pymemtrace.py 478 new_dict_from_std_unordered_map_bytes_bytes    111837184       -16384
NEXT: 7384183      +1      1262.294314  C_RETURN tests/unit/test_with_pymemtrace.py 478 new_dict_from_std_unordered_map_bytes_bytes    111804416       -32768
NEXT: 7384184      +1      1262.294317  C_CALL   tests/unit/test_with_pymemtrace.py 478 new_dict_from_std_unordered_map_bytes_bytes    111788032       -16384
