      Event        dEvent  Clock        What     File                                                                            #line Function                                  RSS         dRSS
NEXT: 0            +0      1688.617337  CALL     test_with_pymemtrace.py# 143 _test_new_set_bytes                1400803328   1400803328
PREV: 12600735     +12600735 1720.039201  C_CALL   test_with_pymemtrace.py# 160 add                                2196500480            0
NEXT: 12600736     +12600736 1720.055005  C_RETURN test_with_pymemtrace.py# 160 add                                2230054912     33554432
PREV: 20991499     +8390763 1739.569648  C_CALL   test_with_pymemtrace.py# 167 new_set_bytes                      2876936192            0
NEXT: 20991500     +8390764 1742.865367  C_RETURN test_with_pymemtrace.py# 167 new_set_bytes                      2864513024    -12423168
NEXT: 20991501     +1      1743.684877  C_CALL   test_with_pymemtrace.py# 168 perf_counter                       1981300736   -883212288
PREV: 20991504     +3      1743.684916  C_RETURN test_with_pymemtrace.py# 169 append                             1981321216            0
NEXT: 20991505     +4      1744.464029  C_CALL   test_with_pymemtrace.py# 160 add                                 930689024  -1050632192
PREV: 21384197     +392692 1745.438696  C_CALL   test_with_pymemtrace.py# 160 add                                 930758656            0
NEXT: 21384198     +392693 1745.439601  C_RETURN test_with_pymemtrace.py# 160 add                                 932855808      2097152
PREV: 22564469     +1180271 1748.291838  C_CALL   test_with_pymemtrace.py# 160 add                                 932855808            0
NEXT: 22564470     +1180272 1748.293817  C_RETURN test_with_pymemtrace.py# 160 add                                 935673856      2818048
PREV: 24137689     +1573219 1752.014907  C_CALL   test_with_pymemtrace.py# 160 add                                1035743232         4096
NEXT: 24137690     +1573220 1752.018232  C_RETURN test_with_pymemtrace.py# 160 add                                1038282752      2539520
PREV: 41961873     +17824183 1793.573739  C_CALL   test_with_pymemtrace.py# 167 new_set_bytes                      2406563840            0
NEXT: 41961874     +17824184 1796.640592  C_RETURN test_with_pymemtrace.py# 167 new_set_bytes                      2649374720    242810880
NEXT: 41961875     +1      1797.553435  C_CALL   test_with_pymemtrace.py# 168 perf_counter                       1980076032   -669298688
PREV: 41961878     +3      1797.553456  C_RETURN test_with_pymemtrace.py# 169 append                             1980076032            0
NEXT: 41961879     +4      1798.118474  C_CALL   test_with_pymemtrace.py# 160 add                                 431198208  -1548877824
PREV: 62930473     +20968594 1847.294354  C_CALL   test_with_pymemtrace.py# 167 new_set_bytes                      1891184640            0
NEXT: 62930474     +20968595 1850.149958  C_RETURN test_with_pymemtrace.py# 167 new_set_bytes                      2731163648    839979008
NEXT: 62930475     +1      1851.114745  C_CALL   test_with_pymemtrace.py# 168 perf_counter                       2204479488   -526684160
PREV: 62930478     +3      1851.114771  C_RETURN test_with_pymemtrace.py# 169 append                             2204479488            0
NEXT: 62930479     +4      1851.654190  C_CALL   test_with_pymemtrace.py# 160 add                                 411148288  -1793331200
PREV: 83900267     +20969788 1900.648927  C_CALL   test_with_pymemtrace.py# 167 new_set_bytes                      1879511040            0
NEXT: 83900268     +20969789 1903.431450  C_RETURN test_with_pymemtrace.py# 167 new_set_bytes                      2962800640   1083289600
NEXT: 83900269     +1      1904.370578  C_CALL   test_with_pymemtrace.py# 168 perf_counter                       2127306752   -835493888
PREV: 83900272     +3      1904.370603  C_RETURN test_with_pymemtrace.py# 169 append                             2127306752            0
NEXT: 83900273     +4      1904.971908  C_CALL   test_with_pymemtrace.py# 160 add                                 420970496  -1706336256
PREV: 85472773     +1572500 1908.688500  C_CALL   test_with_pymemtrace.py# 160 add                                 420970496            0
NEXT: 85472774     +1572501 1908.690487  C_RETURN test_with_pymemtrace.py# 160 add                                 424902656      3932160
PREV: 104871075    +19398301 1954.078245  C_CALL   test_with_pymemtrace.py# 167 new_set_bytes                      1893269504            0
NEXT: 104871076    +19398302 1956.972680  C_RETURN test_with_pymemtrace.py# 167 new_set_bytes                      1967853568     74584064
NEXT: 104871077    +1      1957.934584  C_CALL   test_with_pymemtrace.py# 168 perf_counter                       1814028288   -153825280
PREV: 104871080    +3      1957.934607  C_RETURN test_with_pymemtrace.py# 169 append                             1814028288            0
NEXT: 104871081    +4      1958.672909  C_CALL   test_with_pymemtrace.py# 160 add                                 446279680  -1367748608
PREV: 108017201    +3146120 1966.113375  C_CALL   test_with_pymemtrace.py# 160 add                                 547930112         4096
NEXT: 108017202    +3146121 1966.116022  C_RETURN test_with_pymemtrace.py# 160 add                                 552026112      4096000
PREV: 125838673    +17821471 2007.703489  C_CALL   test_with_pymemtrace.py# 167 new_set_bytes                      1918734336            0
NEXT: 125838674    +17821472 2010.704026  C_RETURN test_with_pymemtrace.py# 167 new_set_bytes                      2541084672    622350336
