      Event        dEvent  Clock        What     File                                                                            #line Function                                  RSS         dRSS
NEXT: 0            +0      1673.997537  CALL     /Users/paulross/CLionProjects/PythonCppHomogeneousContainers/tests/unit/test_with_pymemtrace.py# 106 _test_new_list_vector_bytes        1428271104   1428271104
PREV: 57           +57     1673.997712  CALL     /Users/paulross/CLionProjects/PythonCppHomogeneousContainers/tests/unit/test_with_pymemtrace.py# 117 <listcomp>                         1428271104            0
NEXT: 58           +58     1674.104221  RETURN   /Users/paulross/CLionProjects/PythonCppHomogeneousContainers/tests/unit/test_with_pymemtrace.py# 117 <listcomp>                         1429164032       892928
PREV: 61           +3      1674.104248  C_CALL   /Users/paulross/CLionProjects/PythonCppHomogeneousContainers/tests/unit/test_with_pymemtrace.py# 119 new_list_vector_bytes              1429164032            0
NEXT: 62           +4      1675.137658  C_RETURN /Users/paulross/CLionProjects/PythonCppHomogeneousContainers/tests/unit/test_with_pymemtrace.py# 119 new_list_vector_bytes              3254702080   1825538048
NEXT: 63           +1      1675.452122  C_CALL   /Users/paulross/CLionProjects/PythonCppHomogeneousContainers/tests/unit/test_with_pymemtrace.py# 120 perf_counter                       1501515776  -1753186304
PREV: 67           +4      1675.452167  CALL     /Users/paulross/CLionProjects/PythonCppHomogeneousContainers/tests/unit/test_with_pymemtrace.py# 117 <listcomp>                         1501515776            0
NEXT: 68           +5      1675.531047  RETURN   /Users/paulross/CLionProjects/PythonCppHomogeneousContainers/tests/unit/test_with_pymemtrace.py# 117 <listcomp>                         1494007808     -7507968
NEXT: 69           +1      1675.533807  C_CALL   /Users/paulross/CLionProjects/PythonCppHomogeneousContainers/tests/unit/test_with_pymemtrace.py# 118 perf_counter                       1485881344     -8126464
PREV: 71           +2      1675.533820  C_CALL   /Users/paulross/CLionProjects/PythonCppHomogeneousContainers/tests/unit/test_with_pymemtrace.py# 119 new_list_vector_bytes              1485881344            0
NEXT: 72           +3      1676.642797  C_RETURN /Users/paulross/CLionProjects/PythonCppHomogeneousContainers/tests/unit/test_with_pymemtrace.py# 119 new_list_vector_bytes              3271286784   1785405440
NEXT: 73           +1      1677.189983  C_CALL   /Users/paulross/CLionProjects/PythonCppHomogeneousContainers/tests/unit/test_with_pymemtrace.py# 120 perf_counter                       1383862272  -1887424512
PREV: 77           +4      1677.190059  CALL     /Users/paulross/CLionProjects/PythonCppHomogeneousContainers/tests/unit/test_with_pymemtrace.py# 117 <listcomp>                         1383862272            0
NEXT: 78           +5      1677.417222  RETURN   /Users/paulross/CLionProjects/PythonCppHomogeneousContainers/tests/unit/test_with_pymemtrace.py# 117 <listcomp>                         1392246784      8384512
NEXT: 79           +1      1677.424502  C_CALL   /Users/paulross/CLionProjects/PythonCppHomogeneousContainers/tests/unit/test_with_pymemtrace.py# 118 perf_counter                       1383858176     -8388608
PREV: 81           +2      1677.424526  C_CALL   /Users/paulross/CLionProjects/PythonCppHomogeneousContainers/tests/unit/test_with_pymemtrace.py# 119 new_list_vector_bytes              1383858176            0
