      Event        dEvent  Clock        What     File                                                                            #line Function                                  RSS         dRSS
NEXT: 0            +0      2766.320701  C_CALL   test_with_pymemtrace.py# 324 new_list_vector_bytes               379809792    379809792
NEXT: 1            +1      2766.320718  C_RETURN test_with_pymemtrace.py# 324 new_list_vector_bytes               379817984         8192
NEXT: 2            +1      2766.321017  C_CALL   test_with_pymemtrace.py# 324 new_list_vector_bytes               371429376     -8388608
PREV: 30108        +30106  2766.375303  C_CALL   test_with_pymemtrace.py# 324 new_list_vector_bytes               371429376            0
NEXT: 30109        +30107  2766.375351  C_RETURN test_with_pymemtrace.py# 324 new_list_vector_bytes               371437568         8192
NEXT: 30110        +1      2766.375746  C_CALL   test_with_pymemtrace.py# 324 new_list_vector_bytes               363048960     -8388608
NEXT: 30111        +1      2766.375758  C_RETURN test_with_pymemtrace.py# 324 new_list_vector_bytes               363057152         8192
PREV: 31612        +1501   2766.378592  C_CALL   test_with_pymemtrace.py# 324 new_list_vector_bytes               363057152            0
NEXT: 31613        +1502   2766.378604  C_RETURN test_with_pymemtrace.py# 324 new_list_vector_bytes               363061248         4096
NEXT: 31614        +1      2766.378983  C_CALL   test_with_pymemtrace.py# 324 new_list_vector_bytes               354672640     -8388608
PREV: 984494       +952880 2768.330851  C_CALL   test_with_pymemtrace.py# 324 new_list_vector_bytes               354672640            0
NEXT: 984495       +952881 2768.330873  C_RETURN test_with_pymemtrace.py# 324 new_list_vector_bytes               354680832         8192
NEXT: 984496       +1      2768.331299  C_CALL   test_with_pymemtrace.py# 324 new_list_vector_bytes               346292224     -8388608
PREV: 7028594      +6044098 2780.716990  C_CALL   test_with_pymemtrace.py# 324 new_list_vector_bytes               346292224            0
NEXT: 7028595      +6044099 2780.717113  C_RETURN test_with_pymemtrace.py# 324 new_list_vector_bytes               346316800        24576
PREV: 7028600      +5      2780.717154  C_CALL   test_with_pymemtrace.py# 324 new_list_vector_bytes               346316800            0
NEXT: 7028601      +6      2780.717219  C_RETURN test_with_pymemtrace.py# 324 new_list_vector_bytes               346337280        20480
PREV: 7028906      +305    2780.718596  C_CALL   test_with_pymemtrace.py# 324 new_list_vector_bytes               346337280            0
NEXT: 7028907      +306    2780.718666  C_RETURN test_with_pymemtrace.py# 324 new_list_vector_bytes               346357760        20480
PREV: 7030414      +1507   2780.724710  C_CALL   test_with_pymemtrace.py# 324 new_list_vector_bytes               346357760            0
NEXT: 7030415      +1508   2780.724762  C_RETURN test_with_pymemtrace.py# 324 new_list_vector_bytes               346365952         8192
PREV: 7031106      +691    2780.727556  C_CALL   test_with_pymemtrace.py# 324 new_list_vector_bytes               346365952            0
NEXT: 7031107      +692    2780.727611  C_RETURN test_with_pymemtrace.py# 324 new_list_vector_bytes               346370048         4096
PREV: 7033514      +2407   2780.735827  C_CALL   test_with_pymemtrace.py# 324 new_list_vector_bytes               346370048            0
NEXT: 7033515      +2408   2780.735856  C_RETURN test_with_pymemtrace.py# 324 new_list_vector_bytes               346374144         4096
