      Event        dEvent  Clock        What     File                                                                            #line Function                                  RSS         dRSS
NEXT: 34           +2      1600.365018  CALL     cPyCppContainers_3.11/lib/python3.11/site-packages/psutil/_psosx.py# 448 memory_info                         344051712         4096
PREV: 54           +20     1600.365060  RETURN   cPyCppContainers_3.11/lib/python3.11/site-packages/psutil/_common.py# 506 wrapper                             344051712            0
NEXT: 55           +21     1600.365070  C_CALL   test_with_pymemtrace.py#  26 print                               344059904         8192
PREV: 56           +1      1600.365073  C_RETURN test_with_pymemtrace.py#  26 print                               344059904            0
NEXT: 57           +2      1600.365083  CALL     test_with_pymemtrace.py#  29 <listcomp>                          344068096         8192
NEXT: 58           +1      1600.816875  RETURN   test_with_pymemtrace.py#  29 <listcomp>                          299782144    -44285952
PREV: 61           +3      1600.816908  C_CALL   test_with_pymemtrace.py#  31 new_list_vector_bool                299782144            0
NEXT: 62           +4      1601.047910  C_RETURN test_with_pymemtrace.py#  31 new_list_vector_bool                464191488    164409344
PREV: 67           +5      1601.082944  CALL     test_with_pymemtrace.py#  29 <listcomp>                          464191488            0
NEXT: 68           +6      1601.657269  RETURN   test_with_pymemtrace.py#  29 <listcomp>                          345432064   -118759424
NEXT: 69           +1      1601.704766  C_CALL   test_with_pymemtrace.py#  30 perf_counter                        261545984    -83886080
PREV: 71           +2      1601.704791  C_CALL   test_with_pymemtrace.py#  31 new_list_vector_bool                261545984            0
NEXT: 72           +3      1601.962674  C_RETURN test_with_pymemtrace.py#  31 new_list_vector_bool                425934848    164388864
PREV: 77           +5      1602.002519  CALL     test_with_pymemtrace.py#  29 <listcomp>                          425934848            0
NEXT: 78           +6      1602.715267  RETURN   test_with_pymemtrace.py#  29 <listcomp>                          346828800    -79106048
NEXT: 79           +1      1602.767367  C_CALL   test_with_pymemtrace.py#  30 perf_counter                        262942720    -83886080
PREV: 81           +2      1602.767386  C_CALL   test_with_pymemtrace.py#  31 new_list_vector_bool                262942720            0
NEXT: 82           +3      1603.062167  C_RETURN test_with_pymemtrace.py#  31 new_list_vector_bool                426020864    163078144
PREV: 87           +5      1603.107621  CALL     test_with_pymemtrace.py#  29 <listcomp>                          426020864            0
NEXT: 88           +6      1604.422928  RETURN   test_with_pymemtrace.py#  29 <listcomp>                          340598784    -85422080
NEXT: 89           +1      1604.517398  C_CALL   test_with_pymemtrace.py#  30 perf_counter                        262938624    -77660160
PREV: 91           +2      1604.517425  C_CALL   test_with_pymemtrace.py#  31 new_list_vector_bool                262938624            0
NEXT: 92           +3      1604.921947  C_RETURN test_with_pymemtrace.py#  31 new_list_vector_bool                426016768    163078144
PREV: 97           +5      1604.981996  CALL     test_with_pymemtrace.py#  29 <listcomp>                          426016768            0
NEXT: 98           +6      1606.204132  RETURN   test_with_pymemtrace.py#  29 <listcomp>                          354410496    -71606272
NEXT: 99           +1      1606.273308  C_CALL   test_with_pymemtrace.py#  30 perf_counter                        270524416    -83886080
PREV: 101          +2      1606.273341  C_CALL   test_with_pymemtrace.py#  31 new_list_vector_bool                270524416            0
NEXT: 102          +3      1606.616756  C_RETURN test_with_pymemtrace.py#  31 new_list_vector_bool                433635328    163110912
PREV: 107          +5      1606.673697  CALL     test_with_pymemtrace.py#  29 <listcomp>                          433635328            0
NEXT: 108          +6      1607.401925  RETURN   test_with_pymemtrace.py#  29 <listcomp>                          354443264    -79192064
NEXT: 109          +1      1607.447860  C_CALL   test_with_pymemtrace.py#  30 perf_counter                        270557184    -83886080
PREV: 111          +2      1607.447877  C_CALL   test_with_pymemtrace.py#  31 new_list_vector_bool                270557184            0
NEXT: 112          +3      1607.648642  C_RETURN test_with_pymemtrace.py#  31 new_list_vector_bool                434962432    164405248
PREV: 117          +5      1607.683479  CALL     test_with_pymemtrace.py#  29 <listcomp>                          434962432            0
NEXT: 118          +6      1608.225527  RETURN   test_with_pymemtrace.py#  29 <listcomp>                          364593152    -70369280
NEXT: 119          +1      1608.262332  C_CALL   test_with_pymemtrace.py#  30 perf_counter                        280707072    -83886080
PREV: 121          +2      1608.262345  C_CALL   test_with_pymemtrace.py#  31 new_list_vector_bool                280707072            0
NEXT: 122          +3      1608.439893  C_RETURN test_with_pymemtrace.py#  31 new_list_vector_bool                443785216    163078144
PREV: 127          +5      1608.468149  CALL     test_with_pymemtrace.py#  29 <listcomp>                          443785216            0
NEXT: 128          +6      1608.985626  RETURN   test_with_pymemtrace.py#  29 <listcomp>                          364593152    -79192064
NEXT: 129          +1      1609.025509  C_CALL   test_with_pymemtrace.py#  30 perf_counter                        280707072    -83886080
PREV: 131          +2      1609.025523  C_CALL   test_with_pymemtrace.py#  31 new_list_vector_bool                280707072            0
NEXT: 132          +3      1609.217462  C_RETURN test_with_pymemtrace.py#  31 new_list_vector_bool                443785216    163078144
PREV: 137          +5      1609.246502  CALL     test_with_pymemtrace.py#  29 <listcomp>                          443785216            0
NEXT: 138          +6      1609.747739  RETURN   test_with_pymemtrace.py#  29 <listcomp>                          364593152    -79192064
NEXT: 139          +1      1609.784536  C_CALL   test_with_pymemtrace.py#  30 perf_counter                        280707072    -83886080
PREV: 141          +2      1609.784546  C_CALL   test_with_pymemtrace.py#  31 new_list_vector_bool                280707072            0
NEXT: 142          +3      1609.984696  C_RETURN test_with_pymemtrace.py#  31 new_list_vector_bool                443785216    163078144
PREV: 147          +5      1610.014030  CALL     test_with_pymemtrace.py#  29 <listcomp>                          443785216            0
NEXT: 148          +6      1610.517009  RETURN   test_with_pymemtrace.py#  29 <listcomp>                          357089280    -86695936
NEXT: 149          +1      1610.552957  C_CALL   test_with_pymemtrace.py#  30 perf_counter                        280707072    -76382208
PREV: 151          +2      1610.552967  C_CALL   test_with_pymemtrace.py#  31 new_list_vector_bool                280707072            0
NEXT: 152          +3      1610.726198  C_RETURN test_with_pymemtrace.py#  31 new_list_vector_bool                443785216    163078144
PREV: 158          +6      1610.753234  C_RETURN test_with_pymemtrace.py#  37 min                                 443785216            0
NEXT: 159          +7      1610.753249  C_CALL   test_with_pymemtrace.py#  37 sum                                 443789312         4096
PREV: 162          +3      1610.753259  C_RETURN test_with_pymemtrace.py#  37 len                                 443789312            0
NEXT: 163          +4      1610.753271  C_CALL   test_with_pymemtrace.py#  37 max                                 443793408         4096
PREV: 193          +30     1610.753415  RETURN   test_with_pymemtrace.py#  39 _test_new_list_bool                 443793408            0
NEXT: 194          +31     1610.787276  C_CALL   test_with_pymemtrace.py#  46 __exit__                            359911424    -83881984
