      Event        dEvent  Clock        What     File                                                                            #line Function                                  RSS         dRSS
NEXT: 0            +0      1610.810125  CALL     /Users/paulross/CLionProjects/PythonCppHomogeneousContainers/tests/unit/test_with_pymemtrace.py#  22 _test_new_list_bool                 371826688    371826688
PREV: 57           +57     1610.810277  CALL     /Users/paulross/CLionProjects/PythonCppHomogeneousContainers/tests/unit/test_with_pymemtrace.py#  29 <listcomp>                          371826688            0
NEXT: 58           +58     1611.337281  RETURN   /Users/paulross/CLionProjects/PythonCppHomogeneousContainers/tests/unit/test_with_pymemtrace.py#  29 <listcomp>                          292634624    -79192064
PREV: 61           +3      1611.337302  C_CALL   /Users/paulross/CLionProjects/PythonCppHomogeneousContainers/tests/unit/test_with_pymemtrace.py#  31 new_list_list_bool                  292634624            0
NEXT: 62           +4      1612.231534  C_RETURN /Users/paulross/CLionProjects/PythonCppHomogeneousContainers/tests/unit/test_with_pymemtrace.py#  31 new_list_list_bool                  791711744    499077120
PREV: 67           +5      1612.263574  CALL     /Users/paulross/CLionProjects/PythonCppHomogeneousContainers/tests/unit/test_with_pymemtrace.py#  29 <listcomp>                          791711744            0
NEXT: 68           +6      1612.744261  RETURN   /Users/paulross/CLionProjects/PythonCppHomogeneousContainers/tests/unit/test_with_pymemtrace.py#  29 <listcomp>                          718712832    -72998912
NEXT: 69           +1      1612.783746  C_CALL   /Users/paulross/CLionProjects/PythonCppHomogeneousContainers/tests/unit/test_with_pymemtrace.py#  30 perf_counter                        634826752    -83886080
PREV: 71           +2      1612.783760  C_CALL   /Users/paulross/CLionProjects/PythonCppHomogeneousContainers/tests/unit/test_with_pymemtrace.py#  31 new_list_list_bool                  634826752            0
NEXT: 72           +3      1613.659647  C_RETURN /Users/paulross/CLionProjects/PythonCppHomogeneousContainers/tests/unit/test_with_pymemtrace.py#  31 new_list_list_bool                 1083854848    449028096
PREV: 77           +5      1613.687979  CALL     /Users/paulross/CLionProjects/PythonCppHomogeneousContainers/tests/unit/test_with_pymemtrace.py#  29 <listcomp>                         1083854848            0
NEXT: 78           +6      1614.217223  RETURN   /Users/paulross/CLionProjects/PythonCppHomogeneousContainers/tests/unit/test_with_pymemtrace.py#  29 <listcomp>                         1004650496    -79204352
