      Event        dEvent  Clock        What     File                                                                            #line Function                                  RSS         dRSS
NEXT: 0            +0      2809.467698  C_CALL   test_with_pymemtrace.py# 356 new_set_bytes                       346382336    346382336
NEXT: 1            +1      2809.467736  C_RETURN test_with_pymemtrace.py# 356 new_set_bytes                       346398720        16384
PREV: 122026       +122025 2809.809008  C_CALL   test_with_pymemtrace.py# 356 new_set_bytes                       346398720            0
NEXT: 122027       +122026 2809.809061  C_RETURN test_with_pymemtrace.py# 356 new_set_bytes                       346402816         4096
PREV: 122162       +135    2809.809475  C_CALL   test_with_pymemtrace.py# 356 new_set_bytes                       346402816            0
NEXT: 122163       +136    2809.809521  C_RETURN test_with_pymemtrace.py# 356 new_set_bytes                       346415104        12288
PREV: 122280       +117    2809.809979  C_CALL   test_with_pymemtrace.py# 356 new_set_bytes                       346415104            0
NEXT: 122281       +118    2809.810023  C_RETURN test_with_pymemtrace.py# 356 new_set_bytes                       346423296         8192
PREV: 122282       +1      2809.810029  C_CALL   test_with_pymemtrace.py# 356 new_set_bytes                       346423296            0
NEXT: 122283       +2      2809.810038  C_RETURN test_with_pymemtrace.py# 356 new_set_bytes                       346427392         4096
PREV: 392634       +270351 2810.506566  C_CALL   test_with_pymemtrace.py# 356 new_set_bytes                       346427392            0
NEXT: 392635       +270352 2810.506644  C_RETURN test_with_pymemtrace.py# 356 new_set_bytes                       346435584         8192
PREV: 392816       +181    2810.507357  C_CALL   test_with_pymemtrace.py# 356 new_set_bytes                       346435584            0
NEXT: 392817       +182    2810.507387  C_RETURN test_with_pymemtrace.py# 356 new_set_bytes                       346456064        20480
PREV: 484550       +91733  2810.761609  C_CALL   test_with_pymemtrace.py# 356 new_set_bytes                       346456064            0
NEXT: 484551       +91734  2810.761671  C_RETURN test_with_pymemtrace.py# 356 new_set_bytes                       346460160         4096
PREV: 520194       +35643  2810.865770  C_CALL   test_with_pymemtrace.py# 356 new_set_bytes                       346460160            0
NEXT: 520195       +35644  2810.865819  C_RETURN test_with_pymemtrace.py# 356 new_set_bytes                       346480640        20480
PREV: 520578       +383    2810.867245  C_CALL   test_with_pymemtrace.py# 356 new_set_bytes                       346480640            0
NEXT: 520579       +384    2810.867375  C_RETURN test_with_pymemtrace.py# 356 new_set_bytes                       346492928        12288
